,STATENAME,COUNTYNAME,ADDRESS_CITY,ORI9,actual,cleared,data_year,offense,ori,state_abbr
7790,MONTANA,SANDERS,THOMPSON FALLS,MT0450000,14,0,2016,burglary,MT0450000,MT
7791,MONTANA,SANDERS,THOMPSON FALLS,MT0450000,0,0,2016,homicide,MT0450000,MT
7792,MONTANA,SANDERS,THOMPSON FALLS,MT0450000,0,0,2016,human-trafficing,MT0450000,MT
7793,MONTANA,SANDERS,THOMPSON FALLS,MT0450000,47,3,2016,larceny,MT0450000,MT
7794,MONTANA,SANDERS,THOMPSON FALLS,MT0450000,3,2,2016,motor-vehicle-theft,MT0450000,MT
7795,MONTANA,SANDERS,THOMPSON FALLS,MT0450000,64,5,2016,property-crime,MT0450000,MT
7796,MONTANA,SANDERS,THOMPSON FALLS,MT0450000,5,0,2016,rape,MT0450000,MT
7797,MONTANA,SANDERS,THOMPSON FALLS,MT0450000,0,0,2016,rape-legacy,MT0450000,MT
7798,MONTANA,SANDERS,THOMPSON FALLS,MT0450000,1,1,2016,robbery,MT0450000,MT
7799,MONTANA,SANDERS,THOMPSON FALLS,MT0450000,16,6,2016,violent-crime,MT0450000,MT
7800,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,4,2,2016,aggravated-assault,WA0360200,WA
7801,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,0,0,2016,arson,WA0360200,WA
7802,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,26,11,2016,burglary,WA0360200,WA
7803,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,0,0,2016,homicide,WA0360200,WA
7804,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,0,0,2016,human-trafficing,WA0360200,WA
7805,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,233,76,2016,larceny,WA0360200,WA
7806,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,24,0,2016,motor-vehicle-theft,WA0360200,WA
7807,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,283,87,2016,property-crime,WA0360200,WA
7808,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,6,2,2016,rape,WA0360200,WA
7809,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,0,0,2016,rape-legacy,WA0360200,WA
7810,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,1,0,2016,robbery,WA0360200,WA
7811,WASHINGTON,WALLA WALLA,COLLEGE PLACE,WA0360200,11,4,2016,violent-crime,WA0360200,WA
7812,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,80,37,2016,aggravated-assault,WA0360100,WA
7813,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,17,0,2016,arson,WA0360100,WA
7814,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,233,24,2016,burglary,WA0360100,WA
7815,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,2,2,2016,homicide,WA0360100,WA
7816,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,0,0,2016,human-trafficing,WA0360100,WA
7817,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,1043,130,2016,larceny,WA0360100,WA
7818,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,99,8,2016,motor-vehicle-theft,WA0360100,WA
7819,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,1375,162,2016,property-crime,WA0360100,WA
7820,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,23,2,2016,rape,WA0360100,WA
7821,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,0,0,2016,rape-legacy,WA0360100,WA
7822,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,17,7,2016,robbery,WA0360100,WA
7823,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360100,122,48,2016,violent-crime,WA0360100,WA
7824,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,17,8,2016,aggravated-assault,WA0360000,WA
7825,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,1,0,2016,arson,WA0360000,WA
7826,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,86,3,2016,burglary,WA0360000,WA
7827,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,0,0,2016,homicide,WA0360000,WA
7828,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,0,0,2016,human-trafficing,WA0360000,WA
7829,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,140,2,2016,larceny,WA0360000,WA
7830,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,35,6,2016,motor-vehicle-theft,WA0360000,WA
7831,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,261,11,2016,property-crime,WA0360000,WA
7832,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,7,2,2016,rape,WA0360000,WA
7833,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,0,0,2016,rape-legacy,WA0360000,WA
7834,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,2,0,2016,robbery,WA0360000,WA
7835,WASHINGTON,WALLA WALLA,WALLA WALLA,WA0360000,26,10,2016,violent-crime,WA0360000,WA
7836,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,15,14,2016,aggravated-assault,MN0240100,MN
7837,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,1,1,2016,arson,MN0240100,MN
7838,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,27,7,2016,burglary,MN0240100,MN
7839,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,0,0,2016,homicide,MN0240100,MN
7840,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,0,0,2016,human-trafficing,MN0240100,MN
7841,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,290,92,2016,larceny,MN0240100,MN
7842,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,14,9,2016,motor-vehicle-theft,MN0240100,MN
7843,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,331,108,2016,property-crime,MN0240100,MN
7844,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,0,0,2016,rape,MN0240100,MN
7845,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,0,0,2016,rape-legacy,MN0240100,MN
7846,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,4,2,2016,robbery,MN0240100,MN
7847,MINNESOTA,FREEBORN,ALBERT LEA,MN0240100,19,16,2016,violent-crime,MN0240100,MN
7848,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,0,0,2016,aggravated-assault,MN0240000,MN
7849,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,1,1,2016,arson,MN0240000,MN
7850,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,27,5,2016,burglary,MN0240000,MN
7851,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,1,1,2016,homicide,MN0240000,MN
7852,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,0,0,2016,human-trafficing,MN0240000,MN
7853,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,43,9,2016,larceny,MN0240000,MN
7854,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,9,3,2016,motor-vehicle-theft,MN0240000,MN
7855,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,79,17,2016,property-crime,MN0240000,MN
7856,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,2,2,2016,rape,MN0240000,MN
7857,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,0,0,2016,rape-legacy,MN0240000,MN
7858,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,0,0,2016,robbery,MN0240000,MN
7859,MINNESOTA,FREEBORN,ALBERT LEA,MN0240000,3,3,2016,violent-crime,MN0240000,MN
7860,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,aggravated-assault,MS0590100,MS
7861,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,arson,MS0590100,MS
7862,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,burglary,MS0590100,MS
7863,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,homicide,MS0590100,MS
7864,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,human-trafficing,MS0590100,MS
7865,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,larceny,MS0590100,MS
7866,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,motor-vehicle-theft,MS0590100,MS
7867,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,property-crime,MS0590100,MS
7868,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,rape,MS0590100,MS
7869,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,rape-legacy,MS0590100,MS
7870,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,robbery,MS0590100,MS
7871,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590100,0,0,2016,violent-crime,MS0590100,MS
7872,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,1,0,2016,aggravated-assault,MS0590300,MS
7873,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,0,0,2016,arson,MS0590300,MS
7874,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,0,0,2016,burglary,MS0590300,MS
7875,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,0,0,2016,homicide,MS0590300,MS
7876,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,0,0,2016,human-trafficing,MS0590300,MS
7877,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,29,0,2016,larceny,MS0590300,MS
7878,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,0,0,2016,motor-vehicle-theft,MS0590300,MS
7879,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,29,0,2016,property-crime,MS0590300,MS
7880,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,0,0,2016,rape,MS0590300,MS
7881,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,0,0,2016,rape-legacy,MS0590300,MS
7882,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,0,0,2016,robbery,MS0590300,MS
7883,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590300,1,0,2016,violent-crime,MS0590300,MS
7884,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,aggravated-assault,MS0590000,MS
7885,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,arson,MS0590000,MS
7886,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,burglary,MS0590000,MS
7887,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,homicide,MS0590000,MS
7888,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,human-trafficing,MS0590000,MS
7889,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,larceny,MS0590000,MS
7890,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,motor-vehicle-theft,MS0590000,MS
7891,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,property-crime,MS0590000,MS
7892,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,rape,MS0590000,MS
7893,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,rape-legacy,MS0590000,MS
7894,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,robbery,MS0590000,MS
7895,MISSISSIPPI,PRENTISS,BOONEVILLE,MS0590000,0,0,2016,violent-crime,MS0590000,MS
7896,OKLAHOMA,MURRAY,DAVIS,OK0500200,8,2,2016,aggravated-assault,OK0500200,OK
7897,OKLAHOMA,MURRAY,DAVIS,OK0500200,1,0,2016,arson,OK0500200,OK
7898,OKLAHOMA,MURRAY,DAVIS,OK0500200,21,0,2016,burglary,OK0500200,OK
7899,OKLAHOMA,MURRAY,DAVIS,OK0500200,0,0,2016,homicide,OK0500200,OK
7900,OKLAHOMA,MURRAY,DAVIS,OK0500200,0,0,2016,human-trafficing,OK0500200,OK
7901,OKLAHOMA,MURRAY,DAVIS,OK0500200,47,5,2016,larceny,OK0500200,OK
7902,OKLAHOMA,MURRAY,DAVIS,OK0500200,11,1,2016,motor-vehicle-theft,OK0500200,OK
7903,OKLAHOMA,MURRAY,DAVIS,OK0500200,79,6,2016,property-crime,OK0500200,OK
7904,OKLAHOMA,MURRAY,DAVIS,OK0500200,10,5,2016,rape,OK0500200,OK
7905,OKLAHOMA,MURRAY,DAVIS,OK0500200,0,0,2016,rape-legacy,OK0500200,OK
7906,OKLAHOMA,MURRAY,DAVIS,OK0500200,0,0,2016,robbery,OK0500200,OK
7907,OKLAHOMA,MURRAY,DAVIS,OK0500200,18,7,2016,violent-crime,OK0500200,OK
7908,OKLAHOMA,MURRAY,SULPHUR,OK0500100,8,1,2016,aggravated-assault,OK0500100,OK
7909,OKLAHOMA,MURRAY,SULPHUR,OK0500100,1,0,2016,arson,OK0500100,OK
7910,OKLAHOMA,MURRAY,SULPHUR,OK0500100,28,1,2016,burglary,OK0500100,OK
7911,OKLAHOMA,MURRAY,SULPHUR,OK0500100,0,0,2016,homicide,OK0500100,OK
7912,OKLAHOMA,MURRAY,SULPHUR,OK0500100,0,0,2016,human-trafficing,OK0500100,OK
7913,OKLAHOMA,MURRAY,SULPHUR,OK0500100,88,6,2016,larceny,OK0500100,OK
7914,OKLAHOMA,MURRAY,SULPHUR,OK0500100,6,0,2016,motor-vehicle-theft,OK0500100,OK
7915,OKLAHOMA,MURRAY,SULPHUR,OK0500100,122,7,2016,property-crime,OK0500100,OK
7916,OKLAHOMA,MURRAY,SULPHUR,OK0500100,1,0,2016,rape,OK0500100,OK
7917,OKLAHOMA,MURRAY,SULPHUR,OK0500100,0,0,2016,rape-legacy,OK0500100,OK
7918,OKLAHOMA,MURRAY,SULPHUR,OK0500100,0,0,2016,robbery,OK0500100,OK
7919,OKLAHOMA,MURRAY,SULPHUR,OK0500100,9,1,2016,violent-crime,OK0500100,OK
7920,OKLAHOMA,MURRAY,SULPHUR,OK0500000,9,5,2016,aggravated-assault,OK0500000,OK
7921,OKLAHOMA,MURRAY,SULPHUR,OK0500000,0,0,2016,arson,OK0500000,OK
7922,OKLAHOMA,MURRAY,SULPHUR,OK0500000,9,1,2016,burglary,OK0500000,OK
7923,OKLAHOMA,MURRAY,SULPHUR,OK0500000,0,0,2016,homicide,OK0500000,OK
7924,OKLAHOMA,MURRAY,SULPHUR,OK0500000,0,0,2016,human-trafficing,OK0500000,OK
7925,OKLAHOMA,MURRAY,SULPHUR,OK0500000,14,1,2016,larceny,OK0500000,OK
7926,OKLAHOMA,MURRAY,SULPHUR,OK0500000,4,0,2016,motor-vehicle-theft,OK0500000,OK
7927,OKLAHOMA,MURRAY,SULPHUR,OK0500000,27,2,2016,property-crime,OK0500000,OK
7928,OKLAHOMA,MURRAY,SULPHUR,OK0500000,1,0,2016,rape,OK0500000,OK
7929,OKLAHOMA,MURRAY,SULPHUR,OK0500000,0,0,2016,rape-legacy,OK0500000,OK
7930,OKLAHOMA,MURRAY,SULPHUR,OK0500000,0,0,2016,robbery,OK0500000,OK
7931,OKLAHOMA,MURRAY,SULPHUR,OK0500000,10,5,2016,violent-crime,OK0500000,OK
7932,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,7,4,2016,aggravated-assault,WA0280000,WA
7933,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,3,0,2016,arson,WA0280000,WA
7934,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,35,4,2016,burglary,WA0280000,WA
7935,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,1,1,2016,homicide,WA0280000,WA
7936,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,0,0,2016,human-trafficing,WA0280000,WA
7937,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,136,8,2016,larceny,WA0280000,WA
7938,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,6,0,2016,motor-vehicle-theft,WA0280000,WA
7939,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,177,12,2016,property-crime,WA0280000,WA
7940,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,1,0,2016,rape,WA0280000,WA
7941,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,0,0,2016,rape-legacy,WA0280000,WA
7942,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,1,0,2016,robbery,WA0280000,WA
7943,WASHINGTON,SAN JUAN,FRIDAY HARBOR,WA0280000,10,5,2016,violent-crime,WA0280000,WA
7944,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,12,10,2016,aggravated-assault,AR0080100,AR
7945,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,1,0,2016,arson,AR0080100,AR
7946,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,70,6,2016,burglary,AR0080100,AR
7947,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,1,0,2016,homicide,AR0080100,AR
7948,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,0,0,2016,human-trafficing,AR0080100,AR
7949,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,145,34,2016,larceny,AR0080100,AR
7950,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,9,4,2016,motor-vehicle-theft,AR0080100,AR
7951,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,224,44,2016,property-crime,AR0080100,AR
7952,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,12,4,2016,rape,AR0080100,AR
7953,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,0,0,2016,rape-legacy,AR0080100,AR
7954,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,0,0,2016,robbery,AR0080100,AR
7955,ARKANSAS,CARROLL,BERRYVILLE,AR0080100,25,14,2016,violent-crime,AR0080100,AR
7956,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,12,6,2016,aggravated-assault,AR0080200,AR
7957,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,0,0,2016,arson,AR0080200,AR
7958,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,34,3,2016,burglary,AR0080200,AR
7959,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,0,0,2016,homicide,AR0080200,AR
7960,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,0,0,2016,human-trafficing,AR0080200,AR
7961,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,103,6,2016,larceny,AR0080200,AR
7962,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,14,0,2016,motor-vehicle-theft,AR0080200,AR
7963,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,151,9,2016,property-crime,AR0080200,AR
7964,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,4,0,2016,rape,AR0080200,AR
7965,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,0,0,2016,rape-legacy,AR0080200,AR
7966,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,2,2,2016,robbery,AR0080200,AR
7967,ARKANSAS,CARROLL,EUREKA SPRINGS,AR0080200,18,8,2016,violent-crime,AR0080200,AR
7968,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,7,5,2016,aggravated-assault,AR0080300,AR
7969,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,0,0,2016,arson,AR0080300,AR
7970,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,8,1,2016,burglary,AR0080300,AR
7971,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,0,0,2016,homicide,AR0080300,AR
7972,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,0,0,2016,human-trafficing,AR0080300,AR
7973,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,44,7,2016,larceny,AR0080300,AR
7974,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,2,0,2016,motor-vehicle-theft,AR0080300,AR
7975,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,54,8,2016,property-crime,AR0080300,AR
7976,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,8,1,2016,rape,AR0080300,AR
7977,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,0,0,2016,rape-legacy,AR0080300,AR
7978,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,1,1,2016,robbery,AR0080300,AR
7979,ARKANSAS,CARROLL,GREEN FOREST,AR0080300,16,7,2016,violent-crime,AR0080300,AR
7980,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,32,20,2016,aggravated-assault,AR0080000,AR
7981,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,1,0,2016,arson,AR0080000,AR
7982,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,1,0,2016,burglary,AR0080000,AR
7983,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,2,2,2016,homicide,AR0080000,AR
7984,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,0,0,2016,human-trafficing,AR0080000,AR
7985,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,11,0,2016,larceny,AR0080000,AR
7986,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,5,0,2016,motor-vehicle-theft,AR0080000,AR
7987,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,17,0,2016,property-crime,AR0080000,AR
7988,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,7,1,2016,rape,AR0080000,AR
7989,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,0,0,2016,rape-legacy,AR0080000,AR
7990,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,0,0,2016,robbery,AR0080000,AR
7991,ARKANSAS,CARROLL,BERRYVILLE,AR0080000,41,23,2016,violent-crime,AR0080000,AR
7992,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,13,10,2016,aggravated-assault,CA0550100,CA
7993,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,6,2,2016,arson,CA0550100,CA
7994,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,86,23,2016,burglary,CA0550100,CA
7995,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,0,0,2016,homicide,CA0550100,CA
7996,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,0,0,2016,human-trafficing,CA0550100,CA
7997,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,263,126,2016,larceny,CA0550100,CA
7998,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,21,9,2016,motor-vehicle-theft,CA0550100,CA
7999,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,370,158,2016,property-crime,CA0550100,CA
8000,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,9,6,2016,rape,CA0550100,CA
8001,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,0,0,2016,rape-legacy,CA0550100,CA
8002,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,6,4,2016,robbery,CA0550100,CA
8003,CALIFORNIA,TUOLUMNE,SONORA,CA0550100,28,20,2016,violent-crime,CA0550100,CA
8004,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,104,62,2016,aggravated-assault,CA0550000,CA
8005,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,6,3,2016,arson,CA0550000,CA
8006,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,350,48,2016,burglary,CA0550000,CA
8007,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,1,1,2016,homicide,CA0550000,CA
8008,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,0,0,2016,human-trafficing,CA0550000,CA
8009,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,377,51,2016,larceny,CA0550000,CA
8010,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,10,3,2016,motor-vehicle-theft,CA0550000,CA
8011,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,737,102,2016,property-crime,CA0550000,CA
8012,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,45,13,2016,rape,CA0550000,CA
8013,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,0,0,2016,rape-legacy,CA0550000,CA
8014,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,9,7,2016,robbery,CA0550000,CA
8015,CALIFORNIA,TUOLUMNE,SONORA,CA0550000,159,83,2016,violent-crime,CA0550000,CA
8016,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,0,0,2016,aggravated-assault,CA0559900,CA
8017,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,0,0,2016,arson,CA0559900,CA
8018,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,0,0,2016,burglary,CA0559900,CA
8019,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,0,0,2016,homicide,CA0559900,CA
8020,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,0,0,2016,human-trafficing,CA0559900,CA
8021,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,81,0,2016,larceny,CA0559900,CA
8022,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,84,17,2016,motor-vehicle-theft,CA0559900,CA
8023,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,165,17,2016,property-crime,CA0559900,CA
8024,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,0,0,2016,rape,CA0559900,CA
8025,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,0,0,2016,rape-legacy,CA0559900,CA
8026,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,0,0,2016,robbery,CA0559900,CA
8027,CALIFORNIA,TUOLUMNE,JAMESTOWN,CA0559900,0,0,2016,violent-crime,CA0559900,CA
8028,ARKANSAS,MONROE,BRINKLEY,AR0480100,27,14,2016,aggravated-assault,AR0480100,AR
8029,ARKANSAS,MONROE,BRINKLEY,AR0480100,2,0,2016,arson,AR0480100,AR
8030,ARKANSAS,MONROE,BRINKLEY,AR0480100,30,2,2016,burglary,AR0480100,AR
8031,ARKANSAS,MONROE,BRINKLEY,AR0480100,0,0,2016,homicide,AR0480100,AR
8032,ARKANSAS,MONROE,BRINKLEY,AR0480100,0,0,2016,human-trafficing,AR0480100,AR
8033,ARKANSAS,MONROE,BRINKLEY,AR0480100,104,4,2016,larceny,AR0480100,AR
8034,ARKANSAS,MONROE,BRINKLEY,AR0480100,4,0,2016,motor-vehicle-theft,AR0480100,AR
8035,ARKANSAS,MONROE,BRINKLEY,AR0480100,138,6,2016,property-crime,AR0480100,AR
8036,ARKANSAS,MONROE,BRINKLEY,AR0480100,0,0,2016,rape,AR0480100,AR
8037,ARKANSAS,MONROE,BRINKLEY,AR0480100,0,0,2016,rape-legacy,AR0480100,AR
8038,ARKANSAS,MONROE,BRINKLEY,AR0480100,1,1,2016,robbery,AR0480100,AR
8039,ARKANSAS,MONROE,BRINKLEY,AR0480100,28,15,2016,violent-crime,AR0480100,AR
8040,ARKANSAS,MONROE,CLARENDON,AR0480200,3,0,2016,aggravated-assault,AR0480200,AR
8041,ARKANSAS,MONROE,CLARENDON,AR0480200,0,0,2016,arson,AR0480200,AR
8042,ARKANSAS,MONROE,CLARENDON,AR0480200,4,0,2016,burglary,AR0480200,AR
8043,ARKANSAS,MONROE,CLARENDON,AR0480200,0,0,2016,homicide,AR0480200,AR
