,STATENAME,COUNTYNAME,ADDRESS_CITY,ORI9,actual,cleared,data_year,offense,ori,state_abbr
15196,FLORIDA,DUVAL,NEPTUNE BEACH,FL0160400,0,0,2016,human-trafficing,FL0160400,FL
15197,FLORIDA,DUVAL,NEPTUNE BEACH,FL0160400,137,31,2016,larceny,FL0160400,FL
15198,FLORIDA,DUVAL,NEPTUNE BEACH,FL0160400,12,2,2016,motor-vehicle-theft,FL0160400,FL
15199,FLORIDA,DUVAL,NEPTUNE BEACH,FL0160400,176,39,2016,property-crime,FL0160400,FL
15200,FLORIDA,DUVAL,NEPTUNE BEACH,FL0160400,0,0,2016,rape,FL0160400,FL
15201,FLORIDA,DUVAL,NEPTUNE BEACH,FL0160400,0,0,2016,rape-legacy,FL0160400,FL
15202,FLORIDA,DUVAL,NEPTUNE BEACH,FL0160400,6,1,2016,robbery,FL0160400,FL
15203,FLORIDA,DUVAL,NEPTUNE BEACH,FL0160400,15,9,2016,violent-crime,FL0160400,FL
15204,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,58,43,2016,aggravated-assault,FL0161100,FL
15205,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,5,5,2016,arson,FL0161100,FL
15206,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,87,12,2016,burglary,FL0161100,FL
15207,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,0,0,2016,homicide,FL0161100,FL
15208,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,0,0,2016,human-trafficing,FL0161100,FL
15209,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,311,40,2016,larceny,FL0161100,FL
15210,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,17,7,2016,motor-vehicle-theft,FL0161100,FL
15211,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,415,59,2016,property-crime,FL0161100,FL
15212,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,8,4,2016,rape,FL0161100,FL
15213,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,0,0,2016,rape-legacy,FL0161100,FL
15214,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,5,2,2016,robbery,FL0161100,FL
15215,FLORIDA,DUVAL,JACKSONVILLE,FL0161100,71,49,2016,violent-crime,FL0161100,FL
15216,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,aggravated-assault,FL0167000,FL
15217,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,arson,FL0167000,FL
15218,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,burglary,FL0167000,FL
15219,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,homicide,FL0167000,FL
15220,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,human-trafficing,FL0167000,FL
15221,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,larceny,FL0167000,FL
15222,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,motor-vehicle-theft,FL0167000,FL
15223,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,property-crime,FL0167000,FL
15224,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,rape,FL0167000,FL
15225,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,rape-legacy,FL0167000,FL
15226,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,robbery,FL0167000,FL
15227,FLORIDA,DUVAL,TALLAHASSEE,FL0167000,0,0,2016,violent-crime,FL0167000,FL
15228,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,10,7,2016,aggravated-assault,NJ0110100,NJ
15229,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,1,0,2016,arson,NJ0110100,NJ
15230,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,32,11,2016,burglary,NJ0110100,NJ
15231,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,1,1,2016,homicide,NJ0110100,NJ
15232,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,0,0,2016,human-trafficing,NJ0110100,NJ
15233,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,190,56,2016,larceny,NJ0110100,NJ
15234,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,5,1,2016,motor-vehicle-theft,NJ0110100,NJ
15235,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,227,68,2016,property-crime,NJ0110100,NJ
15236,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,3,2,2016,rape,NJ0110100,NJ
15237,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,0,0,2016,rape-legacy,NJ0110100,NJ
15238,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,3,1,2016,robbery,NJ0110100,NJ
15239,NEW JERSEY,MERCER,EAST WINDSOR,NJ0110100,17,11,2016,violent-crime,NJ0110100,NJ
15240,NEW JERSEY,MERCER,EWING,NJ0111800,0,0,2016,aggravated-assault,NJ0111800,NJ
15241,NEW JERSEY,MERCER,EWING,NJ0111800,1,0,2016,arson,NJ0111800,NJ
15242,NEW JERSEY,MERCER,EWING,NJ0111800,23,0,2016,burglary,NJ0111800,NJ
15243,NEW JERSEY,MERCER,EWING,NJ0111800,0,0,2016,homicide,NJ0111800,NJ
15244,NEW JERSEY,MERCER,EWING,NJ0111800,0,0,2016,human-trafficing,NJ0111800,NJ
15245,NEW JERSEY,MERCER,EWING,NJ0111800,62,1,2016,larceny,NJ0111800,NJ
15246,NEW JERSEY,MERCER,EWING,NJ0111800,6,0,2016,motor-vehicle-theft,NJ0111800,NJ
15247,NEW JERSEY,MERCER,EWING,NJ0111800,91,1,2016,property-crime,NJ0111800,NJ
15248,NEW JERSEY,MERCER,EWING,NJ0111800,1,0,2016,rape,NJ0111800,NJ
15249,NEW JERSEY,MERCER,EWING,NJ0111800,0,0,2016,rape-legacy,NJ0111800,NJ
15250,NEW JERSEY,MERCER,EWING,NJ0111800,0,0,2016,robbery,NJ0111800,NJ
15251,NEW JERSEY,MERCER,EWING,NJ0111800,1,0,2016,violent-crime,NJ0111800,NJ
15252,NEW JERSEY,MERCER,EWING,NJ0110200,21,16,2016,aggravated-assault,NJ0110200,NJ
15253,NEW JERSEY,MERCER,EWING,NJ0110200,3,1,2016,arson,NJ0110200,NJ
15254,NEW JERSEY,MERCER,EWING,NJ0110200,121,10,2016,burglary,NJ0110200,NJ
15255,NEW JERSEY,MERCER,EWING,NJ0110200,2,1,2016,homicide,NJ0110200,NJ
15256,NEW JERSEY,MERCER,EWING,NJ0110200,0,0,2016,human-trafficing,NJ0110200,NJ
15257,NEW JERSEY,MERCER,EWING,NJ0110200,511,136,2016,larceny,NJ0110200,NJ
15258,NEW JERSEY,MERCER,EWING,NJ0110200,28,1,2016,motor-vehicle-theft,NJ0110200,NJ
15259,NEW JERSEY,MERCER,EWING,NJ0110200,660,147,2016,property-crime,NJ0110200,NJ
15260,NEW JERSEY,MERCER,EWING,NJ0110200,13,4,2016,rape,NJ0110200,NJ
15261,NEW JERSEY,MERCER,EWING,NJ0110200,0,0,2016,rape-legacy,NJ0110200,NJ
15262,NEW JERSEY,MERCER,EWING,NJ0110200,36,13,2016,robbery,NJ0110200,NJ
15263,NEW JERSEY,MERCER,EWING,NJ0110200,72,34,2016,violent-crime,NJ0110200,NJ
15264,NEW JERSEY,MERCER,HAMILTON,NJ0110300,65,44,2016,aggravated-assault,NJ0110300,NJ
15265,NEW JERSEY,MERCER,HAMILTON,NJ0110300,5,1,2016,arson,NJ0110300,NJ
15266,NEW JERSEY,MERCER,HAMILTON,NJ0110300,320,37,2016,burglary,NJ0110300,NJ
15267,NEW JERSEY,MERCER,HAMILTON,NJ0110300,2,2,2016,homicide,NJ0110300,NJ
15268,NEW JERSEY,MERCER,HAMILTON,NJ0110300,0,0,2016,human-trafficing,NJ0110300,NJ
15269,NEW JERSEY,MERCER,HAMILTON,NJ0110300,1108,204,2016,larceny,NJ0110300,NJ
15270,NEW JERSEY,MERCER,HAMILTON,NJ0110300,88,1,2016,motor-vehicle-theft,NJ0110300,NJ
15271,NEW JERSEY,MERCER,HAMILTON,NJ0110300,1516,242,2016,property-crime,NJ0110300,NJ
15272,NEW JERSEY,MERCER,HAMILTON,NJ0110300,10,2,2016,rape,NJ0110300,NJ
15273,NEW JERSEY,MERCER,HAMILTON,NJ0110300,0,0,2016,rape-legacy,NJ0110300,NJ
15274,NEW JERSEY,MERCER,HAMILTON,NJ0110300,85,29,2016,robbery,NJ0110300,NJ
15275,NEW JERSEY,MERCER,HAMILTON,NJ0110300,162,77,2016,violent-crime,NJ0110300,NJ
15276,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,1,1,2016,aggravated-assault,NJ0110400,NJ
15277,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,0,0,2016,arson,NJ0110400,NJ
15278,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,3,0,2016,burglary,NJ0110400,NJ
15279,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,0,0,2016,homicide,NJ0110400,NJ
15280,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,0,0,2016,human-trafficing,NJ0110400,NJ
15281,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,37,5,2016,larceny,NJ0110400,NJ
15282,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,1,0,2016,motor-vehicle-theft,NJ0110400,NJ
15283,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,41,5,2016,property-crime,NJ0110400,NJ
15284,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,1,1,2016,rape,NJ0110400,NJ
15285,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,0,0,2016,rape-legacy,NJ0110400,NJ
15286,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,4,4,2016,robbery,NJ0110400,NJ
15287,NEW JERSEY,MERCER,HIGHTSTOWN,NJ0110400,6,6,2016,violent-crime,NJ0110400,NJ
15288,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,0,0,2016,aggravated-assault,NJ0110500,NJ
15289,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,0,0,2016,arson,NJ0110500,NJ
15290,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,0,0,2016,burglary,NJ0110500,NJ
15291,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,0,0,2016,homicide,NJ0110500,NJ
15292,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,0,0,2016,human-trafficing,NJ0110500,NJ
15293,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,5,0,2016,larceny,NJ0110500,NJ
15294,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,0,0,2016,motor-vehicle-theft,NJ0110500,NJ
15295,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,5,0,2016,property-crime,NJ0110500,NJ
15296,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,1,0,2016,rape,NJ0110500,NJ
15297,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,0,0,2016,rape-legacy,NJ0110500,NJ
15298,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,0,0,2016,robbery,NJ0110500,NJ
15299,NEW JERSEY,MERCER,TITUSVILLE,NJ0110500,1,0,2016,violent-crime,NJ0110500,NJ
15300,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,2,2,2016,aggravated-assault,NJ0110600,NJ
15301,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,0,0,2016,arson,NJ0110600,NJ
15302,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,21,4,2016,burglary,NJ0110600,NJ
15303,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,0,0,2016,homicide,NJ0110600,NJ
15304,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,0,0,2016,human-trafficing,NJ0110600,NJ
15305,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,78,14,2016,larceny,NJ0110600,NJ
15306,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,1,0,2016,motor-vehicle-theft,NJ0110600,NJ
15307,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,100,18,2016,property-crime,NJ0110600,NJ
15308,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,1,0,2016,rape,NJ0110600,NJ
15309,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,0,0,2016,rape-legacy,NJ0110600,NJ
15310,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,0,0,2016,robbery,NJ0110600,NJ
15311,NEW JERSEY,MERCER,TITUSVILLE,NJ0110600,3,2,2016,violent-crime,NJ0110600,NJ
15312,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,21,22,2016,aggravated-assault,NJ0110700,NJ
15313,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,1,1,2016,arson,NJ0110700,NJ
15314,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,60,24,2016,burglary,NJ0110700,NJ
15315,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,0,0,2016,homicide,NJ0110700,NJ
15316,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,0,0,2016,human-trafficing,NJ0110700,NJ
15317,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,592,260,2016,larceny,NJ0110700,NJ
15318,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,14,1,2016,motor-vehicle-theft,NJ0110700,NJ
15319,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,666,285,2016,property-crime,NJ0110700,NJ
15320,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,5,3,2016,rape,NJ0110700,NJ
15321,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,0,0,2016,rape-legacy,NJ0110700,NJ
15322,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,17,13,2016,robbery,NJ0110700,NJ
15323,NEW JERSEY,MERCER,LAWRENCEVILLE,NJ0110700,43,38,2016,violent-crime,NJ0110700,NJ
15324,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,0,0,2016,aggravated-assault,NJ0110800,NJ
15325,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,0,0,2016,arson,NJ0110800,NJ
15326,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,1,0,2016,burglary,NJ0110800,NJ
15327,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,0,0,2016,homicide,NJ0110800,NJ
15328,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,0,0,2016,human-trafficing,NJ0110800,NJ
15329,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,7,3,2016,larceny,NJ0110800,NJ
15330,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,0,0,2016,motor-vehicle-theft,NJ0110800,NJ
15331,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,8,3,2016,property-crime,NJ0110800,NJ
15332,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,0,0,2016,rape,NJ0110800,NJ
15333,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,0,0,2016,rape-legacy,NJ0110800,NJ
15334,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,0,0,2016,robbery,NJ0110800,NJ
15335,NEW JERSEY,MERCER,PENNINGTON,NJ0110800,0,0,2016,violent-crime,NJ0110800,NJ
15336,NEW JERSEY,MERCER,PRINCETON,NJ0111000,13,10,2016,aggravated-assault,NJ0111000,NJ
15337,NEW JERSEY,MERCER,PRINCETON,NJ0111000,0,0,2016,arson,NJ0111000,NJ
15338,NEW JERSEY,MERCER,PRINCETON,NJ0111000,34,3,2016,burglary,NJ0111000,NJ
15339,NEW JERSEY,MERCER,PRINCETON,NJ0111000,0,0,2016,homicide,NJ0111000,NJ
15340,NEW JERSEY,MERCER,PRINCETON,NJ0111000,0,0,2016,human-trafficing,NJ0111000,NJ
15341,NEW JERSEY,MERCER,PRINCETON,NJ0111000,194,18,2016,larceny,NJ0111000,NJ
15342,NEW JERSEY,MERCER,PRINCETON,NJ0111000,5,1,2016,motor-vehicle-theft,NJ0111000,NJ
15343,NEW JERSEY,MERCER,PRINCETON,NJ0111000,233,22,2016,property-crime,NJ0111000,NJ
15344,NEW JERSEY,MERCER,PRINCETON,NJ0111000,2,2,2016,rape,NJ0111000,NJ
15345,NEW JERSEY,MERCER,PRINCETON,NJ0111000,0,0,2016,rape-legacy,NJ0111000,NJ
15346,NEW JERSEY,MERCER,PRINCETON,NJ0111000,0,0,2016,robbery,NJ0111000,NJ
15347,NEW JERSEY,MERCER,PRINCETON,NJ0111000,15,12,2016,violent-crime,NJ0111000,NJ
15348,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,1,1,2016,aggravated-assault,NJ0111200,NJ
15349,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,0,0,2016,arson,NJ0111200,NJ
15350,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,14,1,2016,burglary,NJ0111200,NJ
15351,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,0,0,2016,homicide,NJ0111200,NJ
15352,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,0,0,2016,human-trafficing,NJ0111200,NJ
15353,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,48,0,2016,larceny,NJ0111200,NJ
15354,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,0,0,2016,motor-vehicle-theft,NJ0111200,NJ
15355,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,62,1,2016,property-crime,NJ0111200,NJ
15356,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,3,3,2016,rape,NJ0111200,NJ
15357,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,0,0,2016,rape-legacy,NJ0111200,NJ
15358,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,3,2,2016,robbery,NJ0111200,NJ
15359,NEW JERSEY,MERCER,ROBBINSVILLE,NJ0111200,7,6,2016,violent-crime,NJ0111200,NJ
15360,NEW JERSEY,MERCER,TRENTON,NJ0111100,620,233,2016,aggravated-assault,NJ0111100,NJ
15361,NEW JERSEY,MERCER,TRENTON,NJ0111100,17,3,2016,arson,NJ0111100,NJ
15362,NEW JERSEY,MERCER,TRENTON,NJ0111100,883,72,2016,burglary,NJ0111100,NJ
15363,NEW JERSEY,MERCER,TRENTON,NJ0111100,21,14,2016,homicide,NJ0111100,NJ
15364,NEW JERSEY,MERCER,TRENTON,NJ0111100,0,0,2016,human-trafficing,NJ0111100,NJ
15365,NEW JERSEY,MERCER,TRENTON,NJ0111100,930,94,2016,larceny,NJ0111100,NJ
15366,NEW JERSEY,MERCER,TRENTON,NJ0111100,373,1,2016,motor-vehicle-theft,NJ0111100,NJ
15367,NEW JERSEY,MERCER,TRENTON,NJ0111100,2186,167,2016,property-crime,NJ0111100,NJ
15368,NEW JERSEY,MERCER,TRENTON,NJ0111100,59,32,2016,rape,NJ0111100,NJ
15369,NEW JERSEY,MERCER,TRENTON,NJ0111100,0,0,2016,rape-legacy,NJ0111100,NJ
15370,NEW JERSEY,MERCER,TRENTON,NJ0111100,427,82,2016,robbery,NJ0111100,NJ
15371,NEW JERSEY,MERCER,TRENTON,NJ0111100,1127,361,2016,violent-crime,NJ0111100,NJ
15372,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,aggravated-assault,NJ0111900,NJ
15373,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,arson,NJ0111900,NJ
15374,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,burglary,NJ0111900,NJ
15375,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,homicide,NJ0111900,NJ
15376,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,human-trafficing,NJ0111900,NJ
15377,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,larceny,NJ0111900,NJ
15378,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,motor-vehicle-theft,NJ0111900,NJ
15379,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,property-crime,NJ0111900,NJ
15380,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,rape,NJ0111900,NJ
15381,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,rape-legacy,NJ0111900,NJ
15382,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,robbery,NJ0111900,NJ
15383,NEW JERSEY,MERCER,TRENTON,NJ0111900,0,0,2016,violent-crime,NJ0111900,NJ
15384,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,aggravated-assault,NJ0225400,NJ
15385,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,arson,NJ0225400,NJ
15386,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,burglary,NJ0225400,NJ
15387,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,homicide,NJ0225400,NJ
15388,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,human-trafficing,NJ0225400,NJ
15389,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,larceny,NJ0225400,NJ
15390,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,motor-vehicle-theft,NJ0225400,NJ
15391,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,property-crime,NJ0225400,NJ
15392,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,rape,NJ0225400,NJ
15393,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,rape-legacy,NJ0225400,NJ
15394,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,robbery,NJ0225400,NJ
15395,NEW JERSEY,MERCER,TRENTON,NJ0225400,0,0,2016,violent-crime,NJ0225400,NJ
15396,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,aggravated-assault,NJ0111700,NJ
15397,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,arson,NJ0111700,NJ
15398,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,burglary,NJ0111700,NJ
15399,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,homicide,NJ0111700,NJ
15400,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,human-trafficing,NJ0111700,NJ
15401,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,larceny,NJ0111700,NJ
15402,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,motor-vehicle-theft,NJ0111700,NJ
15403,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,property-crime,NJ0111700,NJ
15404,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,rape,NJ0111700,NJ
15405,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,rape-legacy,NJ0111700,NJ
15406,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,robbery,NJ0111700,NJ
15407,NEW JERSEY,MERCER,TRENTON,NJ0111700,0,0,2016,violent-crime,NJ0111700,NJ
15408,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,9,6,2016,aggravated-assault,NJ0111300,NJ
15409,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,1,0,2016,arson,NJ0111300,NJ
15410,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,40,2,2016,burglary,NJ0111300,NJ
15411,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,0,0,2016,homicide,NJ0111300,NJ
15412,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,0,0,2016,human-trafficing,NJ0111300,NJ
15413,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,411,128,2016,larceny,NJ0111300,NJ
15414,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,4,0,2016,motor-vehicle-theft,NJ0111300,NJ
15415,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,455,130,2016,property-crime,NJ0111300,NJ
15416,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,1,1,2016,rape,NJ0111300,NJ
15417,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,0,0,2016,rape-legacy,NJ0111300,NJ
15418,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,5,0,2016,robbery,NJ0111300,NJ
15419,NEW JERSEY,MERCER,PRINCETON JUNCTION,NJ0111300,15,7,2016,violent-crime,NJ0111300,NJ
15420,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,aggravated-assault,NJ0118900,NJ
15421,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,arson,NJ0118900,NJ
15422,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,burglary,NJ0118900,NJ
15423,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,homicide,NJ0118900,NJ
15424,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,human-trafficing,NJ0118900,NJ
15425,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,larceny,NJ0118900,NJ
15426,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,motor-vehicle-theft,NJ0118900,NJ
15427,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,property-crime,NJ0118900,NJ
15428,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,rape,NJ0118900,NJ
15429,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,rape-legacy,NJ0118900,NJ
15430,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,robbery,NJ0118900,NJ
15431,NEW JERSEY,MERCER,TRENTON,NJ0118900,0,0,2016,violent-crime,NJ0118900,NJ
15432,NEW JERSEY,MERCER,TRENTON,NJ0110000,1,1,2016,aggravated-assault,NJ0110000,NJ
15433,NEW JERSEY,MERCER,TRENTON,NJ0110000,0,0,2016,arson,NJ0110000,NJ
15434,NEW JERSEY,MERCER,TRENTON,NJ0110000,2,0,2016,burglary,NJ0110000,NJ
15435,NEW JERSEY,MERCER,TRENTON,NJ0110000,0,0,2016,homicide,NJ0110000,NJ
15436,NEW JERSEY,MERCER,TRENTON,NJ0110000,0,0,2016,human-trafficing,NJ0110000,NJ
15437,NEW JERSEY,MERCER,TRENTON,NJ0110000,6,1,2016,larceny,NJ0110000,NJ
15438,NEW JERSEY,MERCER,TRENTON,NJ0110000,0,0,2016,motor-vehicle-theft,NJ0110000,NJ
15439,NEW JERSEY,MERCER,TRENTON,NJ0110000,8,1,2016,property-crime,NJ0110000,NJ
15440,NEW JERSEY,MERCER,TRENTON,NJ0110000,0,0,2016,rape,NJ0110000,NJ
15441,NEW JERSEY,MERCER,TRENTON,NJ0110000,0,0,2016,rape-legacy,NJ0110000,NJ
15442,NEW JERSEY,MERCER,TRENTON,NJ0110000,1,1,2016,robbery,NJ0110000,NJ
15443,NEW JERSEY,MERCER,TRENTON,NJ0110000,2,2,2016,violent-crime,NJ0110000,NJ
15444,NEW JERSEY,MERCER,TRENTON,NJ011SP00,6,1,2016,aggravated-assault,NJ011SP00,NJ
15445,NEW JERSEY,MERCER,TRENTON,NJ011SP00,1,1,2016,arson,NJ011SP00,NJ
15446,NEW JERSEY,MERCER,TRENTON,NJ011SP00,8,0,2016,burglary,NJ011SP00,NJ
15447,NEW JERSEY,MERCER,TRENTON,NJ011SP00,0,0,2016,homicide,NJ011SP00,NJ
