,Unnamed: 0_x,County,State,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens,Unnamed: 0_y,Female Civilians,Female Officers,Male Civilians,Male Officers,Crime Cleared Count aggravated-assault,Crime Cleared Count arson,Crime Cleared Count burglary,Crime Cleared Count homicide,Crime Cleared Count human-trafficing,Crime Cleared Count larceny,Crime Cleared Count motor-vehicle-theft,Crime Cleared Count property-crime,Crime Cleared Count rape,Crime Cleared Count rape-legacy,Crime Cleared Count robbery,Crime Cleared Count violent-crime,Total Crime Count aggravated-assault,Total Crime Count arson,Total Crime Count burglary,Total Crime Count homicide,Total Crime Count human-trafficing,Total Crime Count larceny,Total Crime Count motor-vehicle-theft,Total Crime Count property-crime,Total Crime Count rape,Total Crime Count rape-legacy,Total Crime Count robbery,Total Crime Count violent-crime,Total Cleared,Total Crime,Total Clear Rate,Total Female Workforce,Total Male Workforce,Total Workforce,Total Officers,Overal Crime Rate,Overal Clear Rate,Workforce 2 Pop,Leo 2 Pop
38,336,FLAGLER,FLORIDA,102917.0,50.1,48898.0,25314.0,13453.0,13.071698553203067,3119.0,51,12.0,31.0,53.0,182.0,150,3,30,0,0,254,27,311,7,0,13,170,206,8,334,0,0,1405,105,1844,20,0,32,258,965,4212,0.22910731244064575,43.0,235.0,278.0,213.0,0.04092618323503406,0.009376487849432067,0.0027012058260540046,0.0020696289242787876
39,101,LAWRENCE,ALABAMA,33433.0,42.2,42339.0,21911.0,6050.0,18.095893279095506,1145.0,8,9.0,1.0,11.0,49.0,22,1,13,0,0,36,12,61,7,0,4,33,68,9,127,0,0,234,40,401,8,0,7,83,189,977,0.19344933469805528,10.0,60.0,70.0,50.0,0.02922262435318398,0.005653097239254628,0.002093739718242455,0.0014955283701731821
40,2076,HARRISON,OHIO,15521.0,46.2,44000.0,22639.0,2756.0,17.756587848721086,323.0,367,0.0,2.0,2.0,13.0,1,0,6,0,0,17,0,23,1,0,2,4,6,1,50,0,0,98,6,154,3,0,4,13,54,335,0.16119402985074627,2.0,15.0,17.0,15.0,0.021583660846594938,0.0034791572707944074,0.001095290251916758,0.0009664325752206688
41,2886,APPOMATTOX,VIRGINIA,15314.0,42.8,52134.0,24902.0,2633.0,17.19341778764529,312.0,504,1.0,2.0,0.0,20.0,8,0,1,0,0,28,1,30,2,0,0,10,11,0,19,1,0,110,5,134,5,0,2,19,80,306,0.26143790849673204,3.0,20.0,23.0,22.0,0.01998171607679248,0.005223978059292151,0.0015018936920464935,0.0014365939663053414
42,347,HILLSBOROUGH,FLORIDA,1323059.0,36.6,51681.0,28727.0,213566.0,16.141834944624534,53753.0,54,1136.0,358.0,1362.0,2002.0,2017,22,1083,34,0,4941,617,6641,198,0,437,2686,2857,146,4493,63,0,17552,2008,24053,280,0,903,4103,18676,56458,0.3307945729568883,1494.0,3364.0,4858.0,2360.0,0.04267232224715602,0.0141157726148267,0.003671793926045626,0.001783745093756212
43,2982,SKAMANIA,WASHINGTON,11316.0,45.4,53082.0,28556.0,1597.0,14.11276069282432,396.0,530,3.0,1.0,0.0,16.0,4,0,3,0,0,3,2,8,1,0,0,5,7,0,21,0,0,43,6,70,1,0,0,8,26,156,0.16666666666666666,4.0,16.0,20.0,17.0,0.013785790031813362,0.002297631671968894,0.0017674089784376105,0.001502297631671969
44,2258,SEMINOLE,OKLAHOMA,25403.0,39.4,36870.0,19374.0,5615.0,22.103688540723535,804.0,387,11.0,2.0,15.0,49.0,34,4,16,0,0,44,1,61,4,0,2,40,68,15,173,2,0,373,45,591,10,0,6,86,206,1369,0.15047479912344774,13.0,64.0,77.0,51.0,0.053891272684328625,0.008109278431681298,0.003031138054560485,0.0020076368932803214
45,1050,WASHINGTON,KANSAS,5613.0,46.3,47045.0,24241.0,574.0,10.226260466773562,85.0,167,0.0,0.0,0.0,7.0,1,0,2,0,0,4,1,7,0,0,0,1,4,0,8,0,0,12,4,24,0,0,0,4,16,56,0.2857142857142857,0.0,7.0,7.0,7.0,0.009976839479779084,0.002850525565651167,0.0012471049349723855,0.0012471049349723855
46,1251,SOMERSET,MAINE,51363.0,45.4,40484.0,21961.0,9118.0,17.75207834433347,2256.0,188,4.0,4.0,0.0,46.0,22,0,33,2,0,189,12,234,4,0,3,31,25,1,163,2,0,682,30,875,25,0,10,62,530,1875,0.2826666666666667,8.0,46.0,54.0,50.0,0.03650487705157409,0.010318711913244943,0.0010513404590853338,0.0009734633880419758
47,2461,LAKE,SOUTH DAKOTA,12331.0,42.2,57239.0,29526.0,1601.0,12.983537425999513,261.0,425,2.0,2.0,5.0,16.0,4,0,3,0,0,12,4,19,0,0,0,4,4,0,15,0,0,57,4,76,0,0,0,4,46,160,0.2875,4.0,21.0,25.0,18.0,0.012975427783634742,0.0037304354877949883,0.0020274105911929283,0.0014597356256589083
48,3139,UINTA,WYOMING,20893.0,34.8,53323.0,25636.0,3462.0,16.57014311013258,647.0,558,17.0,6.0,1.0,54.0,10,0,12,1,0,123,6,141,0,0,0,11,13,0,29,2,0,361,17,407,2,0,2,19,304,852,0.3568075117370892,23.0,55.0,78.0,60.0,0.04077920834729335,0.014550327861006079,0.003733307806442349,0.002871775235724884
49,432,DOOLY,GEORGIA,14089.0,42.3,33319.0,16109.0,3013.0,21.385478032507628,535.0,69,28.0,5.0,16.0,35.0,15,1,17,0,0,72,1,90,0,1,2,18,16,1,30,0,0,130,15,175,0,1,4,21,217,393,0.5521628498727735,33.0,51.0,84.0,40.0,0.02789410178153169,0.015402086734331749,0.005962098090709063,0.002839094328909078
50,1837,CAPE MAY,NEW JERSEY,95404.0,48.4,59338.0,34550.0,9695.0,10.162047712884156,4357.0,297,88.0,56.0,55.0,459.0,89,4,96,1,0,430,11,537,8,0,21,119,138,8,532,0,0,2249,49,2830,25,0,54,217,1316,6102,0.2156669944280564,144.0,514.0,658.0,515.0,0.06395958240744623,0.013793970902687518,0.006896985451343759,0.005398096515869356
51,2586,ANGELINA,TEXAS,87657.0,36.7,44185.0,21486.0,16688.0,19.037840674447,3205.0,447,55.0,11.0,37.0,133.0,134,3,75,1,0,500,59,634,23,0,22,180,181,6,532,1,0,1523,140,2195,32,0,36,250,1631,4896,0.33312908496732024,66.0,170.0,236.0,144.0,0.055854067558780245,0.018606614417559352,0.002692312080039244,0.0016427666929053014
52,1695,POWELL,MONTANA,6928.0,45.0,43064.0,23620.0,555.0,8.010969976905313,39.0,273,3.0,0.0,3.0,11.0,9,0,3,0,0,12,3,18,2,0,0,11,23,0,20,0,0,109,10,139,3,0,0,26,58,330,0.17575757575757575,3.0,14.0,17.0,11.0,0.04763279445727483,0.008371824480369515,0.002453810623556582,0.0015877598152424942
53,406,CAMDEN,GEORGIA,52092.0,31.5,53327.0,24368.0,7029.0,13.493434692467178,2131.0,62,38.0,18.0,26.0,111.0,0,0,4,0,0,4,1,9,0,0,0,0,59,2,164,0,0,446,26,636,0,1,9,69,18,1412,0.012747875354107648,56.0,137.0,193.0,129.0,0.027105889579973893,0.0003455425017277125,0.0037049834907471398,0.0024763879290486063
54,945,WINNEBAGO,IOWA,10580.0,42.8,49278.0,25917.0,1023.0,9.669187145557656,366.0,152,1.0,0.0,3.0,14.0,4,0,3,0,0,5,1,9,0,0,0,4,4,0,12,0,0,14,1,27,2,0,0,6,26,66,0.3939393939393939,1.0,17.0,18.0,14.0,0.006238185255198488,0.0024574669187145556,0.0017013232514177694,0.0013232514177693763
55,1270,PRINCE GEORGE'S,MARYLAND,897693.0,36.1,75925.0,33220.0,84744.0,9.440198375168347,40683.0,193,283.0,329.0,146.0,2031.0,745,6,276,39,0,1711,148,2135,122,0,234,1140,1607,40,2950,88,0,14362,3372,20684,277,0,1530,3502,6556,48412,0.13542097000743614,612.0,2177.0,2789.0,2360.0,0.05392935001164095,0.007303164890446957,0.0031068527882026483,0.0026289611259083007
56,1819,STOREY,NEVADA,3941.0,54.4,65508.0,34967.0,284.0,7.206292819081451,78.0,292,2.0,1.0,0.0,24.0,32,1,5,0,0,19,2,26,0,0,0,32,41,1,21,1,0,46,6,73,1,0,0,43,117,233,0.5021459227467812,3.0,24.0,27.0,25.0,0.05912205024105557,0.029687896472976403,0.006851053032225323,0.006343567622430855
57,1606,SAMPSON,NORTH CAROLINA,63713.0,39.5,36742.0,19871.0,15207.0,23.86797042989657,2801.0,342,26.0,13.0,21.0,107.0,71,5,84,1,0,167,18,269,0,10,20,102,101,8,607,3,0,691,91,1389,0,10,38,152,747,3090,0.241747572815534,39.0,128.0,167.0,120.0,0.048498736521589,0.011724451838714234,0.0026211291259240657,0.0018834460785083107
58,2533,WASHINGTON,VIRGINIA,54562.0,45.3,43835.0,25287.0,7569.0,13.872292071405008,1674.0,518,14.0,8.0,10.0,83.0,49,1,19,1,0,243,19,281,5,0,3,58,67,6,164,1,0,725,63,952,18,0,4,90,679,2090,0.3248803827751196,22.0,93.0,115.0,91.0,0.03830504746893442,0.012444558483926543,0.002107693999486822,0.0016678274256808768
59,1356,OCEANA,MICHIGAN,26152.0,42.6,41952.0,20760.0,5136.0,19.639033343530127,931.0,210,9.0,3.0,7.0,65.0,66,1,27,1,0,63,5,95,25,0,1,93,104,5,172,1,0,497,22,691,58,0,5,168,377,1723,0.2188044109112014,12.0,72.0,84.0,68.0,0.06588406240440502,0.01441572346283267,0.0032119914346895075,0.0026001835423676966
60,1450,STEVENS,MINNESOTA,9762.0,32.9,55941.0,26625.0,1637.0,16.769104691661543,158.0,230,9.0,3.0,3.0,16.0,4,0,6,0,0,33,4,43,6,0,0,10,6,0,32,0,0,88,5,125,10,0,0,16,106,282,0.375886524822695,12.0,19.0,31.0,19.0,0.028887523048555623,0.010858430649457079,0.003175578774841221,0.001946322474902684
61,1577,DENT,MISSOURI,15578.0,43.1,38020.0,19929.0,3426.0,21.99255360123251,527.0,256,8.0,0.0,4.0,24.0,3,0,5,0,0,55,4,64,1,0,0,4,10,0,45,2,0,177,15,237,3,0,2,17,136,508,0.2677165354330709,8.0,28.0,36.0,24.0,0.032610091154191806,0.008730260623956862,0.00231095134163564,0.0015406342277570933
62,2433,CHARLES MIX,SOUTH DAKOTA,9277.0,36.3,43376.0,21323.0,1927.0,20.771801228845533,222.0,419,10.0,1.0,10.0,21.0,12,0,5,0,0,19,4,28,3,0,1,16,13,1,20,0,0,29,7,56,5,0,1,19,88,151,0.5827814569536424,11.0,31.0,42.0,22.0,0.016276813625094318,0.009485825158995365,0.004527325644065969,0.0023714562897488413
63,39,MISSISSIPPI,ARKANSAS,44199.0,35.9,35003.0,19159.0,11057.0,25.016403086042672,2123.0,23,49.0,6.0,32.0,110.0,143,1,114,10,0,205,13,332,15,0,32,200,290,7,698,13,0,996,75,1769,39,0,87,429,1065,4403,0.24188053599818304,55.0,142.0,197.0,116.0,0.09961763840810878,0.02409556777302654,0.004457114414353266,0.002624493766827304
64,1277,WORCESTER,MARYLAND,51441.0,49.4,57227.0,32988.0,5162.0,10.034797146245213,1985.0,195,53.0,17.0,15.0,215.0,63,1,71,3,0,426,10,507,11,0,11,88,93,3,289,3,0,1512,32,1833,17,0,39,152,1191,3973,0.2997734709287692,70.0,230.0,300.0,232.0,0.0772341128671682,0.02315273808829533,0.00583192395171167,0.004510021189323692
65,2621,CHILDRESS,TEXAS,7059.0,33.5,37125.0,18745.0,1342.0,19.011191386882,167.0,453,12.0,0.0,10.0,13.0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,6,0,0,3,1,10,0,0,0,0,4,20,0.2,12.0,23.0,35.0,13.0,0.002833262501770789,0.0005666525003541578,0.004958209378098881,0.001841620626151013
66,2468,MEADE,SOUTH DAKOTA,26840.0,36.2,53069.0,25884.0,2353.0,8.766766020864381,201.0,426,20.0,2.0,10.0,36.0,25,1,6,2,0,23,5,34,2,0,0,29,27,3,40,2,0,189,23,252,4,0,0,33,127,573,0.22164048865619546,22.0,46.0,68.0,38.0,0.021348733233979136,0.004731743666169895,0.002533532041728763,0.0014157973174366617
67,750,WARREN,ILLINOIS,17611.0,39.9,44067.0,23350.0,2533.0,14.383056044517634,724.0,111,11.0,0.0,6.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,67,0,0,193,13,273,10,0,3,44,0,637,0.0,11.0,34.0,45.0,28.0,0.03617057520867639,0.0,0.0025552211685878146,0.0015899153937879735
68,2197,BLAINE,OKLAHOMA,9777.0,41.7,44216.0,20848.0,1144.0,11.700930755855579,96.0,376,9.0,2.0,7.0,21.0,1,0,0,0,0,5,1,6,0,0,0,1,4,0,42,0,0,59,5,106,2,0,2,8,14,228,0.06140350877192983,11.0,28.0,39.0,23.0,0.02332003682111077,0.0014319320855068016,0.003988953666768947,0.002352459854761174
69,2757,NACOGDOCHES,TEXAS,65556.0,30.4,38915.0,21343.0,14631.0,22.318323265604977,2711.0,481,53.0,5.0,40.0,124.0,78,0,56,1,0,294,24,374,13,0,13,105,115,2,280,1,0,856,62,1198,48,0,29,193,958,2784,0.34410919540229884,58.0,164.0,222.0,129.0,0.042467508694856305,0.014613460247727134,0.003386417719201904,0.001967783269265971
70,1654,MORTON,NORTH DAKOTA,29633.0,37.5,63549.0,34715.0,2521.0,8.507407282421623,390.0,358,16.0,8.0,16.0,60.0,27,3,22,1,0,112,26,160,7,0,3,38,42,10,144,1,0,684,114,942,12,0,5,60,399,2014,0.19811320754716985,24.0,76.0,100.0,68.0,0.06796476900752539,0.013464718388283333,0.003374616137414369,0.002294738973441771
71,82,CRENSHAW,ALABAMA,13896.0,41.6,37557.0,20455.0,2484.0,17.875647668393782,452.0,4,5.0,0.0,2.0,23.0,7,0,3,0,0,13,2,18,0,0,0,7,18,0,54,1,0,98,10,162,0,0,2,21,50,366,0.1366120218579235,5.0,25.0,30.0,23.0,0.026338514680483593,0.0035981577432354635,0.002158894645941278,0.0016551525618883132
72,1934,SCHOHARIE,NEW YORK,31667.0,43.6,50607.0,25638.0,4273.0,13.493542173240282,1575.0,318,10.0,5.0,5.0,35.0,7,3,18,0,0,108,3,129,11,0,2,20,8,4,66,0,0,271,12,349,25,0,3,36,301,774,0.3888888888888889,15.0,40.0,55.0,40.0,0.024441847980547573,0.009505163103546278,0.0017368238229071274,0.0012631445984779108
73,89,ETOWAH,ALABAMA,103363.0,40.9,40478.0,21287.0,18713.0,18.10415719357991,3837.0,5,73.0,15.0,69.0,241.0,111,5,97,1,0,198,69,364,27,0,10,149,562,17,693,6,0,2552,362,3607,61,0,71,700,1031,8631,0.1194531340516742,88.0,310.0,398.0,256.0,0.08350183334462041,0.0099745556920755,0.0038505074349622207,0.002476708299875197
74,2646,DICKENS,TEXAS,2237.0,42.8,42118.0,22526.0,391.0,17.478766204738488,100.0,457,4.0,1.0,0.0,4.0,11,0,2,0,0,2,1,5,0,0,0,11,11,1,12,0,0,8,5,25,0,0,1,12,32,75,0.4266666666666667,5.0,4.0,9.0,5.0,0.03352704514975414,0.014304872597228431,0.004023245417970496,0.002235136343316942
75,1937,STEUBEN,NEW YORK,98151.0,42.3,48823.0,26830.0,14558.0,14.832248270521953,3543.0,320,15.0,6.0,3.0,98.0,67,4,57,1,0,324,16,397,23,0,6,97,99,12,229,1,0,1060,43,1332,73,0,14,187,992,3050,0.32524590163934425,21.0,101.0,122.0,104.0,0.031074568776680828,0.01010687613982537,0.001242982751067233,0.001059591853368789
76,81,COVINGTON,ALABAMA,37729.0,42.9,37313.0,21738.0,7031.0,18.63553234912137,1723.0,3,13.0,4.0,10.0,72.0,98,0,43,2,0,257,24,324,8,0,5,113,119,4,156,2,0,579,48,783,21,0,9,151,874,1872,0.4668803418803419,17.0,82.0,99.0,76.0,0.0496170054864958,0.02316520448461396,0.0026239762516896818,0.0020143656073577355
77,1983,FRANKLIN,NORTH CAROLINA,62989.0,40.4,44272.0,22394.0,9967.0,15.823397736112652,2438.0,332,21.0,13.0,30.0,94.0,30,2,74,8,0,129,21,224,0,2,5,45,58,6,416,4,0,563,71,1050,0,8,13,83,540,2272,0.23767605633802816,34.0,124.0,158.0,107.0,0.03606978996332693,0.008572925431424534,0.002508374478083475,0.0016987092984489356
78,2779,REFUGIO,TEXAS,7315.0,42.8,50145.0,24776.0,1124.0,15.365686944634314,247.0,484,15.0,2.0,9.0,20.0,27,0,8,0,0,12,5,25,1,0,1,29,29,0,14,0,0,42,10,66,1,0,1,31,108,194,0.5567010309278351,17.0,29.0,46.0,22.0,0.026520847573479153,0.014764183185235816,0.0062884483937115515,0.0030075187969924814
79,1925,OTSEGO,NEW YORK,60979.0,41.6,49689.0,24989.0,9106.0,14.933009724659307,2088.0,315,9.0,11.0,9.0,50.0,33,2,28,0,0,150,5,183,15,0,4,52,45,5,112,0,0,563,12,687,35,0,10,90,472,1559,0.3027581783194355,20.0,59.0,79.0,61.0,0.025566178520474263,0.007740369635448269,0.0012955279686449434,0.0010003443808524247
80,2168,PICKAWAY,OHIO,56804.0,39.3,58706.0,24779.0,6324.0,11.13301880149285,1599.0,375,27.0,3.0,23.0,59.0,16,0,13,0,0,134,5,152,1,0,3,20,44,2,290,0,0,1158,44,1492,11,0,15,70,344,3126,0.11004478566858604,30.0,82.0,112.0,62.0,0.05503133582142103,0.006055911555524259,0.0019716921343567355,0.0010914724315189072
81,1786,RICHARDSON,NEBRASKA,8149.0,47.4,45929.0,26638.0,1439.0,17.658608418210825,193.0,286,13.0,1.0,6.0,16.0,2,0,12,0,0,11,1,24,1,0,0,3,2,0,20,0,0,39,1,60,1,0,0,3,54,126,0.42857142857142855,14.0,22.0,36.0,17.0,0.015462019879739846,0.0066265799484599335,0.004417719965639956,0.0020861455393299793
82,476,LINCOLN,GEORGIA,7712.0,47.3,34720.0,23582.0,1939.0,25.142634854771785,309.0,75,11.0,2.0,5.0,14.0,10,0,11,1,0,72,3,86,0,0,0,11,27,0,39,2,0,153,8,200,0,2,1,32,194,464,0.4181034482758621,13.0,19.0,32.0,16.0,0.06016597510373444,0.025155601659751038,0.004149377593360996,0.002074688796680498
83,1611,SWAIN,NORTH CAROLINA,14234.0,40.7,33598.0,20256.0,3277.0,23.022340873963753,420.0,344,21.0,11.0,29.0,78.0,18,1,32,0,0,58,10,100,0,2,2,22,53,0,212,0,0,579,72,863,3,4,10,70,245,1866,0.13129689174705253,32.0,107.0,139.0,89.0,0.13109456231558242,0.017212308556976252,0.009765350569059998,0.006252634537024027
84,1954,AVERY,NORTH CAROLINA,17633.0,44.0,35891.0,21548.0,2509.0,14.229002438609426,562.0,324,12.0,1.0,13.0,46.0,21,1,12,0,0,31,5,48,0,0,0,21,37,4,51,0,0,127,13,191,0,0,0,37,139,460,0.30217391304347824,13.0,59.0,72.0,47.0,0.026087449668235695,0.00788294674757557,0.004083252991549935,0.0026654568139284295
85,2013,NEW HANOVER,NORTH CAROLINA,216430.0,38.4,51232.0,30375.0,37167.0,17.172757935591186,8872.0,340,146.0,127.0,89.0,593.0,390,7,382,14,0,1098,72,1552,0,38,94,536,612,33,1847,17,0,4894,353,7094,0,68,257,954,4183,16129,0.2593465186930374,273.0,682.0,955.0,720.0,0.07452294044263734,0.01932726516656656,0.004412512128632814,0.0033267107147807607
86,762,BENTON,INDIANA,8709.0,40.5,48069.0,23181.0,1096.0,12.584682512343552,201.0,113,7.0,0.0,3.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,8,0.0,7.0,11.0,18.0,8.0,0.0009185899644046389,0.0,0.0020668274199104374,0.0009185899644046389
87,2295,POLK,OREGON,78470.0,37.3,54010.0,24827.0,11916.0,15.185421180068815,3674.0,392,18.0,5.0,29.0,64.0,61,3,35,2,0,176,24,235,6,0,1,70,82,7,184,4,0,714,68,966,17,0,6,109,613,2157,0.2841910060268892,23.0,93.0,116.0,69.0,0.027488212055562636,0.007811902637950809,0.001478271951064101,0.0008793169364088186
88,517,TALIAFERRO,GEORGIA,1904.0,44.0,28152.0,15469.0,593.0,31.144957983193283,84.0,84,0.0,1.0,0.0,2.0,1,0,0,0,0,5,0,5,0,0,0,1,1,0,11,0,0,17,2,30,0,0,1,2,12,64,0.1875,1.0,2.0,3.0,3.0,0.03361344537815126,0.0063025210084033615,0.0015756302521008404,0.0015756302521008404
89,1868,LINCOLN,NEW MEXICO,19726.0,50.9,40065.0,25230.0,3515.0,17.819121971002733,545.0,304,20.0,1.0,9.0,56.0,54,0,26,0,0,120,5,151,0,2,0,56,77,0,160,0,0,306,25,491,0,7,1,85,414,1152,0.359375,21.0,65.0,86.0,57.0,0.058400081111223766,0.02098752914934604,0.004359728277400385,0.0028895873466490926
90,2883,ALLEGHANY,VIRGINIA,15919.0,48.0,45538.0,25220.0,2847.0,17.884289214146612,307.0,503,20.0,7.0,1.0,49.0,16,1,6,0,0,18,5,29,3,0,1,20,36,2,31,0,0,87,9,127,4,0,1,41,99,338,0.2928994082840237,27.0,50.0,77.0,56.0,0.021232489477982286,0.00621898360449777,0.00483698724794271,0.003517808907594698
91,2511,DYER,TENNESSEE,37970.0,40.3,42833.0,23936.0,6915.0,18.211746115354227,1423.0,432,45.0,9.0,23.0,96.0,153,1,35,2,0,250,21,306,2,0,10,167,262,10,352,2,0,1143,68,1563,15,0,26,305,947,3746,0.25280298985584626,54.0,119.0,173.0,105.0,0.09865683434290229,0.02494074269159863,0.004556228601527522,0.002765341058730577
92,1616,WAKE,NORTH CAROLINA,998576.0,35.6,70620.0,35752.0,105133.0,10.528292288218424,31051.0,345,853.0,328.0,704.0,3734.0,281,13,330,11,0,2033,103,2466,0,38,89,419,396,29,1460,9,0,6356,350,8166,0,66,191,662,5783,17685,0.32700028272547355,1181.0,4438.0,5619.0,4062.0,0.017710219352357757,0.00579124673535114,0.005627012866321642,0.004067792536572079
93,784,GIBSON,INDIANA,33684.0,40.3,49669.0,25990.0,3610.0,10.717254482840518,645.0,115,14.0,1.0,15.0,34.0,8,1,9,0,0,9,7,25,0,1,0,9,15,1,25,0,0,111,27,163,0,3,0,18,69,363,0.1900826446280992,15.0,49.0,64.0,35.0,0.010776629853936587,0.0020484503028143928,0.0019000118750742193,0.0010390689941812137
94,2484,TURNER,SOUTH DAKOTA,8289.0,43.9,54707.0,27405.0,837.0,10.09771986970684,99.0,429,2.0,0.0,0.0,10.0,5,0,1,0,0,1,1,3,0,0,0,5,12,0,10,0,0,32,9,51,1,0,0,13,16,128,0.125,2.0,10.0,12.0,10.0,0.015442152249969839,0.0019302690312462299,0.0014477017734346724,0.0012064181445288937
95,2723,LAMB,TEXAS,13561.0,36.3,41401.0,20933.0,2763.0,20.374603642799205,284.0,474,18.0,3.0,8.0,27.0,15,0,8,0,0,13,6,27,0,0,1,16,48,8,68,0,0,139,25,232,5,0,2,55,86,582,0.147766323024055,21.0,35.0,56.0,30.0,0.04291718899786152,0.006341715212742423,0.004129488975739252,0.002212226237003171
96,2819,WALKER,TEXAS,69926.0,35.1,40090.0,16419.0,12072.0,17.263964762749193,995.0,492,27.0,7.0,23.0,91.0,116,1,54,1,0,180,35,269,15,0,12,144,182,1,240,2,0,700,96,1036,47,0,32,263,827,2599,0.31819930742593305,34.0,114.0,148.0,98.0,0.037167863169636474,0.01182678831908017,0.002116523181649172,0.0014014815662271544
97,2221,HARPER,OKLAHOMA,3785.0,39.9,48173.0,24948.0,522.0,13.791281373844125,34.0,378,3.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,9,0,0,0,0,0,18,0.0,3.0,5.0,8.0,5.0,0.0047556142668428005,0.0,0.0021136063408190224,0.001321003963011889
98,2328,ELK,PENNSYLVANIA,31111.0,46.6,47917.0,25753.0,2688.0,8.640030857253059,802.0,397,3.0,1.0,0.0,27.0,27,4,40,0,0,198,7,245,9,0,4,40,31,9,92,0,0,381,15,488,8,0,5,44,574,1073,0.5349487418452936,4.0,27.0,31.0,28.0,0.03448940889074604,0.018450065893092477,0.0009964321301147504,0.0009000032142971939
99,461,HENRY,GEORGIA,214171.0,36.5,62561.0,25727.0,25657.0,11.979679788580153,9424.0,72,65.0,33.0,21.0,293.0,119,0,106,7,0,919,56,1081,1,14,50,191,196,14,1171,8,0,3839,504,5514,1,44,140,389,2544,11820,0.2152284263959391,98.0,314.0,412.0,326.0,0.05518954480298453,0.011878358881454538,0.001923696485518581,0.001522148189997712
100,735,WOODFORD,KENTUCKY,25591.0,41.9,59471.0,30786.0,3636.0,14.208120042202337,585.0,185,3.0,4.0,1.0,40.0,4,0,6,0,0,28,0,34,4,0,0,8,7,0,110,0,0,301,17,428,4,0,4,15,84,886,0.09480812641083522,7.0,41.0,48.0,44.0,0.034621546637489745,0.0032824039701457542,0.0018756594115118595,0.001719354460552538
101,625,GREENE,ILLINOIS,13390.0,42.5,42880.0,21916.0,2250.0,16.803584764749814,506.0,100,4.0,0.0,5.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,42,0,0,81,0,123,6,0,0,31,0,310,0.0,4.0,30.0,34.0,25.0,0.02315160567587752,0.0,0.002539208364451083,0.0018670649738610904
102,399,BRANTLEY,GEORGIA,18403.0,39.9,36837.0,17320.0,3846.0,20.898766505461065,659.0,61,19.0,2.0,11.0,19.0,9,0,14,0,0,50,2,66,0,0,2,11,28,0,124,0,0,345,15,484,0,7,5,40,154,1048,0.14694656488549618,21.0,30.0,51.0,21.0,0.05694723686355486,0.008368200836820083,0.002771287290115742,0.0011411182959300114
103,1765,KIMBALL,NEBRASKA,3713.0,46.6,40344.0,23727.0,377.0,10.153514678157824,99.0,283,5.0,2.0,0.0,6.0,4,0,0,0,0,1,0,1,0,0,0,4,4,0,3,0,0,10,2,15,0,0,0,4,10,38,0.2631578947368421,7.0,6.0,13.0,8.0,0.010234311877188257,0.00269323996768112,0.0035012119579854563,0.0021545919741448962
104,1864,GUADALUPE,NEW MEXICO,4469.0,41.1,26692.0,16034.0,542.0,12.127992839561427,4.0,302,4.0,0.0,3.0,12.0,8,0,2,0,0,6,1,9,0,0,0,8,13,0,24,0,0,43,7,74,0,0,1,14,34,176,0.19318181818181815,4.0,15.0,19.0,12.0,0.03938241217274558,0.00760796598791676,0.004251510405012307,0.0026851644663235625
105,193,DEL NORTE,CALIFORNIA,27628.0,38.1,42363.0,20282.0,5219.0,18.89025626176343,1041.0,28,18.0,2.0,17.0,40.0,58,0,68,0,0,80,5,153,8,0,9,75,125,7,293,0,0,189,26,508,32,0,18,175,456,1373,0.33211944646758923,20.0,57.0,77.0,42.0,0.049695960619661216,0.016504994932676993,0.002787027653105545,0.0015201969016939336
106,612,CUMBERLAND,ILLINOIS,10890.0,41.6,44281.0,22786.0,1747.0,16.042240587695133,324.0,99,4.0,0.0,5.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,0,0,38,2,65,3,0,0,9,0,148,0.0,4.0,17.0,21.0,12.0,0.013590449954086318,0.0,0.001928374655647383,0.0011019283746556473
107,1865,HARDING,NEW MEXICO,565.0,58.0,32404.0,23339.0,81.0,14.336283185840704,13.0,303,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0035398230088495575,0.0035398230088495575
108,1567,CLARK,MISSOURI,6860.0,43.7,45169.0,25149.0,928.0,13.527696793002914,147.0,255,6.0,0.0,1.0,7.0,7,2,2,0,0,15,1,18,0,0,0,7,11,2,6,0,0,41,5,52,1,0,1,13,52,132,0.3939393939393939,6.0,8.0,14.0,7.0,0.01924198250728863,0.007580174927113703,0.0020408163265306124,0.0010204081632653062
