STATENAME,COUNTYNAME,ADDRESS_CITY,total_pe_ct
KENTUCKY,LARUE,HODGENVILLE,13
KENTUCKY,LEE,BEATTYVILLE,7
KENTUCKY,LOGAN,ADAIRVILLE,1
KENTUCKY,LOGAN,AUBURN,2
KENTUCKY,LOGAN,LEWISBURG,1
KENTUCKY,LOGAN,RUSSELLVILLE,40
KENTUCKY,MCLEAN,CALHOUN,21
KENTUCKY,MEADE,BRANDENBURG,23
KENTUCKY,MEADE,MULDRAUGH,6
KENTUCKY,MUHLENBERG,CENTRAL CITY,12
KENTUCKY,MUHLENBERG,GREENVILLE,25
KENTUCKY,MUHLENBERG,POWDERLY,2
KENTUCKY,OWEN,OWENTON,14
KENTUCKY,ROWAN,MOREHEAD,61
KENTUCKY,RUSSELL,JAMESTOWN,15
KENTUCKY,RUSSELL,RUSSELL SPRINGS,10
KENTUCKY,WOODFORD,VERSAILLES,48
MAINE,KENNEBEC,AUGUSTA,525
MAINE,KENNEBEC,CLINTON,2
MAINE,KENNEBEC,GARDINER,13
MAINE,KENNEBEC,HALLOWELL,5
MAINE,KENNEBEC,MONMOUTH,4
MAINE,KENNEBEC,OAKLAND,11
MAINE,KENNEBEC,WATERVILLE,41
MAINE,KENNEBEC,WINSLOW,15
MAINE,KENNEBEC,WINTHROP,14
MAINE,LINCOLN,BOOTHBAY HARBOR,7
MAINE,LINCOLN,DAMARISCOTTA,6
MAINE,LINCOLN,WALDOBORO,8
MAINE,LINCOLN,WISCASSET,30
MAINE,SOMERSET,FAIRFIELD,11
MAINE,SOMERSET,MADISON,25
MAINE,SOMERSET,PITTSFIELD,5
MAINE,SOMERSET,SKOWHEGAN,13
MARYLAND,CALVERT,PRINCE FREDERICK,185
MARYLAND,DORCHESTER,CAMBRIDGE,91
MARYLAND,DORCHESTER,EASTON,38
MARYLAND,DORCHESTER,HURLOCK,10
MARYLAND,FREDERICK,BRUNSWICK,12
MARYLAND,FREDERICK,FREDERICK,497
MARYLAND,FREDERICK,THURMONT,15
MARYLAND,HARFORD,ABERDEEN,51
MARYLAND,HARFORD,BEL AIR,422
MARYLAND,HARFORD,BELAIR,68
MARYLAND,HARFORD,HAVRE DE GRACE,45
MARYLAND,PRINCE GEORGE'S,BERWYN HEIGHTS,9
MARYLAND,PRINCE GEORGE'S,BLADENSBURG,26
MARYLAND,PRINCE GEORGE'S,BOWIE,107
MARYLAND,PRINCE GEORGE'S,BRENTWOOD,6
MARYLAND,PRINCE GEORGE'S,CAPITOL HEIGHTS,11
MARYLAND,PRINCE GEORGE'S,CHEVERLY,15
MARYLAND,PRINCE GEORGE'S,COLLEGE PARK,127
MARYLAND,PRINCE GEORGE'S,COLMAR MANOR,4
MARYLAND,PRINCE GEORGE'S,COTTAGE CITY,3
MARYLAND,PRINCE GEORGE'S,DISTRICT HEIGHTS,12
MARYLAND,PRINCE GEORGE'S,EDMONSTON,7
MARYLAND,PRINCE GEORGE'S,FAIRMOUNT HEIGHTS,1
MARYLAND,PRINCE GEORGE'S,FOREST HEIGHTS,9
MARYLAND,PRINCE GEORGE'S,FORESTVILLE,103
MARYLAND,PRINCE GEORGE'S,GLENARDEN,14
MARYLAND,PRINCE GEORGE'S,GREENBELT,63
MARYLAND,PRINCE GEORGE'S,HYATTSVILLE,50
MARYLAND,PRINCE GEORGE'S,LANDOVER,1888
MARYLAND,PRINCE GEORGE'S,LANDOVER HILLS,6
MARYLAND,PRINCE GEORGE'S,LARGO,0
MARYLAND,PRINCE GEORGE'S,LAUREL,85
MARYLAND,PRINCE GEORGE'S,MT. RAINIER,21
MARYLAND,PRINCE GEORGE'S,NEW CARROLTON,27
MARYLAND,PRINCE GEORGE'S,RIVERDALE,130
MARYLAND,PRINCE GEORGE'S,RIVERDALE PARK,28
MARYLAND,PRINCE GEORGE'S,SEAT PLEASANT,17
MARYLAND,PRINCE GEORGE'S,SUITLAND,8
MARYLAND,PRINCE GEORGE'S,UNIVERSITY PARK,9
MARYLAND,PRINCE GEORGE'S,UPPER MARLBORO,3
MARYLAND,TALBOT,EASTON,126
MARYLAND,TALBOT,"EASTON,",54
MARYLAND,TALBOT,OXFORD,3
MARYLAND,TALBOT,ST. MICHAELS,9
MARYLAND,TALBOT,TRAPPE,1
MARYLAND,WORCESTER,BERLIN,67
MARYLAND,WORCESTER,OCEAN CITY,126
MARYLAND,WORCESTER,OCEAN PINES,18
MARYLAND,WORCESTER,POCOMOKE CITY,23
MARYLAND,WORCESTER,SNOW HILL,66
MASSACHUSETTS,BARNSTABLE,BREWSTER,29
MASSACHUSETTS,BARNSTABLE,BUZZARDS BAY,47
MASSACHUSETTS,BARNSTABLE,CHATHAM,26
MASSACHUSETTS,BARNSTABLE,EASTHAM,22
MASSACHUSETTS,BARNSTABLE,FALMOUTH,59
MASSACHUSETTS,BARNSTABLE,HARWICH,37
MASSACHUSETTS,BARNSTABLE,HYANNIS,128
MASSACHUSETTS,BARNSTABLE,MA,0
MASSACHUSETTS,BARNSTABLE,MASHPEE,42
MASSACHUSETTS,BARNSTABLE,ORLEANS,27
MASSACHUSETTS,BARNSTABLE,PROVINCETOWN,25
MASSACHUSETTS,BARNSTABLE,SANDWICH,45
MASSACHUSETTS,BARNSTABLE,SO DENNIS,52
MASSACHUSETTS,BARNSTABLE,TRURO,17
MASSACHUSETTS,BARNSTABLE,WELLFLEET,19
MASSACHUSETTS,BARNSTABLE,WEST YARMOUTH,73
MASSACHUSETTS,BERKSHIRE,ADAMS,17
MASSACHUSETTS,BERKSHIRE,BECKET,4
MASSACHUSETTS,BERKSHIRE,CHESHIRE,1
MASSACHUSETTS,BERKSHIRE,DALTON,11
MASSACHUSETTS,BERKSHIRE,GREAT BARRINGTON,16
MASSACHUSETTS,BERKSHIRE,HINSDALE,1
MASSACHUSETTS,BERKSHIRE,LANESBORO,6
MASSACHUSETTS,BERKSHIRE,LEE,12
MASSACHUSETTS,BERKSHIRE,LENOX,10
MASSACHUSETTS,BERKSHIRE,MA,0
MASSACHUSETTS,BERKSHIRE,MONTEREY,2
MASSACHUSETTS,BERKSHIRE,NORTH ADAMS,49
MASSACHUSETTS,BERKSHIRE,NORTH EGREMONT,3
MASSACHUSETTS,BERKSHIRE,PITTSFIELD,114
MASSACHUSETTS,BERKSHIRE,RICHMOND,1
MASSACHUSETTS,BERKSHIRE,SAVOY,0
MASSACHUSETTS,BERKSHIRE,SHEFFIELD,6
MASSACHUSETTS,BERKSHIRE,STOCKBRIDGE,7
MASSACHUSETTS,BERKSHIRE,WILLIAMSTOWN,14
MASSACHUSETTS,NANTUCKET,MA,0
MASSACHUSETTS,NANTUCKET,NANTUCKET,51
MICHIGAN,ALGER,MUNISING,23
MICHIGAN,CHEBOYGAN,CHEBOYGAN,46
MICHIGAN,CHEBOYGAN,INDIAN RIVER,8
MICHIGAN,CHEBOYGAN,MACKINAW CITY,6
MICHIGAN,CLARE,CLARE,8
MICHIGAN,CLARE,HARRISON,31
MICHIGAN,CLARE,ROCKFORD,1
MICHIGAN,CRAWFORD,GRAYLING,33
MICHIGAN,CRAWFORD,WILLAMSBURG,16
MICHIGAN,GLADWIN,BEAVERTON,2
MICHIGAN,GLADWIN,GLADWIN,46
MICHIGAN,GRATIOT,ALMA,16
MICHIGAN,GRATIOT,BRECKENRIDGE,1
MICHIGAN,GRATIOT,ITHACA,41
MICHIGAN,GRATIOT,SAINT LOUIS,7
MICHIGAN,IONIA,BELDING,8
MICHIGAN,IONIA,IONIA,75
MICHIGAN,IONIA,LAKE ODESSA,3
MICHIGAN,IONIA,PORTLAND,6
MICHIGAN,KENT,GRAND RAPIDS,1050
MICHIGAN,KENT,GRANDVILLE,26
MICHIGAN,KENT,LOWELL,6
MICHIGAN,KENT,ROCKFORD,144
MICHIGAN,KENT,SAND LAKE,1
MICHIGAN,KENT,SPARTA,6
MICHIGAN,KENT,WYOMING,102
MICHIGAN,LEELANAU,LELAND,1
MICHIGAN,LEELANAU,SUTTONS BAY,63
MICHIGAN,MARQUETTE,GWINN,9
MICHIGAN,MARQUETTE,ISHPEMING,10
MICHIGAN,MARQUETTE,MARQUETTE,127
MICHIGAN,MARQUETTE,NEGAUNEE,98
MICHIGAN,MISSAUKEE,LAKE CITY,26
MICHIGAN,MISSAUKEE,ROCKFORD,1
MICHIGAN,OCEANA,HART,74
MICHIGAN,OCEANA,HESPERIA,2
MICHIGAN,OCEANA,NEW ERA,1
MICHIGAN,OCEANA,PENTWATER,3
MICHIGAN,OCEANA,ROTHBURY,1
MICHIGAN,OCEANA,SHELBY,3
MICHIGAN,ONTONAGON,MARQUETTE,1
MICHIGAN,ONTONAGON,ONTONAGON,5
MICHIGAN,SAGINAW,BIRCH RUN,6
MICHIGAN,SAGINAW,BRIDGEPORT,11
MICHIGAN,SAGINAW,CHESANING,5
MICHIGAN,SAGINAW,FRANKENMUTH,7
MICHIGAN,SAGINAW,FREELAND,6
MICHIGAN,SAGINAW,HEMLOCK,3
MICHIGAN,SAGINAW,SAGINAW,334
MICHIGAN,SAGINAW,SAINT CHARLES,2
MICHIGAN,SHIAWASSEE,BANCROFT,1
MICHIGAN,SHIAWASSEE,BYRON,1
MICHIGAN,SHIAWASSEE,CORUNNA,55
MICHIGAN,SHIAWASSEE,DURAND,6
MICHIGAN,SHIAWASSEE,LAINGSBURG,1
MICHIGAN,SHIAWASSEE,LENNON,1
MICHIGAN,SHIAWASSEE,MORRICE,2
MICHIGAN,SHIAWASSEE,NEW LOTHROP,1
MICHIGAN,SHIAWASSEE,OWOSSO,18
MICHIGAN,SHIAWASSEE,PERRY,4
MICHIGAN,SHIAWASSEE,VERNON,1
MINNESOTA,CARLTON,CARLTON,52
MINNESOTA,CARLTON,CLOQUET,24
MINNESOTA,CARLTON,MOOSE LAKE,5
MINNESOTA,CHIPPEWA,CLARA CITY,2
MINNESOTA,CHIPPEWA,MONTEVIDEO,29
MINNESOTA,DAKOTA,APPLE VALLEY,60
MINNESOTA,DAKOTA,BURNSVILLE,83
MINNESOTA,DAKOTA,EAGAN,83
MINNESOTA,DAKOTA,FARMINGTON,27
MINNESOTA,DAKOTA,HASTINGS,217
MINNESOTA,DAKOTA,INVER GROVE HEIGHTS,44
MINNESOTA,DAKOTA,LAKEVILLE,64
MINNESOTA,DAKOTA,MENDOTA HEIGHTS,18
MINNESOTA,DAKOTA,ROSEMOUNT,25
MINNESOTA,DAKOTA,SOUTH ST. PAUL,31
MINNESOTA,DAKOTA,WEST ST. PAUL,32
MINNESOTA,FREEBORN,ALBERT LEA,102
MINNESOTA,HENNEPIN,BLOOMINGTON,148
MINNESOTA,HENNEPIN,BROOKLYN CENTER,60
MINNESOTA,HENNEPIN,BROOKLYN PARK,133
MINNESOTA,HENNEPIN,CHAMPLIN,31
MINNESOTA,HENNEPIN,CORCORAN,9
MINNESOTA,HENNEPIN,CRYSTAL,35
MINNESOTA,HENNEPIN,CRYSTAL BAY,31
MINNESOTA,HENNEPIN,DAYTON,7
MINNESOTA,HENNEPIN,DEEPHAVEN,8
MINNESOTA,HENNEPIN,EDEN PRAIRIE,93
MINNESOTA,HENNEPIN,EDINA,72
MINNESOTA,HENNEPIN,GOLDEN VALLEY,41
MINNESOTA,HENNEPIN,HOPKINS,36
MINNESOTA,HENNEPIN,MAPLE GROVE,79
MINNESOTA,HENNEPIN,MAPLE PLAIN,11
MINNESOTA,HENNEPIN,MEDINA,11
MINNESOTA,HENNEPIN,MINNEAPOLIS,1990
MINNESOTA,HENNEPIN,MINNETONKA,69
MINNESOTA,HENNEPIN,MINNETRISTA,15
MINNESOTA,HENNEPIN,NEW HOPE,43
MINNESOTA,HENNEPIN,OSSEO,6
MINNESOTA,HENNEPIN,PLYMOUTH,103
MINNESOTA,HENNEPIN,RICHFIELD,50
MINNESOTA,HENNEPIN,ROBBINSDALE,28
MINNESOTA,HENNEPIN,ROGERS,21
MINNESOTA,HENNEPIN,SHOREWOOD,16
MINNESOTA,HENNEPIN,ST. LOUIS PARK,67
MINNESOTA,HENNEPIN,ST. PAUL,137
MINNESOTA,HENNEPIN,WAYZATA,14
MINNESOTA,LAC QUI PARLE,DAWSON,3
MINNESOTA,LAC QUI PARLE,MADISON,12
MINNESOTA,MARTIN,FAIRMONT,52
MINNESOTA,MARTIN,TRIMONT,0
MINNESOTA,MARTIN,TRUMAN,0
MINNESOTA,MARTIN,WELCOME,0
MINNESOTA,MEEKER,COSMOS,0
MINNESOTA,MEEKER,EDEN VALLEY,1
MINNESOTA,MEEKER,LITCHFIELD,56
MINNESOTA,MILLE LACS,ISLE,3
MINNESOTA,MILLE LACS,MILACA,89
MINNESOTA,MILLE LACS,ONAMIA,36
MINNESOTA,MILLE LACS,PRINCETON,13
MINNESOTA,NICOLLET,NORTH MANKATO,15
MINNESOTA,NICOLLET,SAINT PETER,41
MINNESOTA,NICOLLET,ST. PETER,18
MINNESOTA,OTTER TAIL,BATTLE LAKE,0
MINNESOTA,OTTER TAIL,FERGUS FALLS,110
MINNESOTA,OTTER TAIL,HENNING,0
MINNESOTA,OTTER TAIL,NEW YORK MILLS,0
MINNESOTA,OTTER TAIL,PARKERS PRAIRIE,0
MINNESOTA,OTTER TAIL,PELICAN RAPIDS,0
MINNESOTA,OTTER TAIL,PERHAM,0
MINNESOTA,PENNINGTON,THIEF RIVER FALLS,77
MINNESOTA,PIPESTONE,PIPESTONE,24
MINNESOTA,POPE,GLENWOOD,21
MINNESOTA,POPE,STARBUCK,4
MINNESOTA,RAMSEY,MAPLEWOOD,55
MINNESOTA,RAMSEY,MOUNDS VIEW,20
MINNESOTA,RAMSEY,NEW BRIGHTON,33
MINNESOTA,RAMSEY,NORTH ST. PAUL,19
MINNESOTA,RAMSEY,ROSEVILLE,56
MINNESOTA,RAMSEY,SAINT PAUL,462
MINNESOTA,RAMSEY,ST PAUL,910
MINNESOTA,RAMSEY,ST. PAUL,796
MINNESOTA,RAMSEY,WHITE BEAR LAKE,37
MINNESOTA,RICE,DUNDAS,0
MINNESOTA,RICE,FARIBAULT,92
MINNESOTA,RICE,LONSDALE,9
MINNESOTA,RICE,MORRISTOWN,0
MINNESOTA,RICE,NORTHFIELD,27
MINNESOTA,STEVENS,HANCOCK,0
MINNESOTA,STEVENS,MORRIS,31
MINNESOTA,SWIFT,APPLETON,3
MINNESOTA,SWIFT,BENSON,25
MINNESOTA,WASECA,JANESVILLE,3
MINNESOTA,WASECA,NEW RICHLAND,1
MINNESOTA,WASECA,WASECA,46
MISSISSIPPI,ATTALA,KOSCIUSKO,36
MISSISSIPPI,CHOCTAW,ACKERMAN,19
MISSISSIPPI,COPIAH,CRYSTAL SPRINGS,17
MISSISSIPPI,COPIAH,HAZLEHURST,41
MISSISSIPPI,COVINGTON,COLLINS,30
MISSISSIPPI,COVINGTON,MOUNT OLIVE,0
MISSISSIPPI,HANCOCK,BAY SAINT LOUIS,36
MISSISSIPPI,HANCOCK,KILN,122
MISSISSIPPI,HANCOCK,WAVELAND,18
MISSISSIPPI,HOLMES,DURANT,8
MISSISSIPPI,HOLMES,LEXINGTON,32
MISSISSIPPI,HOLMES,PICKENS,6
MISSISSIPPI,HOLMES,TCHULA,3
MISSISSIPPI,ISSAQUENA,MAYERSVILLE,6
MISSISSIPPI,JASPER,BAY SPRINGS,21
MISSISSIPPI,JASPER,HEIDELBERG,5
MISSISSIPPI,KEMPER,DE KALB,17
MISSISSIPPI,KEMPER,DEKALB,6
MISSISSIPPI,KEMPER,SCOOBA,2
MISSISSIPPI,LAMAR,PURVIS,87
MISSISSIPPI,LOWNDES,COLUMBUS,159
MISSISSIPPI,MADISON,CANTON,101
MISSISSIPPI,MADISON,FLORA,9
MISSISSIPPI,MADISON,MADISON,86
MISSISSIPPI,MADISON,RIDGELAND,89
MISSISSIPPI,PRENTISS,BOONEVILLE,56
MISSISSIPPI,SHARKEY,ROLLING FORK,15
MISSISSIPPI,SIMPSON,MAGEE,21
MISSISSIPPI,SIMPSON,MENDENHALL,42
MISSISSIPPI,SMITH,RALEIGH,12
MISSISSIPPI,TATE,COLDWATER,4
MISSISSIPPI,TATE,SENATOBIA,44
MISSISSIPPI,TISHOMINGO,IUKA,41
MISSISSIPPI,WASHINGTON,GREENVILLE,189
MISSISSIPPI,WASHINGTON,HOLLANDALE,12
MISSISSIPPI,WASHINGTON,LELAND,23
MISSOURI,BENTON,COLE CAMP,2
MISSOURI,BENTON,LINCOLN,3
MISSOURI,BENTON,WARSAW,33
MISSOURI,CALLAWAY,AUXVASSE,0
MISSOURI,CALLAWAY,FULTON,59
MISSOURI,CALLAWAY,HOLTS SUMMIT,10
MISSOURI,CALLAWAY,NEW BLOOMFIELD,0
MISSOURI,CHARITON,KEYTESVILLE,15
MISSOURI,CHARITON,SALISBURY,5
MISSOURI,CLARK,KAHOKA,14
MISSOURI,DENT,SALEM,36
MISSOURI,DUNKLIN,ARBYRD,1
MISSOURI,DUNKLIN,CAMPBELL,3
MISSOURI,DUNKLIN,CARDWELL,2
MISSOURI,DUNKLIN,CLARKTON,4
MISSOURI,DUNKLIN,HOLCOMB,2
MISSOURI,DUNKLIN,HORNERSVILLE,3
MISSOURI,DUNKLIN,KENNETT,50
MISSOURI,DUNKLIN,MALDEN,16
MISSOURI,DUNKLIN,SENATH,3
MISSOURI,HICKORY,HERMITAGE,14
MISSOURI,HOLT,MOUND CITY,2
MISSOURI,HOLT,OREGON,11
MISSOURI,IRON,ANNAPOLIS,1
MISSOURI,IRON,ARCADIA,0
MISSOURI,IRON,IRONTON,20
MISSOURI,IRON,PILOT KNOB,2
MISSOURI,IRON,VIBURNUM,2
MISSOURI,JEFFERSON,ARNOLD,55
MISSOURI,JEFFERSON,CRYSTAL CITY,22
MISSOURI,JEFFERSON,DESOTO,19
MISSOURI,JEFFERSON,FESTUS,35
MISSOURI,JEFFERSON,HERCULANEUM,12
MISSOURI,JEFFERSON,HILLSBORO,230
MISSOURI,JEFFERSON,HOUSE SPRINGS,8
MISSOURI,JEFFERSON,KIMMSWICK,0
MISSOURI,JEFFERSON,PEVELY,20
MISSOURI,LEWIS,CANTON,5
MISSOURI,LEWIS,LAGRANGE,4
MISSOURI,LEWIS,MONTICELLO,12
MISSOURI,MONTGOMERY,BELLFLOWER,0
MISSOURI,MONTGOMERY,JONESBURG,1
MISSOURI,MONTGOMERY,MONTGOMERY CITY,24
MISSOURI,MONTGOMERY,NEW FLORENCE,1
MISSOURI,MONTGOMERY,WELLSVILLE,2
MISSOURI,PEMISCOT,CARUTHERSVILLE,62
MISSOURI,PEMISCOT,COOTER,0
MISSOURI,PEMISCOT,HAYTI,10
MISSOURI,PEMISCOT,STEELE,5
MISSOURI,PEMISCOT,WARDELL,1
MISSOURI,POLK,BOLIVAR,57
MISSOURI,POLK,FAIR PLAY,1
MISSOURI,POLK,HUMANSVILLE,1
MISSOURI,POLK,PLEASANT HOPE,1
MISSOURI,POLK,RICHMOND,0
MISSOURI,SALINE,BLACKBURN,0
MISSOURI,SALINE,EMMA,0
MISSOURI,SALINE,MARSHALL,70
MISSOURI,SALINE,SLATER,5
MISSOURI,SALINE,SWEET SPRINGS,3
MISSOURI,SCOTLAND,MEMPHIS,9
MISSOURI,VERNON,NEVADA,58
MISSOURI,WASHINGTON,POTOSI,45
MONTANA,CARBON,BRIDGER,2
MONTANA,CARBON,RED LODGE,24
MONTANA,CUSTER,MILES CITY,33
MONTANA,FERGUS,LEWISTOWN,39
MONTANA,POWELL,DEER LODGE,17
MONTANA,SANDERS,HOT SPRINGS,2
MONTANA,SANDERS,PLAINS,3
MONTANA,SANDERS,THOMPSON FALLS,23
MONTANA,STILLWATER,COLUMBUS,22
MONTANA,TREASURE,HYSHAM,2
NEBRASKA,CHEYENNE,SCOTTSBLUFF,0
NEBRASKA,CHEYENNE,SIDNEY,37
NEBRASKA,DODGE,FREMONT,65
NEBRASKA,DODGE,OMAHA,0
NEBRASKA,DODGE,SCRIBNER,2
NEBRASKA,FRANKLIN,FRANKLIN,7
NEBRASKA,FRANKLIN,NB,0
NEBRASKA,GARFIELD,BURWELL,2
NEBRASKA,GARFIELD,NB,0
NEBRASKA,GREELEY,GREELEY,3
NEBRASKA,GREELEY,NB,0
NEBRASKA,HOLT,O'NEILL,8
NEBRASKA,HOLT,ONEILL,10
NEBRASKA,KIMBALL,KIMBALL,13
NEBRASKA,LINCOLN,NB,0
NEBRASKA,LINCOLN,NORTH PLATTE,122
NEBRASKA,LOGAN,NB,0
NEBRASKA,LOGAN,STAPLETON,2
NEBRASKA,RICHARDSON,FALLS CITY,36
NEBRASKA,RICHARDSON,NB,0
NEBRASKA,ROCK,BASSETT,7
NEBRASKA,ROCK,NB,0
NEBRASKA,SCOTTS BLUFF,GERING,43
NEBRASKA,SCOTTS BLUFF,MINATARE,2
NEBRASKA,SCOTTS BLUFF,MITCHELL,4
NEBRASKA,SCOTTS BLUFF,NB,0
NEBRASKA,SCOTTS BLUFF,SCOTTSBLUFF,35
NEBRASKA,THAYER,HEBRON,11
NEBRASKA,THOMAS,NB,0
NEBRASKA,THOMAS,THEDFORD,1
NEBRASKA,VALLEY,NB,0
NEBRASKA,VALLEY,ORD,12
NEVADA,STOREY,VIRGINIA CITY,27
NEW HAMPSHIRE,HILLSBOROUGH,AMHERST,24
NEW HAMPSHIRE,HILLSBOROUGH,ANTRIM,6
NEW HAMPSHIRE,HILLSBOROUGH,BEDFORD,47
NEW HAMPSHIRE,HILLSBOROUGH,BENNINGTON,2
NEW HAMPSHIRE,HILLSBOROUGH,BROOKLINE,9
NEW HAMPSHIRE,HILLSBOROUGH,DEERING,2
NEW HAMPSHIRE,HILLSBOROUGH,GOFFSTOWN,68
NEW HAMPSHIRE,HILLSBOROUGH,GREENFIELD,2
NEW HAMPSHIRE,HILLSBOROUGH,GREENVILLE,6
NEW HAMPSHIRE,HILLSBOROUGH,HANCOCK,3
NEW HAMPSHIRE,HILLSBOROUGH,HILLSBORO,19
NEW HAMPSHIRE,HILLSBOROUGH,HOLLIS,15
NEW HAMPSHIRE,HILLSBOROUGH,HUDSON,65
NEW HAMPSHIRE,HILLSBOROUGH,LITCHFIELD,13
NEW HAMPSHIRE,HILLSBOROUGH,LYNDEBOROUGH,1
NEW HAMPSHIRE,HILLSBOROUGH,MANCHESTER,288
NEW HAMPSHIRE,HILLSBOROUGH,MASON,1
NEW HAMPSHIRE,HILLSBOROUGH,MERRIMACK,52
NEW HAMPSHIRE,HILLSBOROUGH,MILFORD,30
NEW HAMPSHIRE,HILLSBOROUGH,MOUNT VERNON,3
NEW HAMPSHIRE,HILLSBOROUGH,NASHUA,235
NEW HAMPSHIRE,HILLSBOROUGH,NEW BOSTON,8
NEW HAMPSHIRE,HILLSBOROUGH,NEW IPSWICH,6
NEW HAMPSHIRE,HILLSBOROUGH,PELHAM,28
NEW HAMPSHIRE,HILLSBOROUGH,PETERBOROUH,13
NEW HAMPSHIRE,HILLSBOROUGH,TEMPLE,0
NEW HAMPSHIRE,HILLSBOROUGH,WEARE,10
NEW HAMPSHIRE,HILLSBOROUGH,WILTON,8
NEW HAMPSHIRE,STRAFFORD,CTR. STRAFFORD,5
NEW HAMPSHIRE,STRAFFORD,DOVER,102
NEW HAMPSHIRE,STRAFFORD,DURHAM,23
NEW HAMPSHIRE,STRAFFORD,FARMINGTON,15
NEW HAMPSHIRE,STRAFFORD,LEE,8
NEW HAMPSHIRE,STRAFFORD,MADBURY,0
NEW HAMPSHIRE,STRAFFORD,MIDDLETON,3
NEW HAMPSHIRE,STRAFFORD,MILTON,9
NEW HAMPSHIRE,STRAFFORD,NEW DURHAM,4
NEW HAMPSHIRE,STRAFFORD,ROCHESTER,68
NEW HAMPSHIRE,STRAFFORD,ROLLINSFORD,4
NEW HAMPSHIRE,STRAFFORD,SOMERSWORTH,32
NEW JERSEY,BURLINGTON,BEVERLY,7
NEW JERSEY,BURLINGTON,BORDENTOWN,38
NEW JERSEY,BURLINGTON,BURLINGTON,84
NEW JERSEY,BURLINGTON,CHESTERFIELD,11
NEW JERSEY,BURLINGTON,CINNAMINSON,24
NEW JERSEY,BURLINGTON,COLUMBUS,14
NEW JERSEY,BURLINGTON,COOKSTOWN,3
NEW JERSEY,BURLINGTON,DELANCO,12
NEW JERSEY,BURLINGTON,DELRAN,34
NEW JERSEY,BURLINGTON,EASTAMPTON,16
NEW JERSEY,BURLINGTON,EDGEWATER PARK,15
NEW JERSEY,BURLINGTON,FIELDSBORO,0
NEW JERSEY,BURLINGTON,FLORENCE,27
NEW JERSEY,BURLINGTON,JOBSTOWN,10
NEW JERSEY,BURLINGTON,LUMBERTON,20
NEW JERSEY,BURLINGTON,MAPLE SHADE,36
NEW JERSEY,BURLINGTON,MARLTON,85
NEW JERSEY,BURLINGTON,MEDFORD,34
NEW JERSEY,BURLINGTON,MEDFORD LAKES,10
NEW JERSEY,BURLINGTON,MOORESTOWN,37
NEW JERSEY,BURLINGTON,MOUNT HOLLY,240
NEW JERSEY,BURLINGTON,MOUNT LAUREL,69
NEW JERSEY,BURLINGTON,PALMYRA,19
NEW JERSEY,BURLINGTON,PEMBERTON,50
NEW JERSEY,BURLINGTON,RIVERSIDE,14
NEW JERSEY,BURLINGTON,RIVERTON,6
NEW JERSEY,BURLINGTON,WESTAMPTON,25
NEW JERSEY,BURLINGTON,WILLINGBORO,75
NEW JERSEY,BURLINGTON,WRIGHTSTOWN,11
NEW JERSEY,CAMDEN,ATCO,26
NEW JERSEY,CAMDEN,AUDUBON,46
NEW JERSEY,CAMDEN,BARRINGTON,16
NEW JERSEY,CAMDEN,BELLMAWR,23
NEW JERSEY,CAMDEN,BERLIN,18
NEW JERSEY,CAMDEN,BLACKWOOD,147
NEW JERSEY,CAMDEN,BRADDOCK,79
NEW JERSEY,CAMDEN,BROOKLAWN,6
NEW JERSEY,CAMDEN,CAMDEN,1010
NEW JERSEY,CAMDEN,CHERRY HILL,166
NEW JERSEY,CAMDEN,CHESILHURST,9
NEW JERSEY,CAMDEN,CLEMENTON,13
NEW JERSEY,CAMDEN,COLLINGSWOOD,27
NEW JERSEY,CAMDEN,GIBBSBORO,10
NEW JERSEY,CAMDEN,GLOUCESTER CITY,31
NEW JERSEY,CAMDEN,HADDON HEIGHTS,16
NEW JERSEY,CAMDEN,HADDONFIELD,23
NEW JERSEY,CAMDEN,HI-NELLA,12
NEW JERSEY,CAMDEN,LAUREL SPRINGS,7
NEW JERSEY,CAMDEN,LAWNSIDE,9
NEW JERSEY,CAMDEN,LINDENWOLD,44
NEW JERSEY,CAMDEN,MAGNOLIA,11
NEW JERSEY,CAMDEN,MERCHANTVILLE,15
NEW JERSEY,CAMDEN,MOUNT EPHRAIM,13
NEW JERSEY,CAMDEN,OAKLYN,23
NEW JERSEY,CAMDEN,PENNSAUKEN,81
NEW JERSEY,CAMDEN,PINE HILL,24
NEW JERSEY,CAMDEN,PINE VALLEY,6
NEW JERSEY,CAMDEN,RUNNEMEDE,17
NEW JERSEY,CAMDEN,SOMEDALE,15
NEW JERSEY,CAMDEN,STRATFORD,17
NEW JERSEY,CAMDEN,VOORHEES,58
NEW JERSEY,CAMDEN,WEST BERLIN,18
NEW JERSEY,CAMDEN,WESTMONT,27
NEW JERSEY,CAPE MAY,AVALON,29
NEW JERSEY,CAPE MAY,CAPE MAY,41
NEW JERSEY,CAPE MAY,CAPE MAY COURT HOUSE,295
NEW JERSEY,CAPE MAY,ERMA,57
NEW JERSEY,CAPE MAY,NORTH WILDWOOD,36
NEW JERSEY,CAPE MAY,OCEAN CITY,73
NEW JERSEY,CAPE MAY,SEA ISLE,28
NEW JERSEY,CAPE MAY,STONE HARBOR,19
NEW JERSEY,CAPE MAY,WEST WILDWOOD,5
NEW JERSEY,CAPE MAY,WILDWOOD,49
NEW JERSEY,CAPE MAY,WILDWOOD CREST,26
