PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
AK,11260,"Anchorage, AK",33-1012,First-Line Supervisors of Police and Detectives,detailed,150,6.5,0.871,1.22,52.64,"109,490",2.9,33.00,47.76,54.35,60.18,64.81,"68,640","99,330","113,050","125,180","134,800",,
AK,11260,"Anchorage, AK",33-3051,Police and Sheriff's Patrol Officers,detailed,570,7.7,3.228,0.69,38.75,"80,600",3.5,26.68,33.00,40.83,45.52,48.62,"55,490","68,630","84,930","94,690","101,120",,
AK,21820,"Fairbanks, AK",33-3051,Police and Sheriff's Patrol Officers,detailed,100,0.0,2.783,0.59,35.90,"74,660",2.7,25.26,29.48,35.32,42.14,47.42,"52,540","61,320","73,460","87,660","98,620",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,35.0,1.106,1.55,30.42,"63,270",2.5,20.77,23.94,29.23,36.86,43.77,"43,200","49,800","60,810","76,670","91,030",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",33-3012,Correctional Officers and Jailers,detailed,100,40.8,2.535,0.82,13.55,"28,190",6.2,9.54,10.74,12.79,14.77,18.96,"19,850","22,340","26,610","30,720","39,440",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,270,15.6,6.545,1.40,19.43,"40,410",3.5,15.55,16.62,18.39,21.43,24.45,"32,340","34,570","38,250","44,570","50,850",,
AL,12220,"Auburn-Opelika, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,170,10.7,3.192,0.68,19.52,"40,600",2.8,15.72,16.73,18.41,21.78,26.16,"32,690","34,790","38,300","45,310","54,420",,
AL,13820,"Birmingham-Hoover, AL",33-1012,First-Line Supervisors of Police and Detectives,detailed,280,13.6,0.553,0.77,35.72,"74,310",3.4,18.06,23.34,34.50,45.44,58.45,"37,560","48,540","71,770","94,520","121,570",,
AL,13820,"Birmingham-Hoover, AL",33-3012,Correctional Officers and Jailers,detailed,"1,070",2.9,2.127,0.69,18.05,"37,530",1.8,12.83,15.21,17.49,20.87,25.14,"26,680","31,650","36,380","43,410","52,290",,
AL,13820,"Birmingham-Hoover, AL",33-3021,Detectives and Criminal Investigators,detailed,220,1.9,0.444,0.59,35.37,"73,570",8.2,18.56,22.56,30.40,50.75,60.89,"38,600","46,920","63,230","105,550","126,660",,
AL,13820,"Birmingham-Hoover, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,"2,950",3.8,5.842,1.25,23.51,"48,900",2.4,14.96,18.30,23.85,28.43,31.53,"31,120","38,070","49,610","59,130","65,580",,
AL,13820,"Birmingham-Hoover, AL",33-9021,Private Detectives and Investigators,detailed,70,17.5,0.139,0.68,23.99,"49,900",12.4,10.32,11.58,17.23,35.05,49.38,"21,470","24,090","35,850","72,900","102,700",,
AL,19300,"Daphne-Fairhope-Foley, AL",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,9.6,0.667,0.93,33.92,"70,550",2.4,24.91,28.42,33.37,38.59,45.80,"51,820","59,120","69,410","80,260","95,270",,
AL,19300,"Daphne-Fairhope-Foley, AL",33-3012,Correctional Officers and Jailers,detailed,140,0.0,1.962,0.64,17.20,"35,770",1.6,13.13,15.13,16.98,18.80,22.15,"27,310","31,480","35,320","39,090","46,070",,
AL,19300,"Daphne-Fairhope-Foley, AL",33-3021,Detectives and Criminal Investigators,detailed,90,1.2,1.304,1.74,23.24,"48,340",3.8,15.97,17.73,22.39,27.77,31.58,"33,220","36,870","46,580","57,760","65,680",,
AL,19300,"Daphne-Fairhope-Foley, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,350,3.1,4.992,1.07,22.44,"46,660",1.5,15.71,18.37,21.86,26.22,30.09,"32,680","38,220","45,470","54,550","62,590",,
AL,19460,"Decatur, AL",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,3.9,1.084,1.52,29.82,"62,030",3.0,25.27,27.04,28.28,32.98,37.59,"52,560","56,230","58,820","68,600","78,190",,
AL,19460,"Decatur, AL",33-3012,Correctional Officers and Jailers,detailed,200,10.1,3.736,1.22,15.40,"32,030",3.8,12.79,13.57,14.88,16.82,18.97,"26,590","28,230","30,950","34,980","39,450",,
AL,19460,"Decatur, AL",33-3021,Detectives and Criminal Investigators,detailed,70,6.0,1.250,1.67,22.26,"46,290",2.6,16.56,18.32,21.87,26.43,29.65,"34,450","38,100","45,480","54,970","61,660",,
AL,19460,"Decatur, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,290,8.3,5.499,1.17,*,*,*,*,*,*,*,*,*,*,*,*,*,,
AL,20020,"Dothan, AL",33-3012,Correctional Officers and Jailers,detailed,160,15.7,2.865,0.93,14.75,"30,680",3.0,10.50,12.52,14.09,16.76,20.48,"21,850","26,030","29,300","34,850","42,600",,
AL,20020,"Dothan, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,400,4.2,7.099,1.52,18.54,"38,570",2.8,12.44,14.98,17.41,21.44,27.00,"25,880","31,150","36,210","44,600","56,150",,
AL,22520,"Florence-Muscle Shoals, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,260,3.8,4.927,1.05,18.73,"38,960",1.7,12.26,14.73,18.91,22.42,24.76,"25,490","30,630","39,330","46,630","51,500",,
AL,23460,"Gadsden, AL",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,7.6,1.076,1.51,25.95,"53,970",3.4,17.28,20.25,27.22,30.12,32.48,"35,940","42,110","56,610","62,640","67,560",,
AL,23460,"Gadsden, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,260,7.4,7.281,1.55,16.62,"34,560",2.8,12.78,14.07,16.30,18.38,19.87,"26,580","29,270","33,910","38,230","41,330",,
AL,26620,"Huntsville, AL",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,2.1,0.274,0.38,40.90,"85,080",5.5,25.68,28.34,36.51,47.70,69.17,"53,420","58,940","75,950","99,220","143,860",,
AL,26620,"Huntsville, AL",33-3012,Correctional Officers and Jailers,detailed,470,10.9,2.174,0.71,16.97,"35,300",3.3,12.79,14.45,16.80,19.01,22.54,"26,600","30,050","34,940","39,540","46,880",,
AL,26620,"Huntsville, AL",33-3021,Detectives and Criminal Investigators,detailed,170,16.0,0.757,1.01,43.50,"90,490",5.4,24.95,29.65,38.01,58.54,67.14,"51,890","61,670","79,070","121,760","139,650",,
AL,26620,"Huntsville, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,790,7.5,3.611,0.77,23.16,"48,170",3.3,16.12,18.22,22.70,27.89,30.98,"33,530","37,890","47,220","58,020","64,440",,
AL,26620,"Huntsville, AL",33-9021,Private Detectives and Investigators,detailed,30,44.0,0.144,0.71,34.37,"71,480",9.1,25.23,27.65,32.77,40.50,47.92,"52,480","57,510","68,170","84,250","99,660",,
AL,33660,"Mobile, AL",33-1012,First-Line Supervisors of Police and Detectives,detailed,140,1.4,0.827,1.16,28.92,"60,160",3.2,19.97,21.87,25.13,30.33,43.23,"41,540","45,490","52,270","63,080","89,920",,
AL,33660,"Mobile, AL",33-3021,Detectives and Criminal Investigators,detailed,180,0.7,1.031,1.38,30.74,"63,940",7.8,14.96,16.87,20.61,45.53,60.89,"31,110","35,100","42,860","94,700","126,660",,
AL,33660,"Mobile, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,850,3.6,4.884,1.04,17.25,"35,880",2.0,12.56,14.34,16.72,19.06,23.23,"26,120","29,830","34,770","39,640","48,320",,
AL,33860,"Montgomery, AL",33-1012,First-Line Supervisors of Police and Detectives,detailed,80,1.6,0.482,0.68,36.88,"76,710",1.9,24.16,27.80,34.52,43.85,55.82,"50,240","57,830","71,800","91,210","116,110",,
AL,33860,"Montgomery, AL",33-3012,Correctional Officers and Jailers,detailed,"1,120",0.7,6.792,2.21,17.08,"35,520",1.9,13.11,15.07,16.88,18.71,22.15,"27,280","31,350","35,110","38,910","46,060",,
AL,33860,"Montgomery, AL",33-3021,Detectives and Criminal Investigators,detailed,210,1.4,1.287,1.72,30.22,"62,860",2.5,17.81,21.21,26.42,35.61,52.64,"37,040","44,120","54,950","74,060","109,480",,
AL,33860,"Montgomery, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,020",0.9,6.208,1.33,21.59,"44,910",2.3,15.80,18.46,21.60,24.13,27.87,"32,860","38,400","44,920","50,180","57,970",,
AL,46220,"Tuscaloosa, AL",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,15.3,0.578,0.81,32.38,"67,350",2.1,22.39,26.24,32.03,37.90,43.97,"46,580","54,590","66,610","78,840","91,460",,
AL,46220,"Tuscaloosa, AL",33-3012,Correctional Officers and Jailers,detailed,230,0.0,2.288,0.74,19.46,"40,470",2.3,12.87,14.76,19.50,23.73,25.58,"26,760","30,710","40,560","49,360","53,210",,
AL,46220,"Tuscaloosa, AL",33-3051,Police and Sheriff's Patrol Officers,detailed,640,2.9,6.429,1.37,24.96,"51,920",1.8,15.31,21.01,24.86,29.77,34.03,"31,840","43,690","51,700","61,920","70,780",,
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",33-1012,First-Line Supervisors of Police and Detectives,detailed,240,6.0,1.009,1.41,28.72,"59,740",1.6,20.15,23.12,27.44,32.08,39.51,"41,910","48,090","57,080","66,730","82,180",,
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",33-3012,Correctional Officers and Jailers,detailed,320,0.0,1.379,0.45,17.79,"37,000",2.1,13.55,15.66,17.53,19.83,23.13,"28,180","32,570","36,460","41,240","48,110",,
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",33-3021,Detectives and Criminal Investigators,detailed,80,2.6,0.340,0.45,29.04,"60,410",5.0,17.45,20.16,22.64,30.22,60.89,"36,300","41,940","47,090","62,860","126,650",,
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",33-3051,Police and Sheriff's Patrol Officers,detailed,860,2.8,3.694,0.79,19.10,"39,730",1.4,14.22,16.26,18.47,22.03,24.86,"29,570","33,820","38,420","45,830","51,720",,
AR,22900,"Fort Smith, AR-OK",33-1012,First-Line Supervisors of Police and Detectives,detailed,100,5.5,0.952,1.33,27.95,"58,130",2.1,19.77,22.32,26.39,30.18,38.12,"41,130","46,420","54,890","62,780","79,300",,
AR,22900,"Fort Smith, AR-OK",33-3012,Correctional Officers and Jailers,detailed,270,7.4,2.418,0.79,13.17,"27,400",2.5,10.34,11.52,13.30,14.48,15.17,"21,510","23,950","27,660","30,120","31,550",,
AR,22900,"Fort Smith, AR-OK",33-3021,Detectives and Criminal Investigators,detailed,40,7.1,0.322,0.43,30.23,"62,870",5.7,13.57,15.18,19.27,48.36,59.21,"28,230","31,580","40,090","100,590","123,150",,
AR,22900,"Fort Smith, AR-OK",33-3051,Police and Sheriff's Patrol Officers,detailed,620,8.4,5.642,1.20,16.66,"34,660",2.2,11.19,13.22,16.21,19.84,23.31,"23,280","27,500","33,720","41,260","48,490",,
AR,26300,"Hot Springs, AR",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,0.0,1.187,1.66,26.76,"55,660",2.5,16.85,20.78,27.27,31.88,36.19,"35,050","43,220","56,710","66,310","75,270",,
AR,26300,"Hot Springs, AR",33-3051,Police and Sheriff's Patrol Officers,detailed,150,0.3,4.273,0.91,19.45,"40,450",3.1,13.89,16.46,19.70,22.49,24.29,"28,890","34,240","40,980","46,790","50,520",,
AR,27860,"Jonesboro, AR",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,9.1,1.185,1.66,24.77,"51,530",2.4,18.19,20.65,23.93,28.78,32.99,"37,840","42,960","49,780","59,870","68,620",,
AR,27860,"Jonesboro, AR",33-3051,Police and Sheriff's Patrol Officers,detailed,300,8.0,5.605,1.20,17.46,"36,320",2.3,11.27,14.82,17.56,20.20,23.93,"23,440","30,820","36,520","42,020","49,780",,
AR,30780,"Little Rock-North Little Rock-Conway, AR",33-1012,First-Line Supervisors of Police and Detectives,detailed,440,3.4,1.303,1.83,29.59,"61,540",2.5,17.95,22.40,29.70,35.79,39.44,"37,340","46,580","61,780","74,440","82,040",,
AR,30780,"Little Rock-North Little Rock-Conway, AR",33-3012,Correctional Officers and Jailers,detailed,760,6.7,2.226,0.72,16.07,"33,430",3.1,11.30,13.90,16.37,18.16,20.44,"23,510","28,920","34,050","37,760","42,500",,
AR,30780,"Little Rock-North Little Rock-Conway, AR",33-3021,Detectives and Criminal Investigators,detailed,220,3.3,0.656,0.88,31.11,"64,710",7.8,15.97,17.91,21.75,48.37,60.89,"33,220","37,260","45,230","100,610","126,660",,
AR,30780,"Little Rock-North Little Rock-Conway, AR",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,630",2.0,4.786,1.02,21.33,"44,360",2.6,13.90,16.89,21.30,26.47,29.39,"28,920","35,130","44,290","55,050","61,130",,
AR,38220,"Pine Bluff, AR",33-1012,First-Line Supervisors of Police and Detectives,detailed,30,1.7,1.003,1.40,25.22,"52,470",2.6,17.70,20.29,23.40,30.76,35.77,"36,830","42,200","48,680","63,990","74,390",,
AR,38220,"Pine Bluff, AR",33-3012,Correctional Officers and Jailers,detailed,"1,410",0.2,45.868,14.92,16.91,"35,160",2.3,13.16,15.06,16.78,18.60,20.81,"27,370","31,320","34,900","38,690","43,280",,
AR,38220,"Pine Bluff, AR",33-3051,Police and Sheriff's Patrol Officers,detailed,220,4.2,7.292,1.56,21.03,"43,740",2.7,13.45,16.94,21.35,25.09,28.95,"27,980","35,240","44,410","52,180","60,210",,
AZ,22380,"Flagstaff, AZ",33-1012,First-Line Supervisors of Police and Detectives,detailed,90,4.9,1.371,1.92,37.48,"77,950",2.1,26.47,30.53,35.52,43.42,55.37,"55,050","63,500","73,880","90,310","115,160",,
AZ,22380,"Flagstaff, AZ",33-3012,Correctional Officers and Jailers,detailed,90,0.0,1.398,0.45,18.16,"37,770",3.5,15.33,16.19,17.63,19.07,23.57,"31,890","33,680","36,670","39,670","49,010",,
AZ,22380,"Flagstaff, AZ",33-3021,Detectives and Criminal Investigators,detailed,70,2.2,1.058,1.41,33.77,"70,240",7.3,18.17,23.63,32.41,41.54,57.51,"37,790","49,150","67,420","86,390","119,620",,
AZ,22380,"Flagstaff, AZ",33-3051,Police and Sheriff's Patrol Officers,detailed,250,3.5,3.954,0.84,26.94,"56,030",3.0,20.23,21.98,25.32,32.19,36.66,"42,080","45,730","52,660","66,960","76,250",,
AZ,29420,"Lake Havasu City-Kingman, AZ",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,19.1,1.185,1.66,40.32,"83,860",2.8,30.17,33.71,38.06,46.84,56.59,"62,760","70,120","79,160","97,430","117,700",,
AZ,29420,"Lake Havasu City-Kingman, AZ",33-3012,Correctional Officers and Jailers,detailed,**,**,**,**,16.99,"35,330",3.2,13.86,15.76,17.21,18.66,19.53,"28,830","32,780","35,800","38,820","40,630",,
AZ,29420,"Lake Havasu City-Kingman, AZ",33-3051,Police and Sheriff's Patrol Officers,detailed,230,17.1,4.961,1.06,27.57,"57,350",3.2,20.48,23.11,27.67,31.85,36.58,"42,590","48,080","57,550","66,240","76,090",,
AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",33-1012,First-Line Supervisors of Police and Detectives,detailed,"1,760",4.0,0.909,1.27,44.11,"91,750",2.9,31.05,37.64,44.30,49.83,60.19,"64,590","78,280","92,140","103,640","125,200",,
AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",33-3012,Correctional Officers and Jailers,detailed,"9,920",6.3,5.125,1.67,21.11,"43,920",2.9,16.22,18.47,21.23,23.63,26.59,"33,740","38,410","44,160","49,150","55,300",,
AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",33-3021,Detectives and Criminal Investigators,detailed,"1,700",7.7,0.878,1.17,36.07,"75,030",11.0,17.13,22.85,36.14,42.70,58.91,"35,630","47,520","75,170","88,810","122,530",,
AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",33-3051,Police and Sheriff's Patrol Officers,detailed,"7,530",9.9,3.889,0.83,31.76,"66,070",3.0,23.07,28.00,33.18,36.63,38.69,"47,990","58,230","69,020","76,180","80,480",,
AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",33-9021,Private Detectives and Investigators,detailed,150,17.9,0.079,0.39,25.88,"53,840",3.8,14.92,17.75,22.37,33.97,44.82,"31,040","36,930","46,530","70,670","93,230",,
AZ,39140,"Prescott, AZ",33-1012,First-Line Supervisors of Police and Detectives,detailed,**,**,**,**,41.68,"86,690",3.1,28.56,34.40,41.54,48.44,57.55,"59,410","71,560","86,400","100,760","119,700",,
AZ,39140,"Prescott, AZ",33-3051,Police and Sheriff's Patrol Officers,detailed,**,**,**,**,28.66,"59,610",2.6,20.62,23.47,28.15,33.71,38.21,"42,880","48,820","58,550","70,120","79,480",,
AZ,43420,"Sierra Vista-Douglas, AZ",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,6.4,1.916,2.68,43.14,"89,740",6.3,25.15,29.08,41.91,53.97,68.06,"52,310","60,490","87,180","112,270","141,560",,
AZ,43420,"Sierra Vista-Douglas, AZ",33-3021,Detectives and Criminal Investigators,detailed,960,1.6,29.330,39.23,36.66,"76,240",3.4,28.52,36.46,37.61,38.75,38.75,"59,320","75,840","78,220","80,590","80,600",,
AZ,43420,"Sierra Vista-Douglas, AZ",33-3051,Police and Sheriff's Patrol Officers,detailed,190,37.4,5.894,1.26,25.40,"52,820",3.7,17.47,20.56,24.11,30.60,35.79,"36,340","42,760","50,140","63,650","74,450",,
AZ,46060,"Tucson, AZ",33-1012,First-Line Supervisors of Police and Detectives,detailed,270,5.8,0.749,1.05,46.65,"97,030",5.3,24.46,34.40,45.64,60.83,70.06,"50,880","71,550","94,940","126,530","145,730",,
AZ,46060,"Tucson, AZ",33-3012,Correctional Officers and Jailers,detailed,"2,080",1.1,5.790,1.88,19.81,"41,210",3.7,15.73,16.93,18.94,22.75,25.62,"32,720","35,220","39,380","47,330","53,280",,
AZ,46060,"Tucson, AZ",33-3021,Detectives and Criminal Investigators,detailed,"1,800",0.7,5.013,6.70,37.95,"78,940",3.8,22.27,35.32,37.61,38.75,55.90,"46,330","73,470","78,230","80,600","116,280",,
AZ,46060,"Tucson, AZ",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,720",3.9,4.809,1.03,28.43,"59,130",2.0,20.35,22.86,27.45,33.09,39.05,"42,320","47,560","57,090","68,830","81,220",,
AZ,49740,"Yuma, AZ",33-1012,First-Line Supervisors of Police and Detectives,detailed,120,12.4,2.024,2.84,37.10,"77,170",5.0,24.46,27.89,33.62,40.29,62.59,"50,890","58,000","69,940","83,810","130,190",,
AZ,49740,"Yuma, AZ",33-3012,Correctional Officers and Jailers,detailed,**,**,**,**,17.56,"36,530",4.3,13.35,16.03,17.67,19.52,22.65,"27,760","33,330","36,750","40,600","47,110",,
AZ,49740,"Yuma, AZ",33-3021,Detectives and Criminal Investigators,detailed,650,0.4,10.705,14.32,37.94,"78,910",4.2,34.14,37.55,38.69,38.70,42.50,"71,020","78,110","80,480","80,490","88,400",,
AZ,49740,"Yuma, AZ",33-3051,Police and Sheriff's Patrol Officers,detailed,370,12.2,6.047,1.29,23.36,"48,600",2.7,17.81,20.26,22.97,26.59,29.85,"37,040","42,130","47,780","55,310","62,080",,
CA,11244,"Anaheim-Santa Ana-Irvine, CA Metropolitan Division",33-1012,First-Line Supervisors of Police and Detectives,detailed,170,1.9,0.106,0.15,73.29,"152,440",5.3,43.67,58.44,69.47,79.87,#,"90,830","121,550","144,510","166,130",#,,
CA,11244,"Anaheim-Santa Ana-Irvine, CA Metropolitan Division",33-3012,Correctional Officers and Jailers,detailed,870,0.0,0.558,0.18,31.39,"65,290",2.8,24.86,27.27,31.31,35.97,38.76,"51,710","56,720","65,120","74,810","80,620",,
CA,11244,"Anaheim-Santa Ana-Irvine, CA Metropolitan Division",33-3021,Detectives and Criminal Investigators,detailed,700,0.8,0.448,0.60,49.57,"103,110",2.7,34.97,40.65,50.43,58.98,67.98,"72,740","84,560","104,890","122,690","141,400",,
CA,11244,"Anaheim-Santa Ana-Irvine, CA Metropolitan Division",33-3051,Police and Sheriff's Patrol Officers,detailed,"3,910",6.1,2.504,0.53,48.29,"100,440",1.6,34.15,41.89,47.61,54.96,62.28,"71,040","87,130","99,020","114,310","129,530",,
CA,12540,"Bakersfield, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,80,7.7,0.271,0.38,55.83,"116,120",4.7,32.58,41.67,59.85,67.82,77.07,"67,770","86,670","124,480","141,060","160,300",,
CA,12540,"Bakersfield, CA",33-3012,Correctional Officers and Jailers,detailed,"4,200",1.0,14.293,4.65,35.36,"73,540",4.0,23.47,28.94,39.84,40.42,41.41,"48,820","60,190","82,870","84,080","86,130",,
CA,12540,"Bakersfield, CA",33-3021,Detectives and Criminal Investigators,detailed,200,1.6,0.694,0.93,39.64,"82,450",5.5,24.92,28.41,41.21,49.65,56.67,"51,830","59,090","85,720","103,280","117,880",,
CA,12540,"Bakersfield, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,490",3.4,5.078,1.08,36.58,"76,090",4.4,25.06,28.13,34.23,45.46,53.09,"52,130","58,510","71,200","94,550","110,420",,
CA,12540,"Bakersfield, CA",33-9021,Private Detectives and Investigators,detailed,40,4.3,0.128,0.63,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,17020,"Chico, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,42.6,0.563,0.79,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,17020,"Chico, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,360,25.5,4.879,1.04,41.96,"87,270",4.8,29.16,33.42,38.53,52.93,58.50,"60,650","69,520","80,140","110,090","121,670",,
CA,20940,"El Centro, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,30,2.6,0.631,0.88,62.51,"130,020",3.3,41.52,59.03,67.53,69.97,72.22,"86,360","122,780","140,470","145,530","150,220",,
CA,20940,"El Centro, CA",33-3021,Detectives and Criminal Investigators,detailed,700,0.0,12.950,17.32,38.81,"80,730",3.4,35.61,37.55,37.56,38.70,39.84,"74,060","78,110","78,130","80,490","82,860",,
CA,20940,"El Centro, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,220,2.6,4.088,0.87,38.34,"79,750",8.7,24.72,27.76,36.12,51.94,53.68,"51,420","57,750","75,140","108,030","111,650",,
CA,23420,"Fresno, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,90,6.3,0.257,0.36,54.99,"114,380",3.8,34.38,40.38,58.44,67.81,74.15,"71,510","83,990","121,550","141,050","154,230",,
CA,23420,"Fresno, CA",33-3012,Correctional Officers and Jailers,detailed,"1,700",8.6,4.848,1.58,32.17,"66,920",5.7,22.63,26.32,32.18,39.84,40.71,"47,070","54,750","66,930","82,870","84,680",,
CA,23420,"Fresno, CA",33-3021,Detectives and Criminal Investigators,detailed,250,5.6,0.713,0.95,41.49,"86,290",3.4,26.40,32.06,39.84,49.79,57.52,"54,900","66,690","82,860","103,560","119,630",,
CA,23420,"Fresno, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,100",15.0,3.135,0.67,35.51,"73,850",5.2,20.93,27.02,33.98,45.54,53.09,"43,540","56,200","70,680","94,720","110,420",,
CA,23420,"Fresno, CA",33-9021,Private Detectives and Investigators,detailed,90,36.4,0.266,1.31,32.52,"67,640",4.9,20.03,30.86,33.91,36.83,38.66,"41,670","64,180","70,520","76,600","80,420",,
CA,25260,"Hanford-Corcoran, CA",33-3021,Detectives and Criminal Investigators,detailed,30,1.1,0.841,1.12,37.46,"77,910",2.2,25.72,31.83,35.61,39.89,55.60,"53,500","66,200","74,070","82,960","115,640",,
CA,25260,"Hanford-Corcoran, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,200,2.4,4.967,1.06,33.52,"69,720",1.7,22.30,26.15,31.61,38.11,53.08,"46,390","54,400","65,750","79,260","110,410",,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",33-1012,First-Line Supervisors of Police and Detectives,detailed,620,2.2,0.148,0.21,71.83,"149,400",6.8,41.39,54.97,67.81,77.07,#,"86,100","114,340","141,050","160,310",#,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",33-3012,Correctional Officers and Jailers,detailed,"3,710",3.7,0.880,0.29,30.31,"63,050",3.4,24.34,26.27,29.06,34.72,39.85,"50,620","54,650","60,440","72,220","82,890",,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",33-3021,Detectives and Criminal Investigators,detailed,"3,420",0.6,0.810,1.08,55.29,"115,000",3.5,38.87,49.22,57.05,63.37,71.61,"80,840","102,380","118,670","131,810","148,940",,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",33-3051,Police and Sheriff's Patrol Officers,detailed,"25,460",1.3,6.033,1.29,48.05,"99,940",1.8,33.18,41.23,48.39,56.75,63.01,"69,010","85,750","100,660","118,050","131,050",,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",33-9021,Private Detectives and Investigators,detailed,540,7.6,0.127,0.63,38.88,"80,870",3.9,23.51,31.39,38.03,46.89,56.17,"48,910","65,290","79,100","97,540","116,830",,
CA,31460,"Madera, CA",33-3012,Correctional Officers and Jailers,detailed,870,0.2,20.545,6.68,36.47,"75,860",8.8,23.47,34.85,39.85,40.71,42.20,"48,810","72,500","82,880","84,680","87,770",,
CA,31460,"Madera, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,220,20.1,5.175,1.10,36.54,"76,010",7.8,24.29,27.52,31.64,47.29,53.68,"50,510","57,250","65,800","98,360","111,650",,
CA,32900,"Merced, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,30,4.4,0.514,0.72,55.92,"116,310",4.1,35.12,42.83,58.81,66.14,75.90,"73,040","89,080","122,330","137,570","157,870",,
CA,32900,"Merced, CA",33-3012,Correctional Officers and Jailers,detailed,320,3.5,4.947,1.61,26.82,"55,790",2.6,19.17,23.27,27.06,30.96,33.20,"39,870","48,390","56,290","64,410","69,060",,
CA,32900,"Merced, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,290,6.3,4.433,0.95,37.60,"78,200",6.3,25.38,29.42,35.67,50.80,53.09,"52,800","61,190","74,200","105,660","110,420",,
CA,33700,"Modesto, CA",33-3021,Detectives and Criminal Investigators,detailed,80,6.8,0.449,0.60,38.49,"80,060",3.5,27.41,31.80,37.29,44.64,49.16,"57,000","66,150","77,560","92,850","102,250",,
CA,33700,"Modesto, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,650,4.5,3.772,0.81,39.71,"82,590",2.8,26.81,32.12,37.95,48.11,54.39,"55,770","66,810","78,940","100,070","113,130",,
CA,34900,"Napa, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,160,0.0,2.272,0.49,54.56,"113,480",3.4,47.41,51.93,54.25,59.34,62.73,"98,620","108,020","112,840","123,430","130,480",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",33-1012,First-Line Supervisors of Police and Detectives,detailed,210,3.9,0.193,0.27,73.80,"153,510",2.9,42.29,58.44,71.02,85.00,#,"87,970","121,550","147,720","176,800",#,,
