PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
MO,28140,"Kansas City, MO-KS",33-3012,Correctional Officers and Jailers,detailed,"2,180",2.6,2.090,0.68,16.41,"34,140",3.9,12.16,13.58,15.08,18.67,23.35,"25,300","28,250","31,370","38,820","48,570",,
MO,28140,"Kansas City, MO-KS",33-3021,Detectives and Criminal Investigators,detailed,760,1.4,0.733,0.98,36.36,"75,620",2.5,20.27,23.79,34.52,47.00,59.28,"42,150","49,490","71,800","97,760","123,300",,
MO,28140,"Kansas City, MO-KS",33-3051,Police and Sheriff's Patrol Officers,detailed,"4,620",3.5,4.433,0.95,26.67,"55,480",3.0,16.70,20.33,24.99,33.70,38.69,"34,730","42,280","51,980","70,100","80,480",,
MO,28140,"Kansas City, MO-KS",33-9021,Private Detectives and Investigators,detailed,90,23.0,0.086,0.43,25.52,"53,090",12.0,12.06,16.50,19.97,32.24,47.61,"25,080","34,320","41,530","67,050","99,020",,
MO,41140,"St. Joseph, MO-KS",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,3.3,0.752,1.05,36.78,"76,510",3.3,23.68,30.44,39.33,44.63,47.83,"49,250","63,320","81,800","92,820","99,480",,
MO,41140,"St. Joseph, MO-KS",33-3012,Correctional Officers and Jailers,detailed,420,1.3,8.020,2.61,14.18,"29,490",3.1,12.32,12.93,13.95,14.98,17.40,"25,620","26,900","29,020","31,150","36,200",,
MO,41140,"St. Joseph, MO-KS",33-3051,Police and Sheriff's Patrol Officers,detailed,260,5.2,4.949,1.06,20.00,"41,610",5.0,12.49,16.91,20.36,23.35,27.10,"25,970","35,170","42,340","48,570","56,380",,
MO,41180,"St. Louis, MO-IL",33-1012,First-Line Supervisors of Police and Detectives,detailed,840,5.5,0.624,0.87,38.59,"80,260",1.2,23.60,32.34,38.09,45.91,54.33,"49,090","67,260","79,230","95,490","113,000",,
MO,41180,"St. Louis, MO-IL",33-3012,Correctional Officers and Jailers,detailed,"1,640",2.0,1.216,0.40,22.15,"46,080",9.0,13.60,15.85,18.66,29.16,33.26,"28,290","32,970","38,820","60,660","69,180",,
MO,41180,"St. Louis, MO-IL",33-3021,Detectives and Criminal Investigators,detailed,550,4.4,0.412,0.55,38.10,"79,250",4.5,18.96,22.79,34.75,54.20,62.66,"39,430","47,400","72,290","112,740","130,340",,
MO,41180,"St. Louis, MO-IL",33-3051,Police and Sheriff's Patrol Officers,detailed,"6,480",4.0,4.819,1.03,25.69,"53,430",1.6,16.93,20.66,25.34,30.19,36.26,"35,220","42,980","52,700","62,790","75,430",,
MO,44180,"Springfield, MO",33-1012,First-Line Supervisors of Police and Detectives,detailed,130,9.9,0.647,0.91,37.01,"76,980",3.8,22.64,31.59,36.86,43.32,48.55,"47,090","65,710","76,660","90,110","100,990",,
MO,44180,"Springfield, MO",33-3012,Correctional Officers and Jailers,detailed,560,4.0,2.782,0.90,18.95,"39,410",8.3,11.84,13.54,17.53,24.38,28.42,"24,630","28,160","36,470","50,710","59,110",,
MO,44180,"Springfield, MO",33-3021,Detectives and Criminal Investigators,detailed,90,10.2,0.430,0.57,37.89,"78,820",10.8,15.37,18.07,30.40,60.38,62.60,"31,960","37,590","63,240","125,590","130,200",,
MO,44180,"Springfield, MO",33-3051,Police and Sheriff's Patrol Officers,detailed,880,18.7,4.383,0.94,19.92,"41,420",6.0,12.53,14.52,18.34,24.36,30.66,"26,060","30,200","38,140","50,660","63,770",,
MS,25060,"Gulfport-Biloxi-Pascagoula, MS",33-1012,First-Line Supervisors of Police and Detectives,detailed,130,9.8,0.863,1.21,29.96,"62,320",4.8,20.60,22.41,25.64,30.69,52.59,"42,850","46,600","53,330","63,830","109,380",,
MS,25060,"Gulfport-Biloxi-Pascagoula, MS",33-3012,Correctional Officers and Jailers,detailed,800,43.3,5.313,1.73,13.42,"27,910",4.2,9.96,11.01,12.90,15.18,18.30,"20,710","22,900","26,830","31,570","38,060",,
MS,25060,"Gulfport-Biloxi-Pascagoula, MS",33-3021,Detectives and Criminal Investigators,detailed,170,20.0,1.148,1.54,37.15,"77,270",6.1,19.88,23.98,30.41,54.44,60.89,"41,360","49,870","63,250","113,240","126,660",,
MS,25060,"Gulfport-Biloxi-Pascagoula, MS",33-3051,Police and Sheriff's Patrol Officers,detailed,980,10.1,6.540,1.40,18.12,"37,690",2.4,12.94,15.74,17.92,20.97,23.73,"26,920","32,740","37,270","43,620","49,370",,
MS,25060,"Gulfport-Biloxi-Pascagoula, MS",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,17.74,"36,900",14.6,10.60,12.09,14.15,25.51,29.75,"22,050","25,140","29,440","53,070","61,880",,
MS,25620,"Hattiesburg, MS",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,4.0,0.608,0.85,26.99,"56,130",6.0,18.62,24.89,27.32,30.05,34.90,"38,740","51,780","56,820","62,500","72,590",,
MS,25620,"Hattiesburg, MS",33-3012,Correctional Officers and Jailers,detailed,**,**,**,**,15.01,"31,230",2.2,12.31,13.31,14.74,16.71,18.79,"25,610","27,680","30,670","34,760","39,080",,
MS,25620,"Hattiesburg, MS",33-3051,Police and Sheriff's Patrol Officers,detailed,320,21.8,5.404,1.15,17.97,"37,380",2.9,11.25,13.94,18.18,22.15,24.29,"23,400","28,990","37,820","46,070","50,520",,
MS,27140,"Jackson, MS",33-1012,First-Line Supervisors of Police and Detectives,detailed,260,5.5,0.971,1.36,25.50,"53,040",6.4,16.17,18.73,22.67,27.32,37.13,"33,630","38,970","47,150","56,830","77,230",,
MS,27140,"Jackson, MS",33-3012,Correctional Officers and Jailers,detailed,"1,450",23.6,5.507,1.79,15.37,"31,970",11.5,10.48,11.16,12.31,19.69,25.58,"21,790","23,210","25,610","40,950","53,200",,
MS,27140,"Jackson, MS",33-3021,Detectives and Criminal Investigators,detailed,290,2.7,1.112,1.49,29.68,"61,740",12.5,17.13,19.47,24.03,31.78,57.52,"35,640","40,510","49,980","66,100","119,630",,
MS,27140,"Jackson, MS",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,670",8.9,6.345,1.35,16.41,"34,130",1.8,10.71,13.91,16.49,18.63,21.87,"22,270","28,930","34,300","38,760","45,480",,
MS,27140,"Jackson, MS",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,20.84,"43,350",4.7,11.37,13.81,17.14,20.22,27.92,"23,660","28,720","35,640","42,060","58,080",,
MT,13740,"Billings, MT",33-1012,First-Line Supervisors of Police and Detectives,detailed,30,5.8,0.365,0.51,48.34,"100,560",8.5,31.50,33.62,47.24,65.96,71.97,"65,530","69,930","98,260","137,200","149,690",,
MT,13740,"Billings, MT",33-3021,Detectives and Criminal Investigators,detailed,60,1.9,0.673,0.90,40.97,"85,210",5.9,24.53,27.96,37.97,54.14,62.60,"51,020","58,150","78,980","112,600","130,200",,
MT,13740,"Billings, MT",33-3051,Police and Sheriff's Patrol Officers,detailed,270,1.9,3.138,0.67,28.13,"58,510",2.1,21.33,24.91,28.15,31.19,36.46,"44,370","51,800","58,560","64,870","75,840",,
MT,24500,"Great Falls, MT",33-3051,Police and Sheriff's Patrol Officers,detailed,120,0.0,3.362,0.72,27.07,"56,310",2.4,20.59,24.83,27.25,30.10,33.81,"42,830","51,650","56,670","62,610","70,330",,
MT,33540,"Missoula, MT",33-3051,Police and Sheriff's Patrol Officers,detailed,140,0.0,2.413,0.52,29.37,"61,080",2.4,24.36,25.97,29.04,33.90,37.96,"50,680","54,020","60,400","70,500","78,960",,
NC,11700,"Asheville, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,90,6.8,0.499,0.70,32.42,"67,440",1.8,23.04,26.69,30.42,35.12,43.77,"47,920","55,510","63,280","73,050","91,050",,
NC,11700,"Asheville, NC",33-3012,Correctional Officers and Jailers,detailed,420,5.9,2.286,0.74,17.04,"35,440",4.6,14.61,14.62,16.10,18.55,22.17,"30,390","30,400","33,490","38,590","46,120",,
NC,11700,"Asheville, NC",33-3021,Detectives and Criminal Investigators,detailed,130,8.3,0.680,0.91,30.63,"63,720",5.3,18.18,20.71,23.63,34.72,59.21,"37,820","43,070","49,140","72,220","123,150",,
NC,11700,"Asheville, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,820,5.7,4.421,0.94,20.42,"42,460",1.6,15.20,17.03,19.87,23.42,28.95,"31,610","35,410","41,330","48,720","60,210",,
NC,11700,"Asheville, NC",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,21.34,"44,400",3.3,16.52,18.73,21.33,23.81,27.36,"34,370","38,960","44,380","49,530","56,920",,
NC,15500,"Burlington, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,3.8,0.640,0.90,34.12,"70,970",2.4,25.01,27.27,31.62,40.70,48.19,"52,020","56,720","65,760","84,650","100,230",,
NC,15500,"Burlington, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,310,3.5,5.211,1.11,22.48,"46,760",1.8,16.63,18.90,22.08,25.12,29.35,"34,590","39,310","45,920","52,250","61,060",,
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",33-1012,First-Line Supervisors of Police and Detectives,detailed,530,1.2,0.457,0.64,34.53,"71,830",1.5,21.25,26.70,33.34,39.47,51.21,"44,210","55,540","69,340","82,100","106,510",,
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",33-3012,Correctional Officers and Jailers,detailed,"2,130",6.0,1.832,0.60,18.54,"38,560",2.2,14.61,15.70,17.72,20.98,24.30,"30,390","32,660","36,860","43,630","50,550",,
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",33-3021,Detectives and Criminal Investigators,detailed,490,2.7,0.420,0.56,32.61,"67,830",3.9,19.46,21.53,24.78,44.69,60.95,"40,480","44,770","51,530","92,960","126,770",,
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",33-3051,Police and Sheriff's Patrol Officers,detailed,"6,410",1.4,5.523,1.18,24.57,"51,100",2.3,16.29,18.83,23.64,29.37,35.63,"33,890","39,160","49,180","61,100","74,120",,
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,25.66,"53,380",4.0,19.84,21.48,24.21,29.91,35.44,"41,260","44,670","50,360","62,200","73,720",,
NC,20500,"Durham-Chapel Hill, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,100,2.8,0.349,0.49,34.75,"72,280",2.8,26.94,30.20,33.43,37.85,45.45,"56,030","62,810","69,530","78,720","94,540",,
NC,20500,"Durham-Chapel Hill, NC",33-3012,Correctional Officers and Jailers,detailed,340,0.0,1.164,0.38,19.18,"39,900",2.0,14.61,15.64,17.98,22.56,27.07,"30,390","32,530","37,400","46,920","56,300",,
NC,20500,"Durham-Chapel Hill, NC",33-3021,Detectives and Criminal Investigators,detailed,130,1.0,0.428,0.57,25.53,"53,100",3.0,19.94,21.42,23.80,27.65,30.29,"41,470","44,550","49,510","57,510","63,010",,
NC,20500,"Durham-Chapel Hill, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,140",0.8,3.907,0.83,23.65,"49,180",2.4,16.67,19.15,22.87,28.05,32.12,"34,670","39,820","47,570","58,350","66,800",,
NC,22180,"Fayetteville, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,100,0.7,0.778,1.09,37.56,"78,130",2.1,27.51,32.23,36.07,43.08,50.10,"57,230","67,050","75,020","89,600","104,200",,
NC,22180,"Fayetteville, NC",33-3021,Detectives and Criminal Investigators,detailed,140,1.9,1.140,1.53,28.53,"59,340",4.3,17.11,19.85,23.06,31.66,54.08,"35,580","41,290","47,960","65,860","112,490",,
NC,22180,"Fayetteville, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,920,0.0,7.328,1.56,22.09,"45,940",1.6,15.78,17.62,21.01,26.05,30.12,"32,820","36,660","43,700","54,180","62,650",,
NC,24140,"Goldsboro, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,6.9,0.941,1.32,25.77,"53,600",3.4,17.44,20.82,25.99,29.71,33.43,"36,270","43,300","54,050","61,790","69,530",,
NC,24140,"Goldsboro, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,260,2.0,6.433,1.37,17.02,"35,400",2.0,13.22,14.55,16.63,18.82,21.80,"27,490","30,250","34,590","39,140","45,340",,
NC,24660,"Greensboro-High Point, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,220,7.4,0.623,0.87,37.24,"77,470",2.1,26.79,33.01,36.52,40.61,48.35,"55,720","68,670","75,960","84,470","100,570",,
NC,24660,"Greensboro-High Point, NC",33-3012,Correctional Officers and Jailers,detailed,460,10.0,1.275,0.41,18.79,"39,080",3.3,15.04,15.85,17.63,20.87,25.22,"31,280","32,970","36,670","43,410","52,460",,
NC,24660,"Greensboro-High Point, NC",33-3021,Detectives and Criminal Investigators,detailed,170,17.6,0.481,0.64,34.68,"72,130",8.7,18.91,21.58,26.59,51.43,62.59,"39,320","44,890","55,310","106,970","130,190",,
NC,24660,"Greensboro-High Point, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,600",7.5,4.482,0.96,22.57,"46,940",1.8,16.68,19.30,22.33,26.07,29.40,"34,700","40,140","46,450","54,220","61,150",,
NC,24780,"Greenville, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,0.0,0.692,0.97,35.81,"74,490",2.1,29.77,33.02,35.36,38.60,43.78,"61,920","68,680","73,550","80,290","91,050",,
NC,24780,"Greenville, NC",33-3021,Detectives and Criminal Investigators,detailed,60,4.4,0.780,1.04,25.65,"53,360",3.7,19.87,21.11,24.14,27.57,31.20,"41,340","43,920","50,210","57,340","64,890",,
NC,24780,"Greenville, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,360,0.0,4.822,1.03,22.81,"47,450",2.0,17.09,19.92,22.62,26.04,29.29,"35,540","41,430","47,040","54,160","60,920",,
NC,25860,"Hickory-Lenoir-Morganton, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,90,1.9,0.590,0.83,29.77,"61,930",1.4,22.53,25.75,29.01,33.43,37.44,"46,860","53,560","60,330","69,530","77,880",,
NC,25860,"Hickory-Lenoir-Morganton, NC",33-3012,Correctional Officers and Jailers,detailed,940,0.0,6.352,2.07,15.09,"31,390",1.8,14.61,14.61,14.62,15.66,16.81,"30,390","30,400","30,410","32,570","34,970",,
NC,25860,"Hickory-Lenoir-Morganton, NC",33-3021,Detectives and Criminal Investigators,detailed,110,2.1,0.709,0.95,21.11,"43,920",1.9,16.30,18.37,20.92,23.52,25.60,"33,890","38,220","43,510","48,920","53,250",,
NC,25860,"Hickory-Lenoir-Morganton, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,740,3.1,4.968,1.06,18.43,"38,330",1.2,12.83,15.61,18.01,21.52,24.47,"26,690","32,460","37,450","44,770","50,890",,
NC,27340,"Jacksonville, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,0.0,1.133,1.59,35.66,"74,170",1.8,26.53,28.81,31.74,36.59,57.52,"55,180","59,920","66,030","76,120","119,640",,
NC,27340,"Jacksonville, NC",33-3021,Detectives and Criminal Investigators,detailed,100,0.0,2.155,2.88,34.59,"71,940",2.0,20.17,22.14,30.41,42.68,59.21,"41,940","46,040","63,250","88,770","123,150",,
NC,27340,"Jacksonville, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,370,0.0,8.251,1.76,20.76,"43,170",2.1,16.39,18.90,21.17,23.03,24.46,"34,100","39,310","44,040","47,910","50,880",,
NC,35100,"New Bern, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,0.0,0.979,1.37,35.70,"74,260",1.6,26.85,29.38,33.43,39.55,47.84,"55,840","61,120","69,530","82,270","99,500",,
NC,35100,"New Bern, NC",33-3012,Correctional Officers and Jailers,detailed,450,0.0,10.520,3.42,14.64,"30,450",2.1,12.87,14.61,14.62,15.10,16.41,"26,770","30,390","30,400","31,420","34,130",,
NC,35100,"New Bern, NC",33-3021,Detectives and Criminal Investigators,detailed,40,0.0,0.838,1.12,23.84,"49,600",2.0,15.37,17.18,20.39,29.67,40.36,"31,970","35,730","42,400","61,710","83,940",,
NC,35100,"New Bern, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,330,0.0,7.728,1.65,19.80,"41,190",1.3,15.24,16.74,19.11,22.73,25.90,"31,690","34,810","39,750","47,290","53,870",,
NC,39580,"Raleigh, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,290,1.1,0.493,0.69,39.30,"81,750",1.5,27.61,33.42,36.63,44.17,51.67,"57,430","69,520","76,190","91,880","107,480",,
NC,39580,"Raleigh, NC",33-3012,Correctional Officers and Jailers,detailed,"1,770",0.0,2.974,0.97,15.98,"33,240",2.7,14.61,14.62,15.26,16.78,18.39,"30,400","30,410","31,740","34,910","38,250",,
NC,39580,"Raleigh, NC",33-3021,Detectives and Criminal Investigators,detailed,460,0.3,0.766,1.02,31.72,"65,980",2.5,20.10,22.92,27.70,34.43,61.06,"41,820","47,680","57,620","71,610","127,010",,
NC,39580,"Raleigh, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,970",1.2,3.315,0.71,23.27,"48,410",1.1,16.07,18.75,22.60,27.91,32.36,"33,430","39,000","47,010","58,050","67,310",,
NC,39580,"Raleigh, NC",33-9021,Private Detectives and Investigators,detailed,80,49.4,0.141,0.70,29.03,"60,390",8.2,15.09,25.19,27.48,29.78,35.70,"31,380","52,390","57,160","61,950","74,250",,
NC,40580,"Rocky Mount, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,1.5,0.887,1.24,28.98,"60,270",1.7,20.42,22.90,27.27,33.43,37.13,"42,480","47,640","56,720","69,520","77,220",,
NC,40580,"Rocky Mount, NC",33-3012,Correctional Officers and Jailers,detailed,270,0.0,4.952,1.61,15.50,"32,240",2.7,14.42,14.62,15.10,16.43,17.50,"29,990","30,400","31,420","34,170","36,400",,
NC,40580,"Rocky Mount, NC",33-3021,Detectives and Criminal Investigators,detailed,60,0.5,1.112,1.49,23.61,"49,110",2.2,18.70,20.19,22.77,26.49,30.25,"38,910","42,000","47,370","55,100","62,920",,
NC,40580,"Rocky Mount, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,330,1.5,6.054,1.29,19.47,"40,500",1.7,13.35,16.06,18.54,23.02,28.78,"27,770","33,410","38,560","47,880","59,850",,
NC,48900,"Wilmington, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,90,2.6,0.691,0.97,37.06,"77,090",2.0,26.60,31.96,35.37,39.14,49.06,"55,320","66,480","73,570","81,420","102,050",,
NC,48900,"Wilmington, NC",33-3012,Correctional Officers and Jailers,detailed,390,0.0,3.155,1.03,16.91,"35,170",2.0,14.61,14.62,15.11,17.27,23.67,"30,390","30,400","31,430","35,930","49,240",,
NC,48900,"Wilmington, NC",33-3021,Detectives and Criminal Investigators,detailed,100,1.1,0.837,1.12,32.10,"66,770",4.8,20.29,21.91,24.56,38.69,60.89,"42,210","45,570","51,070","80,480","126,660",,
NC,48900,"Wilmington, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,810,2.1,6.538,1.40,21.21,"44,110",2.0,15.90,18.11,21.08,23.85,28.19,"33,070","37,680","43,840","49,610","58,640",,
NC,49180,"Winston-Salem, NC",33-1012,First-Line Supervisors of Police and Detectives,detailed,110,3.4,0.433,0.61,31.33,"65,180",2.0,22.01,25.26,30.45,36.52,42.68,"45,790","52,530","63,340","75,960","88,780",,
NC,49180,"Winston-Salem, NC",33-3012,Correctional Officers and Jailers,detailed,420,3.4,1.625,0.53,17.01,"35,380",3.1,13.41,14.66,16.59,18.54,22.12,"27,890","30,490","34,510","38,560","46,020",,
NC,49180,"Winston-Salem, NC",33-3021,Detectives and Criminal Investigators,detailed,210,2.0,0.829,1.11,24.31,"50,560",3.1,17.44,19.63,22.44,26.41,29.92,"36,270","40,830","46,670","54,920","62,240",,
NC,49180,"Winston-Salem, NC",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,140",1.7,4.392,0.94,20.29,"42,210",1.8,14.42,16.53,19.29,23.27,29.28,"30,000","34,380","40,130","48,390","60,910",,
NC,49180,"Winston-Salem, NC",33-9021,Private Detectives and Investigators,detailed,**,**,**,**,22.12,"46,000",4.2,16.33,18.27,21.33,24.34,30.26,"33,970","38,000","44,370","50,620","62,930",,
ND,13900,"Bismarck, ND",33-1012,First-Line Supervisors of Police and Detectives,detailed,60,5.2,0.848,1.19,36.93,"76,810",3.8,26.73,29.71,36.55,42.30,50.74,"55,600","61,790","76,030","87,980","105,540",,
ND,13900,"Bismarck, ND",33-3012,Correctional Officers and Jailers,detailed,260,10.0,3.516,1.14,19.89,"41,360",2.9,16.71,17.62,18.90,22.29,24.08,"34,770","36,640","39,310","46,370","50,080",,
ND,13900,"Bismarck, ND",33-3021,Detectives and Criminal Investigators,detailed,60,2.0,0.799,1.07,37.49,"77,980",6.2,25.56,31.39,34.97,42.68,54.13,"53,160","65,290","72,740","88,770","112,590",,
ND,13900,"Bismarck, ND",33-3051,Police and Sheriff's Patrol Officers,detailed,230,13.9,3.132,0.67,26.46,"55,030",2.0,20.63,22.47,25.87,29.41,33.02,"42,910","46,740","53,810","61,170","68,680",,
ND,22020,"Fargo, ND-MN",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,5.8,0.319,0.45,40.64,"84,540",2.9,28.16,32.67,37.66,45.43,60.44,"58,580","67,960","78,330","94,500","125,710",,
ND,22020,"Fargo, ND-MN",33-3012,Correctional Officers and Jailers,detailed,150,8.6,1.113,0.36,20.97,"43,610",2.1,16.23,17.53,19.85,23.70,27.78,"33,770","36,450","41,290","49,300","57,780",,
ND,22020,"Fargo, ND-MN",33-3021,Detectives and Criminal Investigators,detailed,60,1.7,0.459,0.61,40.66,"84,580",5.9,26.50,29.51,39.02,49.40,64.28,"55,120","61,390","81,170","102,740","133,710",,
ND,22020,"Fargo, ND-MN",33-3051,Police and Sheriff's Patrol Officers,detailed,390,7.4,2.851,0.61,28.29,"58,840",1.9,20.80,23.82,27.89,32.93,37.17,"43,250","49,540","58,010","68,480","77,320",,
ND,24220,"Grand Forks, ND-MN",33-1012,First-Line Supervisors of Police and Detectives,detailed,30,8.4,0.658,0.92,35.98,"74,830",4.3,25.08,27.66,32.45,38.47,65.96,"52,160","57,530","67,500","80,020","137,200",,
ND,24220,"Grand Forks, ND-MN",33-3012,Correctional Officers and Jailers,detailed,90,4.8,1.838,0.60,20.32,"42,270",3.7,16.45,18.42,20.66,22.62,23.91,"34,210","38,320","42,970","47,040","49,720",,
ND,24220,"Grand Forks, ND-MN",33-3021,Detectives and Criminal Investigators,detailed,40,0.0,0.890,1.19,43.91,"91,340",2.7,27.31,37.56,38.70,55.83,57.52,"56,800","78,120","80,490","116,120","119,640",,
ND,24220,"Grand Forks, ND-MN",33-3051,Police and Sheriff's Patrol Officers,detailed,100,15.2,1.909,0.41,24.76,"51,500",2.5,16.11,20.45,24.60,29.54,33.85,"33,510","42,540","51,170","61,440","70,400",,
NE,24260,"Grand Island, NE",33-3051,Police and Sheriff's Patrol Officers,detailed,190,5.0,4.575,0.98,25.43,"52,900",2.6,17.57,21.74,25.72,29.84,32.50,"36,550","45,230","53,490","62,060","67,590",,
NE,30700,"Lincoln, NE",33-1012,First-Line Supervisors of Police and Detectives,detailed,70,1.0,0.407,0.57,43.24,"89,940",2.3,28.33,37.54,43.73,49.65,57.52,"58,930","78,090","90,970","103,280","119,630",,
NE,30700,"Lincoln, NE",33-3021,Detectives and Criminal Investigators,detailed,70,0.0,0.415,0.56,28.80,"59,900",2.2,17.17,21.51,28.33,35.72,43.03,"35,710","44,740","58,930","74,310","89,500",,
NE,30700,"Lincoln, NE",33-3051,Police and Sheriff's Patrol Officers,detailed,430,0.0,2.452,0.52,30.51,"63,460",2.3,22.79,26.65,31.36,35.22,37.82,"47,410","55,440","65,230","73,260","78,670",,
NE,36540,"Omaha-Council Bluffs, NE-IA",33-1012,First-Line Supervisors of Police and Detectives,detailed,300,1.8,0.626,0.88,39.87,"82,940",2.1,31.16,33.74,38.09,45.15,53.62,"64,820","70,170","79,220","93,910","111,520",,
NE,36540,"Omaha-Council Bluffs, NE-IA",33-3012,Correctional Officers and Jailers,detailed,940,4.3,1.950,0.63,22.66,"47,140",3.5,15.73,16.99,21.62,27.61,32.34,"32,730","35,340","44,980","57,440","67,260",,
NE,36540,"Omaha-Council Bluffs, NE-IA",33-3021,Detectives and Criminal Investigators,detailed,160,0.6,0.329,0.44,40.05,"83,300",2.3,21.99,27.45,36.42,54.14,60.90,"45,740","57,090","75,740","112,610","126,670",,
NE,36540,"Omaha-Council Bluffs, NE-IA",33-3051,Police and Sheriff's Patrol Officers,detailed,"1,660",2.2,3.442,0.73,29.81,"61,990",2.5,20.39,25.53,30.93,35.32,38.07,"42,410","53,100","64,330","73,460","79,190",,
NH,73050,"Dover-Durham, NH-ME",33-1012,First-Line Supervisors of Police and Detectives,detailed,40,12.0,0.806,1.13,35.59,"74,030",1.9,28.00,32.37,35.71,39.21,44.24,"58,230","67,330","74,280","81,560","92,020",,
NH,73050,"Dover-Durham, NH-ME",33-3051,Police and Sheriff's Patrol Officers,detailed,310,8.5,6.008,1.28,24.67,"51,310",2.6,17.60,20.77,24.31,28.68,31.81,"36,600","43,210","50,560","59,650","66,170",,
NH,74950,"Manchester, NH",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,4.3,0.469,0.66,44.82,"93,240",3.6,27.42,32.68,43.29,53.49,70.03,"57,030","67,970","90,040","111,260","145,660",,
NH,74950,"Manchester, NH",33-3021,Detectives and Criminal Investigators,detailed,80,3.0,0.695,0.93,47.62,"99,050",4.9,26.82,32.37,40.12,66.68,70.38,"55,790","67,340","83,460","138,690","146,380",,
NH,74950,"Manchester, NH",33-3051,Police and Sheriff's Patrol Officers,detailed,**,**,**,**,26.98,"56,110",3.6,17.56,20.78,26.01,32.68,37.87,"36,530","43,220","54,100","67,960","78,770",,
NH,75404,"Nashua, NH-MA NECTA Division",33-1012,First-Line Supervisors of Police and Detectives,detailed,80,4.8,0.628,0.88,42.06,"87,490",2.4,32.51,35.74,41.32,47.61,55.27,"67,620","74,330","85,940","99,030","114,960",,
NH,75404,"Nashua, NH-MA NECTA Division",33-3021,Detectives and Criminal Investigators,detailed,50,1.3,0.356,0.48,36.80,"76,540",2.3,25.76,31.39,36.22,43.25,48.26,"53,580","65,290","75,340","89,970","100,380",,
NH,75404,"Nashua, NH-MA NECTA Division",33-3051,Police and Sheriff's Patrol Officers,detailed,420,4.7,3.287,0.70,30.95,"64,380",2.4,21.96,26.26,31.59,35.70,38.26,"45,680","54,620","65,700","74,250","79,580",,
NH,76900,"Portsmouth, NH-ME",33-1012,First-Line Supervisors of Police and Detectives,detailed,50,4.3,0.543,0.76,38.70,"80,490",2.7,28.88,32.91,36.80,41.55,51.73,"60,070","68,450","76,540","86,420","107,600",,
NH,76900,"Portsmouth, NH-ME",33-3021,Detectives and Criminal Investigators,detailed,40,3.4,0.473,0.63,43.93,"91,370",9.9,25.94,27.44,32.96,64.81,70.38,"53,950","57,080","68,550","134,810","146,380",,
NH,76900,"Portsmouth, NH-ME",33-3051,Police and Sheriff's Patrol Officers,detailed,320,7.3,3.479,0.74,24.76,"51,490",2.2,18.97,20.99,24.21,28.63,31.36,"39,450","43,650","50,360","59,560","65,220",,
