Unnamed: 0,County,State,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens
1757,Holt County, Nebraska,10360.0,45.3,49607.0,26267.0,990.0,9.555984555984557,71.0
2535,Wise County, Virginia,40074.0,40.0,36352.0,20896.0,7865.0,19.626191545640566,1581.0
3188,Manati Municipio, Puerto Rico,41468.0,40.0,18534.0,10216.0,19121.0,46.11025368959197,2261.0
855,Audubon County, Iowa,5793.0,48.3,47048.0,30085.0,651.0,11.237700673226307,84.0
3136,Sublette County, Wyoming,10032.0,37.5,76004.0,30295.0,775.0,7.725279106858053,160.0
1236,Carbon County, Montana,10340.0,49.6,52869.0,30461.0,1108.0,10.715667311411993,197.0
1952,Anson County, North Carolina,25883.0,39.9,34656.0,17548.0,5484.0,21.187652126878646,1703.0
98,Jefferson County, Alabama,659096.0,37.5,47220.0,28162.0,116750.0,17.7136562807239,26632.0
413,Chattooga County, Georgia,25046.0,40.3,35245.0,17381.0,5182.0,20.6899305278288,1016.0
168,Pima County, Arizona,1003338.0,38.1,46764.0,26204.0,186299.0,18.56792028209836,43458.0
1279,Barnstable County, Massachusetts,214703.0,51.8,65382.0,39104.0,17433.0,8.119588454749119,6965.0
2341,Lawrence County, Pennsylvania,88528.0,44.6,45764.0,25614.0,12374.0,13.977498644496656,2736.0
68,Butler County, Alabama,20280.0,40.6,34315.0,19011.0,5126.0,25.27613412228797,849.0
1594,Jefferson County, Missouri,222453.0,38.8,58232.0,26021.0,24089.0,10.828804286748214,8594.0
1620,Wayne County, North Carolina,124447.0,37.0,40457.0,21674.0,26475.0,21.274116692246498,6687.0
491,Murray County, Georgia,39358.0,37.4,38136.0,17856.0,7315.0,18.58580212409167,1613.0
1093,Gallatin County, Kentucky,8543.0,37.2,51180.0,21452.0,1131.0,13.238909048343675,230.0
1751,Greeley County, Nebraska,2447.0,45.8,48220.0,25054.0,211.0,8.622803432774827,19.0
2616,Carson County, Texas,6027.0,40.4,64554.0,28943.0,351.0,5.823792931806869,65.0
1441,Rice County, Minnesota,65116.0,36.5,61683.0,27856.0,6678.0,10.255543952331225,1548.0
2878,Washington County, Vermont,58963.0,43.3,58171.0,31464.0,6487.0,11.001814697352577,1533.0
3027,Pendleton County, West Virginia,7291.0,49.6,37035.0,23325.0,1307.0,17.926210396379098,123.0
