,County,State,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens,Men in Law-Enforcement,Women in Law-Enforcement,Law-Enforcement per 1000,Unemployment Rate (%)
877,Decatur,Iowa,8210.0,36.8,38467.0,20808.0,1552.0,18.90377588306943,227.0,8.0,0.0,0.97442143727162,2.7649208282582216
878,Delaware,Iowa,17445.0,43.2,59452.0,29978.0,1645.0,9.42963599885354,328.0,49.0,3.0,2.9807967899111496,1.880194898251648
879,Des Moines,Iowa,40114.0,42.2,44516.0,25151.0,6574.0,16.388293363912847,1153.0,108.0,27.0,3.365408585531236,2.8743082215685294
880,Dickinson,Iowa,17046.0,48.8,57914.0,36042.0,1153.0,6.7640502170597205,315.0,48.0,14.0,3.6372169423911767,1.8479408658922916
881,Dubuque,Iowa,96359.0,38.5,56154.0,28526.0,11616.0,12.054919623491319,2091.0,251.0,32.0,2.9369337581336463,2.1700100665220683
882,Emmet,Iowa,9820.0,42.5,45536.0,27807.0,1223.0,12.45417515274949,273.0,23.0,0.0,2.3421588594704685,2.780040733197556
883,Fayette,Iowa,20391.0,43.1,47711.0,26002.0,2581.0,12.657544995341082,452.0,46.0,4.0,2.452062184296994,2.2166642146044824
884,Floyd,Iowa,16004.0,44.5,46406.0,26929.0,2219.0,13.86528367908023,290.0,19.0,14.0,2.0619845038740316,1.8120469882529369
885,Franklin,Iowa,10393.0,42.5,47524.0,24909.0,1509.0,14.519388049648802,279.0,11.0,1.0,1.154623304147022,2.6844991821418263
886,Fremont,Iowa,7019.0,46.3,52922.0,29553.0,713.0,10.158142185496509,136.0,28.0,24.0,7.408462743980624,1.9375979484257018
887,Greene,Iowa,9083.0,45.0,47264.0,26103.0,950.0,10.459099416492348,276.0,36.0,2.0,4.183639766596939,3.038643619949356
888,Grundy,Iowa,12373.0,42.5,61606.0,32953.0,722.0,5.835286510951265,243.0,28.0,3.0,2.5054554271397396,1.9639537703063121
889,Guthrie,Iowa,10691.0,45.9,52702.0,29938.0,1116.0,10.438686745861004,182.0,25.0,0.0,2.3384154896642038,1.7023664764755402
890,Hamilton,Iowa,15227.0,43.0,53970.0,28076.0,1612.0,10.586458264924149,232.0,25.0,0.0,1.6418204505155316,1.5236093780784132
891,Hancock,Iowa,11006.0,44.2,54813.0,27732.0,1026.0,9.32218789751045,101.0,40.0,8.0,4.361257495911321,0.9176812647646738
892,Hardin,Iowa,17324.0,44.4,51821.0,27657.0,1328.0,7.665666127915031,300.0,80.0,23.0,5.945509120295544,1.7317016855229739
893,Harrison,Iowa,14335.0,44.0,55845.0,27984.0,1474.0,10.282525287757238,211.0,16.0,3.0,1.3254272758981513,1.4719218695500522
894,Henry,Iowa,19941.0,40.7,49606.0,24380.0,2508.0,12.57710245223409,460.0,155.0,14.0,8.47500125369841,2.306805074971165
895,Howard,Iowa,9430.0,42.1,49199.0,25567.0,1063.0,11.27253446447508,175.0,21.0,0.0,2.226935312831389,1.855779427359491
896,Humboldt,Iowa,9607.0,43.3,47478.0,28654.0,1286.0,13.38607265535547,185.0,23.0,4.0,2.810450713021755,1.9256791922556467
897,Ida,Iowa,7041.0,44.7,49957.0,29750.0,760.0,10.793921317994602,134.0,0.0,0.0,0.0,1.9031387586990485
898,Iowa,Iowa,16326.0,41.8,55099.0,28640.0,1575.0,9.647188533627343,160.0,48.0,8.0,3.430111478623055,0.9800318510351587
899,Jackson,Iowa,19529.0,44.6,49115.0,25865.0,2653.0,13.584924983358082,478.0,58.0,0.0,2.969942137334221,2.4476419683547546
900,Jasper,Iowa,36715.0,42.6,55503.0,26507.0,3227.0,8.78932316491897,907.0,136.0,53.0,5.147759771210677,2.4703799536973987
901,Jefferson,Iowa,17662.0,41.1,45257.0,25120.0,2504.0,14.177329860717926,568.0,63.0,1.0,3.623598686445476,3.2159438342203606
902,Johnson,Iowa,142006.0,29.9,56808.0,31981.0,23911.0,16.838020928693155,2667.0,338.0,44.0,2.6900271819500587,1.8780896581834572
903,Jones,Iowa,20481.0,43.8,55507.0,27891.0,2034.0,9.931155705287829,444.0,64.0,36.0,4.882574093061862,2.167862897319467
904,Keokuk,Iowa,10234.0,44.1,45227.0,24650.0,1296.0,12.663670119210474,284.0,23.0,2.0,2.4428376001563414,2.775063513777604
905,Kossuth,Iowa,15226.0,45.9,54231.0,29086.0,1454.0,9.54945487981085,144.0,64.0,9.0,4.794430579272297,0.9457506896098777
906,Lee,Iowa,35172.0,43.4,44568.0,23470.0,5615.0,15.964403502786308,1382.0,324.0,63.0,11.003070624360285,3.92926191288525
907,Linn,Iowa,218076.0,37.2,60989.0,31854.0,19912.0,9.130761752783433,5111.0,431.0,98.0,2.4257598268493554,2.3436783506667402
908,Louisa,Iowa,11251.0,40.7,51615.0,26093.0,1392.0,12.3722335792374,248.0,14.0,11.0,2.222024708914763,2.204248511243445
909,Lucas,Iowa,8700.0,45.5,48768.0,26119.0,910.0,10.459770114942529,224.0,21.0,0.0,2.413793103448276,2.574712643678161
910,Lyon,Iowa,11730.0,38.2,59888.0,27874.0,675.0,5.754475703324808,116.0,60.0,2.0,5.285592497868713,0.9889173060528559
911,Madison,Iowa,15661.0,40.9,60326.0,29430.0,1054.0,6.730093863737948,393.0,56.0,0.0,3.5757614456292703,2.5094183002362556
912,Mahaska,Iowa,22324.0,39.9,49599.0,25823.0,3010.0,13.483246729976706,737.0,18.0,9.0,1.209460670130801,3.301379681060742
913,Marion,Iowa,33197.0,39.2,57412.0,27020.0,3108.0,9.362291773353014,692.0,37.0,18.0,1.6567762147181975,2.084525710154532
914,Marshall,Iowa,40735.0,38.7,54193.0,25197.0,4267.0,10.475021480299496,1212.0,103.0,10.0,2.7740272492942184,2.975328341720879
915,Mills,Iowa,14841.0,42.8,66203.0,29492.0,1203.0,8.105922781483727,293.0,66.0,8.0,4.986186914628394,1.974260494575837
916,Mitchell,Iowa,10757.0,43.7,52564.0,25990.0,970.0,9.017384029004369,196.0,30.0,2.0,2.9748071023519564,1.8220693501905736
917,Monona,Iowa,9013.0,47.0,41455.0,26394.0,1273.0,14.124043048929325,182.0,14.0,3.0,1.8861644291578832,2.019305447686675
918,Monroe,Iowa,7964.0,43.2,47515.0,25233.0,1032.0,12.958312405826218,229.0,27.0,27.0,6.7805123053741845,2.8754394776494228
919,Montgomery,Iowa,10380.0,45.2,42641.0,23626.0,1529.0,14.730250481695569,437.0,22.0,3.0,2.4084778420038533,4.2100192678227355
920,Muscatine,Iowa,42949.0,38.0,55971.0,27029.0,4802.0,11.180702693892757,1000.0,40.0,8.0,1.1176046008056066,2.328342918345014
921,O'Brien,Iowa,14055.0,43.4,52474.0,30933.0,1278.0,9.092849519743863,201.0,41.0,5.0,3.272856634649591,1.4300960512273213
922,Osceola,Iowa,6154.0,44.3,48457.0,25936.0,631.0,10.253493662658434,93.0,11.0,1.0,1.9499512512187196,1.5112122196945077
923,Page,Iowa,15552.0,44.0,46128.0,25461.0,2193.0,14.10108024691358,322.0,93.0,2.0,6.108539094650205,2.0704732510288064
924,Palo Alto,Iowa,9155.0,42.6,49109.0,26776.0,797.0,8.705625341343529,98.0,87.0,6.0,10.158383397050791,1.0704533042053523
925,Plymouth,Iowa,24972.0,41.5,60339.0,28975.0,2111.0,8.453467884030113,473.0,72.0,4.0,3.04340861765177,1.8941214159859041
926,Pocahontas,Iowa,7061.0,47.3,46250.0,27599.0,885.0,12.533635462399094,172.0,25.0,4.0,4.1070669876788,2.435915592692253
927,Polk,Iowa,459159.0,35.0,61684.0,32232.0,55972.0,12.190112793171863,13359.0,1043.0,223.0,2.7572148210097156,2.9094496677621478
928,Pottawattamie,Iowa,93198.0,39.3,53260.0,27948.0,10668.0,11.446597566471384,2400.0,292.0,51.0,3.680336487907466,2.5751625571364194
929,Poweshiek,Iowa,18622.0,41.0,50725.0,26583.0,1687.0,9.059177317151756,432.0,18.0,11.0,1.5572978197830523,2.319836752228547
930,Ringgold,Iowa,5054.0,46.0,46927.0,26175.0,533.0,10.546102097348635,117.0,6.0,0.0,1.187178472497032,2.3149980213692123
931,Sac,Iowa,10034.0,45.9,49570.0,27088.0,997.0,9.936216862666932,202.0,53.0,12.0,6.477974885389675,2.013155272074945
932,Scott,Iowa,171116.0,37.7,56454.0,30037.0,20413.0,11.929334486547138,4292.0,509.0,110.0,3.61742911241497,2.5082400243109935
933,Shelby,Iowa,11944.0,47.0,52757.0,28178.0,1174.0,9.829202947086403,212.0,19.0,0.0,1.5907568653717348,1.7749497655726727
934,Sioux,Iowa,34621.0,33.3,63466.0,27037.0,2444.0,7.059299269229658,338.0,57.0,18.0,2.1663152421940444,0.9762860691487826
935,Story,Iowa,94834.0,25.8,51201.0,26032.0,19039.0,20.076133032456713,2817.0,306.0,43.0,3.6801147267857517,2.970453634772339
936,Tama,Iowa,17423.0,43.2,53833.0,26144.0,2195.0,12.598289617172703,502.0,30.0,0.0,1.7218619066750847,2.881248923836308
937,Taylor,Iowa,6209.0,43.4,46510.0,26188.0,802.0,12.916733773554517,103.0,25.0,5.0,4.83169592526977,1.6588822676759545
938,Union,Iowa,12539.0,40.3,45934.0,25140.0,1585.0,12.640561448281362,274.0,47.0,16.0,5.024324108780604,2.185182231437914
939,Van Buren,Iowa,7380.0,44.8,46769.0,23765.0,1060.0,14.363143631436314,128.0,39.0,4.0,5.826558265582656,1.7344173441734418
940,Wapello,Iowa,35242.0,39.5,42494.0,23116.0,6033.0,17.11877872992452,1224.0,66.0,7.0,2.071392088984734,3.47312865331139
941,Warren,Iowa,48170.0,38.2,67090.0,31525.0,3402.0,7.062487025119369,1385.0,180.0,8.0,3.9028440938343367,2.8752335478513595
942,Washington,Iowa,22115.0,41.2,56864.0,27933.0,1947.0,8.803979199638254,503.0,51.0,0.0,2.3061270630793578,2.274474338684151
943,Wayne,Iowa,6403.0,43.9,42088.0,22461.0,924.0,14.430735592690926,87.0,12.0,5.0,2.6550054661877245,1.3587380915196001
944,Webster,Iowa,37050.0,39.5,42196.0,23921.0,5362.0,14.472334682860998,1189.0,157.0,7.0,4.426450742240216,3.2091767881241564
945,Winnebago,Iowa,10580.0,42.8,49278.0,25917.0,1023.0,9.669187145557656,366.0,21.0,3.0,2.268431001890359,3.459357277882798
946,Winneshiek,Iowa,20789.0,40.6,57009.0,27240.0,1472.0,7.080667660782145,310.0,31.0,2.0,1.5873779402568666,1.4911732166049354
947,Woodbury,Iowa,102426.0,35.3,49010.0,24469.0,14084.0,13.750414933708239,2729.0,177.0,61.0,2.3236287661335986,2.6643625641926856
948,Worth,Iowa,7562.0,44.6,49472.0,25661.0,775.0,10.248611478444856,252.0,17.0,0.0,2.24808251785242,3.33245173234594
949,Wright,Iowa,12891.0,44.4,46071.0,27111.0,1625.0,12.60569389496548,387.0,16.0,0.0,1.241176014273524,3.0020944845240862
950,Allen,Kansas,12951.0,41.7,40911.0,21577.0,1916.0,14.794224384217435,329.0,30.0,0.0,2.3164234422052354,2.540344374951741
951,Anderson,Kansas,7858.0,42.0,42146.0,21851.0,1171.0,14.902010689742937,141.0,25.0,0.0,3.181471112242301,1.794349707304658
952,Atchison,Kansas,16557.0,36.6,46103.0,23151.0,2941.0,17.762879748746755,549.0,124.0,19.0,8.636830343661291,3.315818082986048
953,Barber,Kansas,4831.0,44.3,49455.0,26040.0,674.0,13.951562823432,77.0,14.0,0.0,2.897950734837508,1.5938729041606294
954,Barton,Kansas,27214.0,40.1,44449.0,25474.0,4137.0,15.201734401411038,787.0,101.0,50.0,5.548614683618725,2.891893878150952
955,Bourbon,Kansas,14751.0,38.1,41529.0,21158.0,2489.0,16.87343230967392,172.0,129.0,10.0,9.423089960002711,1.1660226425327096
956,Brown,Kansas,9810.0,42.9,44672.0,23247.0,1408.0,14.352701325178389,188.0,30.0,28.0,5.9123343527013255,1.9164118246687054
957,Butler,Kansas,66264.0,38.0,60338.0,27888.0,6171.0,9.312749003984063,1764.0,269.0,86.0,5.357358445007847,2.662078956899674
958,Chase,Kansas,2694.0,46.2,41889.0,24353.0,324.0,12.026726057906458,50.0,9.0,0.0,3.34075723830735,1.855976243504083
959,Chautauqua,Kansas,3470.0,49.0,37927.0,23398.0,504.0,14.52449567723343,100.0,4.0,0.0,1.1527377521613833,2.881844380403458
960,Cherokee,Kansas,20737.0,41.7,41240.0,20371.0,3315.0,15.98591888894247,630.0,77.0,16.0,4.484737425857164,3.0380479336451756
961,Cheyenne,Kansas,2679.0,48.5,46058.0,27608.0,234.0,8.734602463605823,22.0,6.0,0.0,2.2396416573348263,0.8212019410227697
962,Clark,Kansas,2131.0,44.5,42976.0,24322.0,281.0,13.186297512904739,20.0,6.0,0.0,2.8155795401220085,0.9385265133740028
963,Clay,Kansas,8346.0,42.0,53041.0,27715.0,797.0,9.549484783129643,132.0,2.0,0.0,0.23963575365444525,1.5815959741193386
964,Cloud,Kansas,9302.0,41.5,40947.0,24677.0,1154.0,12.40593420769727,282.0,37.0,15.0,5.590195656847989,3.0316061062137174
965,Coffey,Kansas,8433.0,44.4,57442.0,30242.0,892.0,10.577493181548677,207.0,54.0,7.0,7.233487489624096,2.454642475987193
966,Comanche,Kansas,1898.0,47.0,43542.0,24574.0,156.0,8.219178082191782,47.0,5.0,0.0,2.6343519494204424,2.476290832455216
967,Cowley,Kansas,35977.0,38.0,44960.0,22249.0,5546.0,15.415404286071658,1029.0,214.0,41.0,7.087861689412681,2.8601606581982932
968,Crawford,Kansas,39281.0,32.5,37607.0,20642.0,8176.0,20.814134059723532,1152.0,95.0,6.0,2.571217637025534,2.932715562231104
969,Decatur,Kansas,2886.0,52.1,41362.0,29729.0,373.0,12.924462924462924,40.0,2.0,2.0,1.386001386001386,1.386001386001386
970,Dickinson,Kansas,19384.0,41.7,48093.0,24454.0,2131.0,10.993602971522906,529.0,16.0,40.0,2.8889806025588114,2.7290548906314487
971,Doniphan,Kansas,7793.0,39.6,49375.0,23986.0,873.0,11.202361093288848,202.0,28.0,8.0,4.619530347747979,2.5920698062363656
972,Douglas,Kansas,116352.0,29.1,52698.0,28302.0,20668.0,17.763338833883388,3522.0,411.0,148.0,4.804386688668867,3.0270214521452146
973,Edwards,Kansas,2975.0,45.4,48684.0,26567.0,318.0,10.6890756302521,23.0,9.0,8.0,5.714285714285714,0.773109243697479
974,Elk,Kansas,2635.0,50.8,37393.0,22040.0,449.0,17.039848197343453,64.0,4.0,3.0,2.656546489563567,2.428842504743833
975,Ellis,Kansas,29032.0,32.0,50140.0,27103.0,4008.0,13.80545604849821,565.0,99.0,0.0,3.4100303113805457,1.9461284100303116
976,Ellsworth,Kansas,6375.0,43.8,49134.0,23851.0,460.0,7.215686274509804,96.0,123.0,8.0,20.54901960784314,1.5058823529411764
977,Finney,Kansas,36983.0,30.5,50712.0,22551.0,5790.0,15.655841873293134,930.0,100.0,63.0,4.407430441013439,2.5146689019279127
978,Ford,Kansas,34492.0,31.1,49688.0,20749.0,5871.0,17.0213382813406,1262.0,83.0,14.0,2.8122463179867796,3.6588194363910467
979,Franklin,Kansas,25663.0,39.3,51465.0,24597.0,3357.0,13.081089506293107,801.0,64.0,12.0,2.9614620270428245,3.121225110080661
980,Geary,Kansas,36818.0,26.2,45243.0,21309.0,4482.0,12.173393448856537,1282.0,231.0,45.0,7.496333315226248,3.4819925036666843
981,Gove,Kansas,2682.0,47.7,46681.0,26746.0,241.0,8.985831469052945,25.0,4.0,1.0,1.8642803877703207,0.9321401938851605
982,Graham,Kansas,2577.0,50.3,45982.0,27569.0,262.0,10.16686069072565,21.0,3.0,7.0,3.880481179666279,0.8149010477299184
983,Grant,Kansas,7748.0,32.6,54919.0,24173.0,870.0,11.228704181724316,191.0,107.0,0.0,13.810015487867837,2.4651522973670623
984,Gray,Kansas,6037.0,35.8,59629.0,26536.0,495.0,8.199436806360776,95.0,20.0,0.0,3.3129037601457676,1.5736292860692398
985,Greeley,Kansas,1235.0,49.0,47000.0,26040.0,85.0,6.882591093117409,7.0,6.0,0.0,4.858299595141701,0.5668016194331984
986,Greenwood,Kansas,6304.0,48.6,39671.0,23972.0,890.0,14.118020304568528,121.0,71.0,0.0,11.26269035532995,1.919416243654822
987,Hamilton,Kansas,2567.0,32.8,48523.0,21863.0,282.0,10.985586287495131,24.0,11.0,0.0,4.285157771717959,0.9349435138293729
988,Harper,Kansas,5798.0,43.2,46886.0,25944.0,771.0,13.297688858226975,124.0,27.0,4.0,5.346671265953777,2.138668506381511
989,Harvey,Kansas,34814.0,38.7,52463.0,25320.0,4180.0,12.006663985752859,638.0,184.0,15.0,5.716091227667031,1.8325960820359626
990,Haskell,Kansas,4087.0,36.2,55453.0,22886.0,521.0,12.74773672620504,78.0,16.0,0.0,3.914851969659897,1.9084903352091998
991,Hodgeman,Kansas,1919.0,48.9,56250.0,33661.0,108.0,5.627931214174049,14.0,2.0,0.0,1.0422094841063052,0.7295466388744137
992,Jackson,Kansas,13365.0,41.3,54700.0,26027.0,1075.0,8.043396932285821,344.0,75.0,20.0,7.10811821922933,2.5738870183314626
993,Jefferson,Kansas,18880.0,43.7,56777.0,26328.0,1690.0,8.951271186440678,684.0,142.0,13.0,8.209745762711865,3.6228813559322033
994,Jewell,Kansas,3003.0,51.2,37750.0,23282.0,454.0,15.118215118215119,31.0,6.0,1.0,2.331002331002331,1.0323010323010324
995,Johnson,Kansas,572428.0,37.1,78186.0,41415.0,34189.0,5.9726288721026926,13088.0,1369.0,389.0,3.0711285960854466,2.2864010845032037
996,Kearny,Kansas,3943.0,35.1,49396.0,23213.0,483.0,12.249556175500887,43.0,5.0,0.0,1.2680699974638598,1.0905401978189198
997,Kingman,Kansas,7697.0,45.4,56142.0,28911.0,662.0,8.600753540340392,214.0,24.0,0.0,3.118097960244251,2.780304014551124
998,Kiowa,Kansas,2520.0,40.8,44896.0,24895.0,254.0,10.079365079365079,51.0,9.0,0.0,3.571428571428571,2.0238095238095237
999,Labette,Kansas,20833.0,40.9,41851.0,21648.0,3699.0,17.755484087745405,537.0,105.0,13.0,5.664090625450007,2.577641242259876
1000,Lane,Kansas,1687.0,43.0,58077.0,31329.0,148.0,8.772969768820392,33.0,9.0,0.0,5.334914048606994,1.956135151155898
1001,Leavenworth,Kansas,78785.0,37.3,66046.0,28743.0,7238.0,9.187027987561084,1795.0,805.0,140.0,11.994669035984007,2.2783524782636286
1002,Lincoln,Kansas,3134.0,46.1,49583.0,25070.0,325.0,10.370134014039566,105.0,11.0,0.0,3.5098915124441605,3.350350989151244
1003,Linn,Kansas,9524.0,43.4,45790.0,27368.0,1413.0,14.836203275934482,282.0,31.0,2.0,3.4649307013859727,2.960940781184376
1004,Logan,Kansas,2800.0,41.3,48205.0,27837.0,264.0,9.428571428571429,52.0,33.0,0.0,11.785714285714286,1.8571428571428572
1005,Lyon,Kansas,33401.0,32.8,40611.0,23317.0,6671.0,19.97245591449358,1193.0,115.0,0.0,3.443010688302745,3.5717493488218914
1006,McPherson,Kansas,29164.0,41.8,56783.0,28722.0,1833.0,6.285146070497874,378.0,64.0,38.0,3.4974626251542995,1.2961185022630641
1007,Marion,Kansas,12213.0,45.1,47926.0,24234.0,1243.0,10.17767952182101,280.0,33.0,11.0,3.6027184148038973,2.2926389912388436
1008,Marshall,Kansas,9963.0,45.2,47532.0,26978.0,923.0,9.264277827963465,170.0,14.0,0.0,1.4051992371775568,1.7063133594298907
1009,Meade,Kansas,4310.0,39.6,52960.0,24253.0,591.0,13.712296983758701,52.0,18.0,0.0,4.176334106728539,1.2064965197215778
1010,Miami,Kansas,32787.0,40.8,63353.0,30184.0,3079.0,9.390917131790038,720.0,88.0,22.0,3.3549882575410983,2.195992314026901
1011,Mitchell,Kansas,6299.0,43.8,49755.0,27432.0,697.0,11.06524845213526,87.0,7.0,9.0,2.5400857278933167,1.3811716145419908
1012,Montgomery,Kansas,33765.0,40.0,42646.0,22181.0,6225.0,18.436250555308753,1150.0,141.0,6.0,4.353620613060862,3.405893676884348
1013,Morris,Kansas,5694.0,47.7,48551.0,25135.0,492.0,8.640674394099051,78.0,28.0,5.0,5.795574288724974,1.36986301369863
1014,Morton,Kansas,3033.0,41.0,44100.0,23115.0,297.0,9.792284866468842,117.0,8.0,3.0,3.6267721727662376,3.857566765578635
1015,Nemaha,Kansas,10177.0,41.2,50400.0,26208.0,1078.0,10.592512528249975,96.0,49.0,0.0,4.814778421931806,0.9433035275621499
1016,Neosho,Kansas,16358.0,39.9,43867.0,22759.0,3113.0,19.03044381953784,278.0,20.0,10.0,1.833965032400049,1.6994742633573787
1017,Ness,Kansas,3047.0,46.8,47298.0,28184.0,338.0,11.09287824089268,51.0,8.0,3.0,3.6101083032490977,1.6737774860518542
1018,Norton,Kansas,5558.0,43.7,47651.0,23039.0,419.0,7.538682979489025,46.0,43.0,30.0,13.134220942785175,0.8276358402302987
1019,Osage,Kansas,16001.0,42.7,52171.0,25880.0,1826.0,11.411786763327292,610.0,31.0,8.0,2.437347665770889,3.8122617336416473
1020,Osborne,Kansas,3746.0,48.3,41432.0,27824.0,631.0,16.844634276561667,70.0,11.0,0.0,2.936465563267485,1.868659903897491
1021,Ottawa,Kansas,6004.0,42.2,52241.0,26749.0,501.0,8.344437041972018,133.0,12.0,4.0,2.664890073284477,2.2151898734177213
1022,Pawnee,Kansas,6840.0,43.7,46227.0,25193.0,423.0,6.184210526315789,36.0,36.0,2.0,5.555555555555555,0.5263157894736842
1023,Phillips,Kansas,5484.0,44.9,45940.0,25364.0,503.0,9.172137126185266,86.0,44.0,5.0,8.935083880379285,1.5681983953318748
1024,Pottawatomie,Kansas,22920.0,34.8,62500.0,27199.0,2045.0,8.922338568935428,486.0,19.0,7.0,1.1343804537521816,2.1204188481675392
1025,Pratt,Kansas,9729.0,38.8,48995.0,25745.0,1226.0,12.601500668105663,247.0,13.0,0.0,1.3362113269606333,2.538801521225203
1026,Rawlins,Kansas,2557.0,50.3,49327.0,27250.0,204.0,7.978099335158388,30.0,5.0,0.0,1.9554165037152915,1.173249902229175
1027,Reno,Kansas,63803.0,40.1,46000.0,24313.0,8727.0,13.678040217544629,1602.0,587.0,59.0,10.124915756312399,2.5108537216118365
1028,Republic,Kansas,4768.0,50.9,41489.0,26029.0,530.0,11.115771812080537,90.0,20.0,9.0,6.082214765100671,1.8875838926174497
1029,Rice,Kansas,9949.0,37.7,46335.0,22596.0,1404.0,14.111971052367073,273.0,49.0,12.0,6.131269474319026,2.743994371293597
1030,Riley,Kansas,75026.0,24.9,46609.0,25087.0,14347.0,19.1227041292352,2139.0,262.0,73.0,4.465118758830272,2.851011649294911
1031,Rooks,Kansas,5160.0,43.7,46750.0,24919.0,673.0,13.042635658914728,108.0,19.0,31.0,9.689922480620154,2.0930232558139537
1032,Rush,Kansas,3144.0,48.3,40395.0,25002.0,230.0,7.315521628498728,83.0,6.0,0.0,1.9083969465648853,2.6399491094147582
1033,Russell,Kansas,6988.0,47.4,42656.0,24181.0,893.0,12.779049799656555,239.0,7.0,0.0,1.0017172295363481,3.4201488265598172
1034,Saline,Kansas,55547.0,37.6,48497.0,26477.0,7986.0,14.377014060165266,1326.0,128.0,92.0,3.9606099339298253,2.3871676238140673
1035,Scott,Kansas,4958.0,41.5,61886.0,31280.0,250.0,5.0423557886244454,132.0,0.0,45.0,9.076240419524002,2.662363856393707
1036,Sedgwick,Kansas,508221.0,34.8,51157.0,26672.0,75476.0,14.851019536776324,15382.0,1212.0,181.0,2.7409335702381448,3.026636050064834
1037,Seward,Kansas,23185.0,29.2,47507.0,20844.0,4285.0,18.481777010998492,998.0,77.0,0.0,3.3211127884408023,4.304507224498598
1038,Shawnee,Kansas,178567.0,38.8,52088.0,27534.0,25190.0,14.106749847396216,5348.0,571.0,155.0,4.065700829380569,2.994954274866017
1039,Sheridan,Kansas,2522.0,46.5,50822.0,29604.0,152.0,6.026962727993656,18.0,0.0,0.0,0.0,0.7137192704203014
1040,Sherman,Kansas,6038.0,38.1,47036.0,24494.0,1010.0,16.727393176548524,112.0,16.0,15.0,5.134150380920834,1.8549188473004308
1041,Smith,Kansas,3701.0,51.2,43913.0,27870.0,505.0,13.644960821399621,66.0,4.0,0.0,1.0807889759524452,1.7833018103215348
1042,Stafford,Kansas,4284.0,43.0,46830.0,25046.0,654.0,15.266106442577032,75.0,33.0,19.0,12.138188608776844,1.7507002801120448
1043,Stanton,Kansas,2115.0,39.2,44567.0,22383.0,153.0,7.23404255319149,12.0,16.0,0.0,7.565011820330969,0.5673758865248227
1044,Stevens,Kansas,5738.0,34.9,54333.0,23579.0,1014.0,17.67166260020913,99.0,14.0,0.0,2.4398745207389334,1.7253398396653887
1045,Sumner,Kansas,23509.0,40.5,50950.0,24764.0,2872.0,12.216597898677103,677.0,89.0,18.0,4.551448381470926,2.8797481815474923
1046,Thomas,Kansas,7909.0,36.2,52074.0,26241.0,756.0,9.558730560121381,87.0,44.0,2.0,5.816158806423062,1.1000126438234923
1047,Trego,Kansas,2927.0,50.4,54630.0,29651.0,123.0,4.202254868466006,24.0,7.0,0.0,2.3915271609156132,0.8199521694567817
1048,Wabaunsee,Kansas,6960.0,43.1,57791.0,25194.0,459.0,6.594827586206897,164.0,39.0,2.0,5.890804597701149,2.3563218390804597
1049,Wallace,Kansas,1584.0,42.5,45804.0,28875.0,158.0,9.974747474747474,53.0,8.0,0.0,5.050505050505051,3.345959595959596
1050,Washington,Kansas,5613.0,46.3,47045.0,24241.0,574.0,10.226260466773562,85.0,9.0,5.0,2.494209869944771,1.5143417067521825
1051,Wichita,Kansas,2168.0,40.5,57596.0,26194.0,127.0,5.857933579335794,28.0,0.0,0.0,0.0,1.2915129151291513
1052,Wilson,Kansas,8956.0,44.0,43594.0,23869.0,1456.0,16.25725770433229,253.0,14.0,5.0,2.121482804823582,2.8249218401071907
1053,Woodson,Kansas,3186.0,47.5,35321.0,20499.0,726.0,22.78719397363465,92.0,8.0,1.0,2.824858757062147,2.8876333961079723
1054,Wyandotte,Kansas,161777.0,33.5,40757.0,19282.0,36409.0,22.505671387156394,7450.0,653.0,142.0,4.914171977475166,4.605104557508175
1055,Adair,Kentucky,19156.0,40.8,33873.0,18463.0,4146.0,21.64334934224264,497.0,4.0,13.0,0.887450407183128,2.5944873668824386
1056,Allen,Kentucky,20421.0,40.3,41166.0,20607.0,3420.0,16.747465843984134,648.0,128.0,5.0,6.512903383771608,3.1732040546496254
1057,Anderson,Kentucky,21867.0,40.6,53513.0,24891.0,2453.0,11.217816801573147,829.0,90.0,19.0,4.984680111583665,3.7911007454154664
1058,Ballard,Kentucky,8216.0,42.9,43923.0,24459.0,1298.0,15.798442064264849,193.0,47.0,3.0,6.085686465433301,2.3490749756572544
1059,Barren,Kentucky,43287.0,40.2,39034.0,20130.0,9066.0,20.943932358444798,1535.0,133.0,41.0,4.019682583685633,3.546099290780142
1060,Bath,Kentucky,12113.0,40.3,34986.0,19590.0,2931.0,24.197143564765128,476.0,0.0,0.0,0.0,3.929662346239577
1061,Bell,Kentucky,27676.0,41.1,22603.0,13654.0,9776.0,35.32302355831768,902.0,36.0,0.0,1.3007660066483597,3.259141494435612
1062,Boone,Kentucky,125656.0,36.6,69165.0,31593.0,9856.0,7.84363659514866,3577.0,357.0,45.0,3.199210543069969,2.846660724517731
1063,Bourbon,Kentucky,20004.0,41.6,44232.0,24433.0,3347.0,16.731653669266148,755.0,25.0,0.0,1.2497500499900018,3.7742451509698056
1064,Boyd,Kentucky,48716.0,41.8,44140.0,25939.0,8795.0,18.053616881517367,1718.0,233.0,13.0,5.049675671237376,3.526562115116184
1065,Boyle,Kentucky,29650.0,40.7,40758.0,23276.0,4381.0,14.775716694772344,731.0,147.0,20.0,5.632377740303542,2.4654300168634067
1066,Bracken,Kentucky,8404.0,41.0,35887.0,21569.0,1718.0,20.442646358876726,335.0,0.0,0.0,0.0,3.9861970490242737
