,County,State,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens,Men in Law-Enforcement,Women in Law-Enforcement,Law-Enforcement per 1000,Unemployment Rate (%)
1611,Swain,North Carolina,14234.0,40.7,33598.0,20256.0,3277.0,23.02234087396375,420.0,118.0,6.0,8.711535759449205,2.9506814669102153
1612,Transylvania,North Carolina,33062.0,50.4,43918.0,25394.0,4598.0,13.90720464581695,962.0,191.0,11.0,6.1097332284798265,2.9096848345532633
1613,Tyrrell,North Carolina,4128.0,45.3,32165.0,17042.0,905.0,21.9234496124031,206.0,81.0,9.0,21.80232558139535,4.990310077519379
1614,Union,North Carolina,217614.0,37.7,67194.0,31185.0,20772.0,9.545341751909344,7538.0,922.0,205.0,5.1788947402281105,3.463931548521695
1615,Vance,North Carolina,44508.0,40.5,32733.0,18703.0,11177.0,25.112339354722746,2167.0,224.0,105.0,7.391929540756718,4.868787633683832
1616,Wake,North Carolina,998576.0,35.6,70620.0,35752.0,105133.0,10.528292288218424,31051.0,2768.0,1328.0,4.10184102161478,3.1095279678261845
1617,Warren,North Carolina,20324.0,46.5,33913.0,19563.0,4662.0,22.938397953158827,772.0,123.0,31.0,7.577248573115528,3.7984648691202523
1618,Washington,North Carolina,12503.0,44.9,33286.0,20423.0,2916.0,23.32240262337039,846.0,79.0,42.0,9.677677357434215,6.766376069743261
1619,Watauga,North Carolina,52745.0,30.1,39443.0,22892.0,14797.0,28.053843966252725,2315.0,76.0,7.0,1.5736088728789457,4.3890416153189875
1620,Wayne,North Carolina,124447.0,37.0,40457.0,21674.0,26475.0,21.274116692246498,6687.0,550.0,103.0,5.247213673290637,5.373371796829172
1621,Wilkes,North Carolina,68888.0,44.1,34846.0,20145.0,14278.0,20.726396469631865,2997.0,289.0,88.0,5.472651260016258,4.350540006967832
1622,Wilson,North Carolina,81617.0,40.3,40260.0,22519.0,18043.0,22.106914000759645,3198.0,359.0,78.0,5.35427668255388,3.9183013342808484
1623,Yadkin,North Carolina,37819.0,43.0,38623.0,21820.0,7112.0,18.805362383986886,1145.0,109.0,8.0,3.093683069356673,3.0275787302678547
1624,Yancey,North Carolina,17599.0,46.3,36993.0,21508.0,3713.0,21.09778964713904,718.0,216.0,7.0,12.671174498551053,4.079777260071595
1625,Adams,North Dakota,2348.0,45.1,53295.0,32594.0,241.0,10.264054514480408,25.0,0.0,1.0,0.42589437819420783,1.0647359454855196
1626,Barnes,North Dakota,11033.0,43.5,55778.0,34244.0,1025.0,9.290310885525242,165.0,90.0,0.0,8.157346143388018,1.4955134596211366
1627,Benson,North Dakota,6802.0,30.8,41530.0,20561.0,2270.0,33.37253748897383,158.0,15.0,3.0,2.646280505733608,2.3228462216995
1628,Billings,North Dakota,936.0,45.8,67969.0,40549.0,103.0,11.004273504273504,16.0,7.0,0.0,7.478632478632479,1.7094017094017095
1629,Bottineau,North Dakota,6650.0,45.2,55958.0,32661.0,569.0,8.556390977443609,80.0,35.0,0.0,5.263157894736842,1.2030075187969926
1630,Bowman,North Dakota,3238.0,42.6,62955.0,34388.0,242.0,7.473749227918468,39.0,23.0,0.0,7.103150092649783,1.2044471896232243
1631,Burke,North Dakota,2239.0,38.6,65521.0,35857.0,265.0,11.835640911121036,21.0,19.0,2.0,9.379187137114783,0.9379187137114784
1632,Burleigh,North Dakota,90560.0,36.7,66057.0,36093.0,6745.0,7.448100706713781,1122.0,288.0,42.0,3.6439929328621905,1.2389575971731448
1633,Cass,North Dakota,166852.0,32.0,54926.0,32485.0,19089.0,11.440677966101696,2940.0,251.0,203.0,2.720974276604416,1.7620406108407451
1634,Cavalier,North Dakota,3867.0,50.3,65645.0,39779.0,198.0,5.120248254460822,21.0,7.0,0.0,1.8101887768295837,0.5430566330488751
1635,Dickey,North Dakota,5160.0,43.2,55882.0,28843.0,417.0,8.081395348837209,73.0,8.0,0.0,1.550387596899225,1.4147286821705427
1636,Divide,North Dakota,2369.0,50.3,62470.0,41063.0,215.0,9.07555930772478,21.0,21.0,3.0,10.130856901646263,0.8864499788940482
1637,Dunn,North Dakota,4284.0,39.9,66964.0,40102.0,490.0,11.437908496732026,81.0,25.0,10.0,8.169934640522877,1.8907563025210083
1638,Eddy,North Dakota,2370.0,46.6,55489.0,33785.0,306.0,12.91139240506329,26.0,7.0,0.0,2.9535864978902953,1.0970464135021099
1639,Emmons,North Dakota,3426.0,51.1,45472.0,29467.0,403.0,11.762988908347928,53.0,0.0,0.0,0.0,1.5469935785172213
1640,Foster,North Dakota,3345.0,46.7,55625.0,30310.0,306.0,9.147982062780269,21.0,12.0,0.0,3.587443946188341,0.6278026905829596
1641,Golden Valley,North Dakota,1895.0,41.0,37014.0,26536.0,175.0,9.234828496042216,4.0,0.0,31.0,16.358839050131927,0.21108179419525064
1642,Grand Forks,North Dakota,69793.0,29.5,50652.0,29376.0,11507.0,16.48732680927887,1372.0,198.0,22.0,3.152178585244939,1.9658131904345708
1643,Grant,North Dakota,2369.0,53.6,45978.0,32200.0,315.0,13.296749683410722,33.0,9.0,5.0,5.90966652596032,1.3929928239763614
1644,Griggs,North Dakota,2311.0,51.9,50250.0,31866.0,161.0,6.96668109043704,20.0,10.0,0.0,4.327131112072696,0.865426222414539
1645,Hettinger,North Dakota,2639.0,48.6,55230.0,31074.0,207.0,7.843880257673361,31.0,12.0,6.0,6.820765441455097,1.1746873815839334
1646,Kidder,North Dakota,2419.0,45.9,58527.0,36779.0,170.0,7.0276973956180235,22.0,7.0,0.0,2.8937577511368335,0.9094667217858619
1647,LaMoure,North Dakota,4111.0,48.2,55900.0,36493.0,384.0,9.340792994405254,36.0,20.0,2.0,5.35149598637801,0.8756993432254926
1648,Logan,North Dakota,1939.0,52.6,55068.0,33272.0,130.0,6.704486848891181,18.0,8.0,3.0,5.673027333677154,0.9283135636926251
1649,McHenry,North Dakota,5912.0,42.4,60741.0,36072.0,583.0,9.861299052774019,79.0,2.0,0.0,0.33829499323410017,1.3362652232746954
1650,McIntosh,North Dakota,2737.0,52.6,43650.0,30620.0,253.0,9.243697478991596,15.0,5.0,4.0,3.288271830471319,0.5480453050785532
1651,McKenzie,North Dakota,10718.0,31.3,78179.0,37938.0,1361.0,12.698264601604777,205.0,51.0,10.0,5.691360328419481,1.9126702743049075
1652,McLean,North Dakota,9576.0,46.6,59976.0,34218.0,923.0,9.638680033416875,68.0,35.0,13.0,5.012531328320802,0.7101086048454469
1653,Mercer,North Dakota,8671.0,44.5,73801.0,34194.0,634.0,7.3117287510091105,119.0,23.0,0.0,2.6525198938992043,1.3723907277130667
1654,Morton,North Dakota,29633.0,37.5,63549.0,34715.0,2521.0,8.507407282421624,390.0,133.0,0.0,4.488239462761111,1.316100293591604
1655,Mountrail,North Dakota,9675.0,35.2,68082.0,39285.0,1122.0,11.5968992248062,210.0,62.0,14.0,7.855297157622738,2.1705426356589146
1656,Nelson,North Dakota,3032.0,52.6,51280.0,33895.0,253.0,8.344327176781002,13.0,56.0,0.0,18.469656992084435,0.4287598944591029
1657,Oliver,North Dakota,1768.0,49.2,66196.0,35524.0,72.0,4.072398190045249,20.0,35.0,0.0,19.79638009049774,1.1312217194570136
1658,Pembina,North Dakota,7136.0,48.1,56813.0,32779.0,415.0,5.815582959641255,114.0,65.0,5.0,9.809417040358746,1.5975336322869955
1659,Pierce,North Dakota,4373.0,46.9,43086.0,27926.0,766.0,17.51657900754631,33.0,1.0,0.0,0.228675966155957,0.7546306883146581
1660,Ramsey,North Dakota,11578.0,42.7,50776.0,30372.0,1217.0,10.511314562100535,69.0,16.0,1.0,1.468301951977889,0.5959578510969079
1661,Ransom,North Dakota,5457.0,44.8,57088.0,30822.0,487.0,8.924317390507605,68.0,9.0,0.0,1.6492578339747115,1.2461059190031152
1662,Carter,Montana,1295.0,51.0,46985.0,30728.0,160.0,12.355212355212355,17.0,3.0,0.0,2.3166023166023164,1.3127413127413128
1663,Cascade,Montana,82049.0,38.0,45469.0,26578.0,11694.0,14.25245889651306,1940.0,311.0,59.0,4.509500420480444,2.3644407610086655
1664,Chouteau,Montana,5837.0,41.1,38735.0,22247.0,1257.0,21.535035120781224,88.0,32.0,17.0,8.394723316772314,1.5076237793387013
1665,Custer,Montana,11980.0,40.7,50146.0,26742.0,1289.0,10.759599332220366,140.0,31.0,33.0,5.342237061769616,1.1686143572621035
1666,Daniels,Montana,1787.0,46.0,51108.0,33909.0,84.0,4.700615556799105,20.0,32.0,0.0,17.90710688304421,1.119194180190263
1667,Dawson,Montana,9431.0,41.4,57591.0,28438.0,1365.0,14.473544693033613,105.0,84.0,9.0,9.861096384264659,1.1133495917718164
1668,Deer Lodge,Montana,9176.0,47.3,39212.0,23192.0,1785.0,19.452920662598082,147.0,41.0,8.0,5.340017436791631,1.6020052310374893
1669,Fallon,Montana,2913.0,38.3,50114.0,31902.0,197.0,6.762787504291109,46.0,0.0,0.0,0.0,1.579128046687264
1670,Fergus,Montana,11429.0,46.9,42357.0,25788.0,1574.0,13.771983550616852,170.0,21.0,3.0,2.0999212529530142,1.4874442208417185
1671,Flathead,Montana,94696.0,42.1,48407.0,27083.0,12875.0,13.59613922446566,3099.0,291.0,23.0,3.3158739545492946,3.2725775111937145
1672,Gallatin,Montana,97958.0,33.2,57021.0,31909.0,12716.0,12.98107352130505,3043.0,192.0,105.0,3.0319116355989304,3.106433369403214
1673,Garfield,Montana,1061.0,45.5,42614.0,28159.0,71.0,6.691800188501413,0.0,0.0,0.0,0.0,0.0
1674,Glacier,Montana,13695.0,31.1,29181.0,16284.0,4502.0,32.87331142752829,556.0,47.0,0.0,3.4319094560058416,4.0598758671047825
1675,Golden Valley,Montana,730.0,54.6,44000.0,25714.0,119.0,16.301369863013697,9.0,0.0,0.0,0.0,1.2328767123287672
1676,Granite,Montana,3212.0,53.5,48688.0,26720.0,456.0,14.196762141967621,94.0,5.0,7.0,3.7359900373599007,2.926525529265255
1677,Hill,Montana,16529.0,34.5,42979.0,21070.0,3532.0,21.36850384173271,400.0,57.0,27.0,5.08197713110291,2.4199891100490047
1678,Jefferson,Montana,11601.0,47.9,62939.0,31801.0,973.0,8.387207999310403,354.0,52.0,1.0,4.568571674855616,3.0514610809412983
1679,Judith Basin,Montana,1981.0,52.0,45347.0,28741.0,249.0,12.569409389197375,29.0,2.0,0.0,1.0095911155981827,1.463907117617365
1680,Lake,Montana,29311.0,41.5,39898.0,23191.0,6206.0,21.172938487257344,1145.0,68.0,6.0,2.5246494490123164,3.9063832690798677
1681,Lewis and Clark,Montana,65989.0,41.2,59170.0,29892.0,7786.0,11.798936186334085,1449.0,337.0,74.0,6.228310779069239,2.195820515540469
1682,Liberty,Montana,2292.0,46.7,46597.0,32427.0,349.0,15.226876090750435,57.0,11.0,0.0,4.799301919720768,2.486910994764398
1683,Lincoln,Montana,19268.0,51.4,35461.0,22404.0,3410.0,17.697737180817935,887.0,35.0,3.0,1.9721818559269255,4.6034876479136395
1684,McCone,Montana,1678.0,50.2,42330.0,28736.0,175.0,10.429082240762813,8.0,4.0,0.0,2.3837902264600714,0.47675804529201427
1685,Madison,Montana,7810.0,52.7,47617.0,30030.0,874.0,11.19078104993598,165.0,42.0,0.0,5.377720870678616,2.112676056338028
1686,Meagher,Montana,1960.0,48.6,39032.0,19989.0,295.0,15.051020408163266,29.0,0.0,4.0,2.0408163265306123,1.4795918367346939
1687,Mineral,Montana,4223.0,52.4,37143.0,21447.0,869.0,20.577788302154865,115.0,32.0,0.0,7.577551503670376,2.7231825716315416
1688,Missoula,Montana,113101.0,35.3,46371.0,27956.0,17671.0,15.624088204348325,4544.0,244.0,37.0,2.4845049999557918,4.01764794298901
1689,Musselshell,Montana,4778.0,48.5,41557.0,23167.0,795.0,16.63876098786103,117.0,7.0,10.0,3.5579740477187105,2.448723315194642
1690,Park,Montana,15843.0,46.4,43385.0,27597.0,1905.0,12.024237833743609,331.0,35.0,0.0,2.2091775547560437,2.089250773212144
1691,Petroleum,Montana,445.0,50.4,38250.0,26822.0,69.0,15.50561797752809,10.0,0.0,0.0,0.0,2.247191011235955
1692,Phillips,Montana,4150.0,47.3,38692.0,22772.0,664.0,16.0,136.0,12.0,0.0,2.891566265060241,3.2771084337349397
1693,Pondera,Montana,6166.0,41.9,42193.0,21995.0,1228.0,19.91566655854687,246.0,39.0,3.0,6.811547194291275,3.989620499513461
1694,Powder River,Montana,1648.0,52.0,47955.0,29393.0,124.0,7.524271844660194,43.0,8.0,3.0,6.674757281553398,2.6092233009708736
1695,Powell,Montana,6928.0,45.0,43064.0,23620.0,555.0,8.010969976905312,39.0,159.0,12.0,24.6824480369515,0.5629330254041571
1696,Prairie,Montana,1414.0,51.2,44643.0,24431.0,255.0,18.033946251768032,42.0,20.0,0.0,14.144271570014144,2.9702970297029703
1697,Ravalli,Montana,41130.0,48.1,40546.0,23042.0,7173.0,17.439824945295406,1452.0,47.0,23.0,1.7019207391198639,3.530269876002918
1698,Richland,Montana,11392.0,38.0,65638.0,33949.0,981.0,8.611306179775282,160.0,10.0,0.0,0.8778089887640449,1.4044943820224718
1699,Roosevelt,Montana,11230.0,30.2,34481.0,16885.0,2953.0,26.295636687444347,247.0,67.0,48.0,10.240427426536064,2.19946571682992
1700,Rosebud,Montana,9348.0,36.3,55609.0,23387.0,1813.0,19.394522892597347,432.0,24.0,4.0,2.995293110825845,4.621309370988447
1701,Sanders,Montana,11375.0,51.9,34336.0,20810.0,2493.0,21.916483516483517,418.0,26.0,0.0,2.285714285714286,3.6747252747252745
1702,Sheridan,Montana,3645.0,47.2,52308.0,31997.0,395.0,10.83676268861454,51.0,36.0,2.0,10.425240054869684,1.3991769547325104
1703,Silver Bow,Montana,34560.0,40.7,39580.0,25583.0,6555.0,18.96701388888889,1236.0,263.0,66.0,9.519675925925926,3.576388888888889
1704,Stillwater,Montana,9342.0,46.6,59603.0,30958.0,675.0,7.22543352601156,180.0,17.0,0.0,1.819738813958467,1.9267822736030826
1705,Sweet Grass,Montana,3634.0,48.1,50813.0,26935.0,427.0,11.750137589433132,7.0,12.0,5.0,4.678040726472207,0.1926252063841497
1706,Teton,Montana,6067.0,44.6,49047.0,25740.0,631.0,10.400527443547057,160.0,40.0,0.0,6.593044338223175,2.6372177352892696
1707,Toole,Montana,5114.0,40.7,46588.0,23705.0,747.0,14.606961282753227,24.0,121.0,7.0,25.029331247555728,0.4692999608916699
1708,Treasure,Montana,846.0,48.9,42500.0,21255.0,162.0,19.148936170212767,0.0,0.0,0.0,0.0,0.0
1709,Valley,Montana,7576.0,44.3,49977.0,27820.0,711.0,9.384899683210138,182.0,6.0,5.0,1.4519535374868004,2.402323125659979
1710,Wheatland,Montana,2109.0,42.9,36076.0,19407.0,365.0,17.306780464675203,28.0,0.0,0.0,0.0,1.327643432906591
1711,Wibaux,Montana,1143.0,51.0,40833.0,23985.0,143.0,12.510936132983376,15.0,8.0,0.0,6.99912510936133,1.3123359580052494
1712,Yellowstone,Montana,155344.0,38.2,55032.0,30519.0,15767.0,10.149732207230405,3087.0,356.0,33.0,2.5041198887630034,1.9872025955299206
1713,Adams,Nebraska,31536.0,37.7,51201.0,27609.0,3314.0,10.508625063419585,901.0,74.0,21.0,3.0124302384576356,2.8570522577371893
1714,Antelope,Nebraska,6421.0,46.1,46381.0,27048.0,748.0,11.649275813736178,57.0,19.0,11.0,4.672169444011836,0.8877121943622489
1715,Arthur,Nebraska,437.0,41.0,40375.0,21174.0,35.0,8.009153318077804,7.0,0.0,0.0,0.0,1.6018306636155606
1716,Banner,Nebraska,793.0,47.9,50833.0,30095.0,95.0,11.97982345523329,34.0,0.0,0.0,0.0,4.287515762925599
1717,Blaine,Nebraska,580.0,43.6,50350.0,23001.0,94.0,16.20689655172414,3.0,0.0,0.0,0.0,0.5172413793103449
1718,Boone,Nebraska,5353.0,45.4,51890.0,28288.0,394.0,7.360358677377172,43.0,11.0,0.0,2.054922473379414,0.803287875957407
1719,Box Butte,Nebraska,11279.0,40.5,54444.0,27751.0,1544.0,13.689156840145403,248.0,24.0,0.0,2.1278482134941044,2.198776487277241
1720,Boyd,Nebraska,2006.0,51.4,42463.0,25507.0,246.0,12.26321036889332,10.0,1.0,0.0,0.4985044865403788,0.4985044865403789
1721,Brown,Nebraska,3022.0,47.7,37328.0,30135.0,512.0,16.942422236929186,6.0,6.0,0.0,1.985440105890139,0.1985440105890139
1722,Buffalo,Nebraska,48402.0,32.6,54098.0,27218.0,6252.0,12.916821618941366,928.0,197.0,9.0,4.256022478409983,1.9172761456138177
1723,Burt,Nebraska,6594.0,47.4,47137.0,24613.0,647.0,9.81195025781013,86.0,6.0,3.0,1.364877161055505,1.3042159538974827
1724,Butler,Nebraska,8205.0,44.1,51166.0,28045.0,697.0,8.494820231566118,200.0,13.0,0.0,1.5843997562461913,2.437538086532602
1725,Cass,Nebraska,25463.0,42.0,65385.0,30637.0,1764.0,6.927699014255979,468.0,85.0,13.0,3.848721674586655,1.837960962965872
1726,Cedar,Nebraska,8657.0,44.5,54391.0,28663.0,881.0,10.1767355896962,85.0,33.0,20.0,6.1222132378422085,0.9818643872011088
1727,Chase,Nebraska,4061.0,43.3,53496.0,29239.0,387.0,9.529672494459493,32.0,0.0,4.0,0.9849790691947796,0.7879832553558237
1728,Cherry,Nebraska,5781.0,43.7,53059.0,27891.0,458.0,7.922504756962463,78.0,79.0,2.0,14.01141670991178,1.3492475350285418
1729,Cheyenne,Nebraska,10090.0,40.5,54215.0,30929.0,996.0,9.871159563924678,136.0,51.0,0.0,5.054509415262636,1.3478691774033698
1730,Clay,Nebraska,6313.0,43.6,51613.0,25472.0,615.0,9.741802629494693,89.0,6.0,0.0,0.9504197687311896,1.4097893236179313
1731,Colfax,Nebraska,10499.0,33.9,52712.0,23619.0,1227.0,11.686827316887323,305.0,14.0,0.0,1.3334603295551957,2.905038575102391
1732,Cuming,Nebraska,9055.0,44.0,49181.0,26061.0,1102.0,12.170071783545003,123.0,31.0,0.0,3.4235229155162896,1.3583655438983986
1733,Custer,Nebraska,10784.0,43.7,47083.0,29986.0,1152.0,10.682492581602373,130.0,17.0,11.0,2.5964391691394657,1.2054896142433233
1734,Dakota,Nebraska,20697.0,34.1,52336.0,21710.0,3273.0,15.813886070444992,746.0,44.0,14.0,2.8023385031647097,3.6043871092428854
1735,Dawes,Nebraska,9082.0,34.1,42685.0,23307.0,1272.0,14.005725611098876,89.0,29.0,0.0,3.193129266681348,0.9799603611539309
1736,Dawson,Nebraska,23924.0,36.3,49943.0,24042.0,3585.0,14.9849523491055,606.0,56.0,26.0,3.4275204815248284,2.533021233907373
1737,Deuel,Nebraska,1932.0,47.4,51786.0,28640.0,198.0,10.248447204968944,51.0,23.0,0.0,11.904761904761903,2.639751552795031
1738,Dixon,Nebraska,5809.0,42.4,52813.0,24983.0,675.0,11.619900154932003,102.0,8.0,12.0,3.442933379239112,1.755896023411947
1739,Dodge,Nebraska,36679.0,39.1,49830.0,26141.0,4192.0,11.428883012077756,828.0,44.0,25.0,1.8811854194498214,2.257422503339786
1740,Douglas,Nebraska,543253.0,34.1,56003.0,30548.0,75422.0,13.883402392623694,14550.0,1211.0,344.0,2.8623864019158662,2.6783101059727237
1741,Dundy,Nebraska,1823.0,48.3,44583.0,28161.0,151.0,8.283049917718047,33.0,0.0,0.0,0.0,1.8102029621503017
1742,Fillmore,Nebraska,5676.0,47.5,52070.0,29361.0,551.0,9.70754052149401,82.0,15.0,0.0,2.6427061310782243,1.4446793516560958
1743,Franklin,Nebraska,3076.0,50.2,46531.0,28373.0,392.0,12.743823146944083,54.0,5.0,0.0,1.625487646293888,1.7555266579973992
1744,Frontier,Nebraska,2599.0,44.9,51192.0,26798.0,269.0,10.350134667179685,34.0,1.0,13.0,5.386687187379761,1.3081954597922278
1745,Furnas,Nebraska,4850.0,46.2,40445.0,23307.0,739.0,15.237113402061855,89.0,13.0,8.0,4.3298969072164954,1.8350515463917527
1746,Gage,Nebraska,21778.0,44.8,48731.0,26347.0,2235.0,10.26265038111856,412.0,64.0,22.0,3.94893929653779,1.8918174304343833
1747,Garden,Nebraska,1930.0,50.2,49805.0,30900.0,218.0,11.295336787564766,22.0,20.0,4.0,12.435233160621761,1.1398963730569949
1748,Garfield,Nebraska,1968.0,51.0,45227.0,24379.0,140.0,7.1138211382113825,32.0,3.0,0.0,1.524390243902439,1.6260162601626018
1749,Gosper,Nebraska,1977.0,46.9,60711.0,29393.0,112.0,5.6651492159838135,53.0,16.0,0.0,8.093070308548306,2.680829539706626
1750,Grant,Nebraska,647.0,50.9,45625.0,21925.0,103.0,15.919629057187016,17.0,0.0,0.0,0.0,2.627511591962906
1751,Greeley,Nebraska,2447.0,45.8,48220.0,25054.0,211.0,8.622803432774827,19.0,1.0,0.0,0.4086636697997548,0.7764609726195342
1752,Hall,Nebraska,61105.0,35.7,51355.0,24617.0,8894.0,14.5552737091891,1760.0,217.0,52.0,4.402258407658947,2.8802880288028803
1753,Hamilton,Nebraska,9118.0,42.5,59760.0,31565.0,804.0,8.81772318490897,100.0,34.0,5.0,4.277253783724501,1.0967317394165388
1754,Harlan,Nebraska,3465.0,49.8,44630.0,25997.0,542.0,15.642135642135642,31.0,4.0,1.0,1.443001443001443,0.8946608946608947
1755,Hayes,Nebraska,1013.0,47.7,44602.0,27080.0,80.0,7.897334649555775,9.0,0.0,0.0,0.0,0.8884501480750246
1756,Hitchcock,Nebraska,2866.0,48.0,41131.0,23967.0,452.0,15.771109560362875,39.0,9.0,4.0,4.535938590369853,1.3607815771109562
1757,Holt,Nebraska,10360.0,45.3,49607.0,26267.0,990.0,9.555984555984557,71.0,15.0,0.0,1.4478764478764479,0.6853281853281853
1758,Hooker,Nebraska,669.0,59.5,38616.0,22094.0,104.0,15.54559043348281,6.0,0.0,0.0,0.0,0.8968609865470852
1759,Howard,Nebraska,6365.0,43.3,52247.0,28301.0,603.0,9.473684210526315,114.0,35.0,8.0,6.755695208169677,1.791044776119403
1760,Jefferson,Nebraska,7354.0,45.7,44616.0,26305.0,846.0,11.503943432145771,124.0,5.0,16.0,2.8555887952134893,1.6861571933641555
1761,Johnson,Nebraska,5167.0,42.1,47938.0,21890.0,505.0,9.773562995935746,70.0,92.0,6.0,18.966518289142634,1.354751306367331
1762,Kearney,Nebraska,6548.0,40.1,55068.0,31563.0,443.0,6.765424557116677,129.0,7.0,2.0,1.3744654856444716,1.9700671960904093
1763,Keith,Nebraska,8103.0,48.7,43100.0,26699.0,1023.0,12.624953720844132,165.0,58.0,0.0,7.15784277428113,2.0362828582006665
1764,Keya Paha,Nebraska,736.0,52.5,43333.0,28086.0,77.0,10.46195652173913,3.0,0.0,0.0,0.0,0.4076086956521739
1765,Kimball,Nebraska,3713.0,46.6,40344.0,23727.0,377.0,10.153514678157824,99.0,0.0,0.0,0.0,2.666307568004309
1766,Knox,Nebraska,8551.0,47.3,47692.0,26675.0,1036.0,12.115542041866448,133.0,39.0,15.0,6.3150508712431295,1.555373640509882
1767,Lancaster,Nebraska,301707.0,33.0,53730.0,28600.0,41105.0,13.624145280023335,7497.0,1195.0,267.0,4.845760953507874,2.4848611401127587
1768,Lincoln,Nebraska,35777.0,40.2,52179.0,27474.0,4200.0,11.739385638818236,570.0,148.0,6.0,4.30444140090002,1.5932023366967605
1769,Logan,Nebraska,830.0,43.3,51346.0,24693.0,95.0,11.44578313253012,4.0,8.0,0.0,9.63855421686747,0.48192771084337355
1770,Loup,Nebraska,542.0,51.0,56750.0,28063.0,54.0,9.96309963099631,1.0,0.0,0.0,0.0,0.18450184501845018
1771,McPherson,Nebraska,425.0,48.0,53750.0,25352.0,78.0,18.352941176470587,0.0,0.0,0.0,0.0,0.0
1772,Madison,Nebraska,35125.0,36.8,48673.0,24458.0,5071.0,14.437010676156584,588.0,75.0,36.0,3.1601423487544484,1.6740213523131673
1773,Merrick,Nebraska,7793.0,43.8,50464.0,26102.0,753.0,9.662517644039523,228.0,9.0,0.0,1.1548825869369947,2.92570255357372
1774,Morrill,Nebraska,4843.0,41.6,43942.0,24216.0,576.0,11.893454470369605,88.0,6.0,0.0,1.2389015073301672,1.8170555440842455
1775,Nance,Nebraska,3607.0,45.8,42429.0,26179.0,436.0,12.087607429997227,61.0,8.0,5.0,3.6041031327973387,1.6911560853895204
1776,Nemaha,Nebraska,7101.0,37.8,52736.0,28690.0,713.0,10.040839318405858,247.0,14.0,7.0,2.957329953527672,3.478383326292071
1777,Nuckolls,Nebraska,4352.0,49.0,41576.0,24096.0,538.0,12.362132352941176,66.0,7.0,5.0,2.7573529411764706,1.5165441176470589
1778,Otoe,Nebraska,15890.0,41.8,52108.0,27251.0,1676.0,10.547514159848962,324.0,68.0,41.0,6.859660163624921,2.039018250471995
1779,Pawnee,Nebraska,2695.0,49.5,40139.0,27039.0,538.0,19.962894248608535,38.0,11.0,0.0,4.081632653061225,1.4100185528756959
1780,Perkins,Nebraska,2911.0,43.9,56797.0,30429.0,194.0,6.664376502919959,28.0,2.0,0.0,0.687049124012367,0.9618687736173137
1781,Phelps,Nebraska,9236.0,41.7,51264.0,27882.0,740.0,8.01212646167172,58.0,28.0,3.0,3.3564313555651797,0.6279774794283239
1782,Pierce,Nebraska,7179.0,41.7,53125.0,27386.0,460.0,6.4075776570553,152.0,33.0,0.0,4.59674049310489,2.1172865301574038
1783,Platte,Nebraska,32703.0,38.4,58473.0,27052.0,2803.0,8.571079105892426,837.0,115.0,57.0,5.259456318992142,2.559398220346757
1784,Polk,Nebraska,5242.0,45.6,57991.0,30947.0,418.0,7.974055703929798,111.0,16.0,0.0,3.052270125906143,2.117512399847387
1785,Red Willow,Nebraska,10884.0,41.5,42457.0,24529.0,1234.0,11.337743476662991,294.0,88.0,39.0,11.668504226387359,2.7012127894156563
1786,Richardson,Nebraska,8149.0,47.4,45929.0,26638.0,1439.0,17.658608418210825,193.0,46.0,3.0,6.01300773100994,2.3683887593569763
1787,Rock,Nebraska,1407.0,52.4,48750.0,30247.0,141.0,10.021321961620469,13.0,5.0,3.0,5.685856432125089,0.9239516702203269
1788,Saline,Nebraska,14356.0,36.6,49332.0,21880.0,1586.0,11.047645583728057,244.0,24.0,11.0,2.4380050153246033,1.6996377821120088
1789,Sarpy,Nebraska,172460.0,33.9,72269.0,31906.0,10597.0,6.144613243650702,3445.0,822.0,100.0,5.346167227183115,1.9975646526730835
1790,Saunders,Nebraska,20946.0,41.1,64475.0,30348.0,1897.0,9.056621789363124,327.0,70.0,17.0,4.153537668289888,1.5611572615296476
1791,Scotts Bluff,Nebraska,36599.0,39.6,46632.0,25863.0,4791.0,13.09052159895079,1003.0,129.0,8.0,3.743271674089456,2.740512035847974
1792,Seward,Nebraska,17113.0,38.1,61563.0,28491.0,1413.0,8.256880733944953,309.0,56.0,27.0,4.850113948460234,1.8056448314147138
1793,Sheridan,Nebraska,5259.0,45.9,42802.0,25077.0,870.0,16.543069024529377,55.0,16.0,14.0,5.704506560182544,1.045826202700133
1794,Sherman,Nebraska,3090.0,49.7,46299.0,26348.0,402.0,13.009708737864077,35.0,2.0,0.0,0.6472491909385113,1.132686084142395
1795,Sioux,Nebraska,1274.0,47.4,46667.0,27279.0,140.0,10.989010989010989,0.0,7.0,0.0,5.4945054945054945,0.0
1796,Stanton,Nebraska,6022.0,41.1,58553.0,29282.0,570.0,9.465293922284955,106.0,19.0,12.0,5.147791431418134,1.7602125539687812
1797,Thayer,Nebraska,5163.0,48.3,45590.0,30057.0,603.0,11.679256246368391,37.0,21.0,0.0,4.067402672864613,0.7166376137904319
1798,Thomas,Nebraska,675.0,41.9,54286.0,30746.0,65.0,9.62962962962963,7.0,10.0,2.0,17.77777777777778,1.037037037037037
1799,Thurston,Nebraska,6989.0,28.4,42979.0,19100.0,2168.0,31.020174560022895,450.0,8.0,5.0,1.8600658177135498,6.438689369008442
